URL,Melting Point
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/22833473/xml?heading=Melting+Point,790 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/22833473/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/25200211/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/15627/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/81088/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/25503/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7105/xml?heading=Melting+Point,74.0 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7105/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/14801/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/8282/xml?heading=Melting+Point,37.5 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/8282/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/159879/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6919080/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/23674989/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/17142/xml?heading=Melting+Point,"203 to 208 °F (NTP, 1992)"
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/17142/xml?heading=Melting+Point,95 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/17142/xml?heading=Melting+Point,MP: 203 to 208 °F
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/17142/xml?heading=Melting+Point,Crystals from methanol. MP: 103-104.5 °C. Also reported as crystals from frational crystalization from methanol. MP: 95-103 °C. Enthalpy of fusion: 77.0 J/g /alpha-thioglycidyl isocyanurate/
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/17142/xml?heading=Melting+Point,95 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/17142/xml?heading=Melting+Point,203-208°F
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/17142/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7026/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/145693/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/90039/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/77204/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/8779/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/118285/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/138400233/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6454625/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/94655/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/101531228/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/61699/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6410/xml?heading=Melting+Point,"18 °F (NTP, 1992)"
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6410/xml?heading=Melting+Point,-8.0 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6410/xml?heading=Melting+Point,-8 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6410/xml?heading=Melting+Point,MP: 6 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6410/xml?heading=Melting+Point,-3 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6410/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/139045965/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/24821/xml?heading=Melting+Point,55 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/24821/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/138398869/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/161553/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/93821/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6514/xml?heading=Melting+Point,18.0 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6514/xml?heading=Melting+Point,16.8 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6514/xml?heading=Melting+Point,16.8°C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6514/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/102259588/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/517333/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/517373/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/71774648/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/989/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/163134/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/3086157/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/9864/xml?heading=Melting+Point,"113 °F (NIOSH, 2016)"
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/9864/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/9864/xml?heading=Melting+Point,44.0 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/9864/xml?heading=Melting+Point,45-46 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/9864/xml?heading=Melting+Point,44 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/9864/xml?heading=Melting+Point,113°F
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/9864/xml?heading=Melting+Point,113°F
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/9864/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/80480/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/8478/xml?heading=Melting+Point,"327 to 331 °F (NTP, 1992)"
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/8478/xml?heading=Melting+Point,164-166 °C (HOT STAGE)
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/8478/xml?heading=Melting+Point,EUTECTIC TEMP: PHENANTHRENE 86 °C; BENZANTHRENE 98 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/8478/xml?heading=Melting+Point,160-165 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/8478/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/131204/xml?heading=Melting+Point,<25°C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/131204/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/85160/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/3014985/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/24730/xml?heading=Melting+Point,"113 °F (NTP, 1992)"
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/24730/xml?heading=Melting+Point,45.0 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/24730/xml?heading=Melting+Point,45 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/24730/xml?heading=Melting+Point,45 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/24730/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/69568/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/44828780/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/10899309/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/147188144/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/101533849/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/23665719/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/89353/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/19990/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/3018747/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/101982714/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/14367986/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/23683016/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/23676187/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/23662383/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/2723816/xml?heading=Melting+Point,210 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/2723816/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/11979824/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/73556304/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/109151/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/4068533/xml?heading=Melting+Point,>300 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/4068533/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/31255/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/92950/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/2735107/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/163642/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/160947/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/23679910/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/9571131/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/2735071/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/23665771/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/108647/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6436478/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/3698251/xml?heading=Melting+Point,75-80°C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/3698251/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/757/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/757/xml?heading=Melting+Point,79.5 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/757/xml?heading=Melting+Point,"78-80 °C (alpha-modification); 63 °C (beta-modification, metastable)"
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/757/xml?heading=Melting+Point,MP: 79.5 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/757/xml?heading=Melting+Point,75-80°C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/757/xml?heading=Melting+Point,80 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/757/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/53630812/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/14219/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/43833340/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/137346479/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/137704554/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/81762/xml?heading=Melting+Point,126.0 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/81762/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/44153596/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7915/xml?heading=Melting+Point,"-100.1 °F (NTP, 1992)"
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7915/xml?heading=Melting+Point,-73.4 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7915/xml?heading=Melting+Point,-73.4 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7915/xml?heading=Melting+Point,-73.4°C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7915/xml?heading=Melting+Point,-73 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7915/xml?heading=Melting+Point,-100.1°F
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7915/xml?heading=Melting+Point,-92°F
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7915/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/77404/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/162177/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/57337/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/23684896/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/165923/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/86698323/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/17409/xml?heading=Melting+Point,"Decomposes at approximately 581° F (NTP, 1992)"
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/17409/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/59942564/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/12597/xml?heading=Melting+Point,75.25 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/12597/xml?heading=Melting+Point,61-64 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/12597/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/68315/xml?heading=Melting+Point,143°F
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/68315/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/237322/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/24671/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/175114/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/75487648/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/16130949/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/18776/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/75407/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/23688938/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/46864062/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/84924/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/2723798/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/161695/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/131675860/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/14849234/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/56845482/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/101811551/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6454208/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/87688/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/22151111/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7993/xml?heading=Melting+Point,"less than -94 °F (NTP, 1992)"
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7993/xml?heading=Melting+Point,-60.0 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7993/xml?heading=Melting+Point,FP: -70 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7993/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/92002982/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/33250/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/78860/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/111847/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/81646/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/11062492/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7818/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/13847/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/17595/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/33101/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/1390/xml?heading=Melting+Point,-6.0 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/1390/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/106705/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/75982/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/8925/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/8189/xml?heading=Melting+Point,"-49 °F (NTP, 1992)"
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/8189/xml?heading=Melting+Point,-45.0 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/8189/xml?heading=Melting+Point,-45 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/8189/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/110862/xml?heading=Melting+Point,"-121 °F (NTP, 1992)"
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/110862/xml?heading=Melting+Point,-88.0 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/110862/xml?heading=Melting+Point,FREEZING POINT: -85 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/110862/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/57508504/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/160430/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/12046/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/970/xml?heading=Melting+Point,161°C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/970/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/42953/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/139070244/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/15605782/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/38258/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/73561/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/15073/xml?heading=Melting+Point,36.5 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/15073/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/80077/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/97944/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/15543/xml?heading=Melting+Point,14.5 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/15543/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/88802/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/3248084/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6379/xml?heading=Melting+Point,420 °C (decomposes)
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6379/xml?heading=Melting+Point,MP: Decomposes
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6379/xml?heading=Melting+Point,MP: >300 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/6379/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/16278/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/80020/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/31254/xml?heading=Melting+Point,"-40 °F (NTP, 1992)"
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/31254/xml?heading=Melting+Point,-5.4 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/31254/xml?heading=Melting+Point,-3.8°C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/31254/xml?heading=Melting+Point,-3 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/31254/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/16211171/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/21534/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/44149048/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/7777/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/24293/xml?heading=Melting+Point,646 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/24293/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/62750/xml?heading=Melting+Point,"522 °F (NIOSH, 2016)"
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/62750/xml?heading=Melting+Point,342.3 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/62750/xml?heading=Melting+Point,MP: 272.3 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/62750/xml?heading=Melting+Point,272 °C
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/62750/xml?heading=Melting+Point,522°F
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/62750/xml?heading=Melting+Point,522°F
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/62750/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/21969/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/129627440/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/21893868/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/73456793/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/25137/xml?heading=Melting+Point,NaN
https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/compound/139046639/xml?heading=Melting+Point,NaN
