0,1,2,3
,C2H3NS,,
,[556-64-9],,
,ethanethioamide,1.5,HSDB (2015) Q 38
,C2H5NS,,
,(thioacetamide),,
,[62-55-5],,
,mercaptamine,2.7 101×,HSDB (2015) Q 38
,C2H7NS,,
,(cysteamine),,
,[60-23-1],,
,"thiocyanic acid, ethyl ester",1.7×10−1,HSDB (2015) Q 38
,C3H5NS,,
,[542-90-5],,
,2-imidazolidinethione,2.9×101,HSDB (2015) Q 38
,C3H6N2S,,
,(ethylene thiourea),,
,[96-45-7],,
,ethylthiourea,4.2×10,HSDB (2015) Q 38
,C3H8N2S,,
,[625-53-6],,
,allyl isothiocyanate,4.1×10−2,HSDB (2015) V
,C4H5NS,,
,[57-06-7],,
,dazomet,4.6 104×,Mackay et al. (2006d) V
,C 5 H 10 N 2 S2,3.7 ×104,MacBean (2012b) X 137
,[533-74-4],,
,"N,N’-diethylthiourea",1.4 ×102,HSDB (2015) Q 38
,C5H12N2S,,
,[105-55-5],,
,tetramethylthiourea,8.5 102×,HSDB (2015) Q 38
,C5H12N2S,,
,[2782-91-4],,
,thiram,9.3 101×,Mackay et al. (2006d) V
,C 6 H12N2S4,3.0×101,MacBean (2012b) X 137
,[137-26-8],,
,bis(dimethylthiocarbamyl) sulfide,5.8 ×10−1,HSDB (2015) Q 38
,C6H12N2S3,,
,(bis(dimethylthiocarbamoyl) sulfide),,
,[97-74-5],,
,benzothiazole,2.7 ×101,HSDB (2015) Q 38
,C7H5NS,2.7×101,"Zhang et al. (2010) Q 107, 108"
,[95-16-9],2.8,"Zhang et al. (2010) Q 107, 109"
,,1.1 101×,"Zhang et al. (2010) Q 107, 110"
,,2.0,"Zhang et al. (2010) Q 107, 111"
,2-mercaptobenzothiazole,2.7 102×,HSDB (2015) Q 38
,C7H5NS2,2.7×102,"Zhang et al. (2010) Q 107, 108"
,[149-30-4],2.8×103,"Zhang et al. (2010) Q 107, 109"
,,2.2×102,"Zhang et al. (2010) Q 107, 110"
,,2.1×101,"Zhang et al. (2010) Q 107, 111"
,2-benzothiazolamine,7.6×104,HSDB (2015) Q 38
,C7H6N2S,,
,[136-95-8],,
,phenylthiourea,9.9 104×,HSDB (2015) Q 38
,C7H8N2S,,
,[103-85-5],,
,aziprotryn,4.0 ×102,Abraham et al. (2007) Q
,C 7 H11N7S,9.2×102,MacBean (2012a) ?
,[4658-28-0],,
,simetryn,2.2×10,Mackay et al. (2006d) V
,C 8 H15N5S,2.9×104,Hilal et al. (2008) Q
,[1014-70-6],1.0 ×104,Abraham et al. (2007) Q
,desmetryn,2.1×104,HSDB (2015) V
,C8H 15 N 5S,5.0 ×107,Delgado and Alderete (2003) C
,[1014-69-3],2.2 ×104,Hilal et al. (2008) Q
,,2.0 104×,Abraham et al. (2007) Q
,,1.4 109×,Delgado and Alderete (2003) Q
,,3.9×107,Delgado and Alderete (2003) Q
,,2.1 ×104,MacBean (2012a) ?
,thioquinox,1.3 102×,HSDB (2015) Q 38
,C9H4N2S3,,
,[93-75-4],,
,"thiocyanic acid, (2-",1.5×106,HSDB (2015) Q 38
,benzothiazolylthio)methyl ester,,
,C9H6N2S3,,
,[21564-17-0],,
,ametryn,4.1×103,HSDB (2015) V
,C9H17N5S,8.1×103,Mackay et al. (2006d) V
,[834-12-8],8.3×103,Suntio et al. (1988) V 9
,,4.1×103,Delgado and Alderete (2003) C
,,1.2 104×,Hilal et al. (2008) Q
,,5.1 103×,Abraham et al. (2007) Q
,,8.9×107,Delgado and Alderete (2003) Q
,,1.1×107,Delgado and Alderete (2003) Q
,cimetidine,1.0 1010×,HSDB (2015) Q 38
,C10H16N6S,,
,[51481-61-9],,
,prometryn,8.2 ×102,HSDB (2015) V
,C10H19N5S,2.0×103,Mackay et al. (2006d) V
,[7287-19-6],2.0 ×103,Suntio et al. (1988) V 9
,,2.9 ×106,Delgado and Alderete (2003) C
,,7.6 ×102,Delgado and Alderete (2003) C
,,7.5 102×,Hilal et al. (2008) Q
,,2.5×103,Abraham et al. (2007) Q
,,5.1 106×,Delgado and Alderete (2003) Q
,,1.4 106×,Delgado and Alderete (2003) Q
,terbutryn,4.7×102,HSDB (2015) V
,C10H19N5S,7.0×102,Mackay et al. (2006d) V
,[886-50-0],7.7×102,Suntio et al. (1988) V 9
,,1.2×106,Delgado and Alderete (2003) C
,,8.7 ×102,Delgado and Alderete (2003) C
,,4.5 ×103,Hilal et al. (2008) Q
,,1.6×103,Abraham et al. (2007) Q
,,5.1 ×106,Delgado and Alderete (2003) Q
,,1.4 106×,Delgado and Alderete (2003) Q
,disulfiram,1.2 10−1×,HSDB (2015) Q 38
,C10H20N2S4,,
,[97-77-8],,
,1-naphthalenylthiourea,1.2 ×103,HSDB (2015) Q 38
,C11H10N2S,,
,[86-88-4],,
,"4,4’-thiobisbenzenamine",2.5 106×,HSDB (2015) Q 38
,C12H12N2S,,
,(bis(4-aminophenyl) sulfide),,
,[139-65-1],,
,dipropetryn,6.0 ×102,Hilal et al. (2008) Q
,C11H19N5S,1.6×103,Abraham et al. (2007) Q
,[4147-51-7],6.5 102×,MacBean (2012a) ?
,dimethametryn,8.2 ×103,Hilal et al. (2008) Q
,C11H21N5S,1.0×103,Abraham et al. (2007) Q
,[22936-75-0],,
,phenothiazine,3.5 102×,HSDB (2015) Q 38
,C12H9NS,3.5×102,"Zhang et al. (2010) Q 107, 108"
,[92-84-2],6.9×102,"Zhang et al. (2010) Q 107, 109"
,,9.7×101,"Zhang et al. (2010) Q 107, 110"
,,4.3×102,"Zhang et al. (2010) Q 107, 111"
,"2,2’-dithiobisbenzothiazole",4.2 107×,HSDB (2015) Q 38
,C14H8N2S4,,
,"(2,2’-dibenzothiazyl disulfide)",,
,[120-78-5],,
,methapyrilene,3.6 101×,HSDB (2015) V
,C14H19N3S,,
,[91-80-5],,
,olanzapine,1.3 ×109,HSDB (2015) Q 38
,C17H20N4S,,
,[132539-06-1],,
,"N-(1,1-dimethylethyl)bis(2-",2.4 108×,"Zhang et al. (2010) Q 107, 108"
,benzothiazolesulfen)amide,,
,C18H17N3S4,1.7×103,"Zhang et al. (2010) Q 107, 109"
,[3741-80-8],2.3 ×103,"Zhang et al. (2010) Q 107, 110"
,,3.9×108,"Zhang et al. (2010) Q 107, 111"
,taurine,5.8×106,HSDB (2015) Q 182
,C2H7NO3S,,
,[107-35-7],,
,2-amino-5-nitrothiazole,1.9 106×,HSDB (2015) Q 38
,C3H3N3O2S,,
,[121-66-4],,
,N-(aminothioxomethyl)acetamide,3.8×10,HSDB (2015) Q 38
,C3H6N2OS,,
,(1-acetyl-2-thiourea),,
,[591-08-2],,
,acesulfame,1.0×103,HSDB (2015) Q 38
,C4H5NO4S,,
,[33665-90-6],,
,methomyl,5.2×105,HSDB (2015) V
,C5H10N2O2S,5.3×104,Mackay et al. (2006d) V
,[16752-77-5],1.5 ×104,Suntio et al. (1988) V 9
,4-aminobenzenesulfonic acid,1.1 ×107,HSDB (2015) Q 182
,C6H7NO3S,,
,(sulfanilic acid),,
,[121-57-3],,
,sulfanilamide,6.6×104,HSDB (2015) Q 38
,C6H8N2O2S,,
,[63-74-1],,
,nithiazide,6.2×109,HSDB (2015) Q 38
,C6H8N4O3S,,
,[139-94-6],,
,2-methylbenzenesulfonamide,2.1 101×,HSDB (2015) Q 38
,C7H9NO2S,,
,(o-toluenesulfonamide),,
,[88-19-7],,
,4-methylbenzenesulfonamide,2.1 ×101,HSDB (2015) Q 38
,C7H9NO2S,,
,(p-toluenesulfonamide),,
,[70-55-3],,
,ethidimuron,1.4 108×,MacBean (2012a) ?
,C7H12N4O3S2,,
,[30043-49-3],,
,oxamyl,4.2×104,HSDB (2015) V
,C 7 H 13 N 3 O 3S,4.2 ×104,Mackay et al. (2006d) V
,[23135-22-0],3.8 ×103,Suntio et al. (1988) V 9
,aldicarb,6.6×103,HSDB (2015) V
,C7H14N2O2S,7.9 ×103,Mackay et al. (2006d) V
,[116-06-3],3.1 103×,Suntio et al. (1988) V 9
,,1.9,Suntio et al. (1988) C 9
,aldicarb sulfone,3.7 ×103,MacBean (2012a) ?
,C7H14N2O4S,,
,[1646-88-4],,
,butocarboxim,1.7 104×,HSDB (2015) V
,C7H14N2O2S,1.7×104,MacBean (2012a) ?
,[34681-10-2],,
,butoxycarboxim,3.5×10,HSDB (2015) V
,C7H14N2O4S,,
,[34681-23-7],,
,saccharin,8.2×103,HSDB (2015) Q 38
,C7H5NO3S,,
,[81-07-2],,
,acibenzolar-S-methyl,8.2×101,HSDB (2015) V
,C8H6N2OS2,,
,[135158-54-2],,
,quinomethionate,1.6 ×102,HSDB (2015) V
,C8H6N2OS2,1.6×102,MacBean (2012a) ?
,[2439-01-2],,
,nifurthiazole,1.3 1012×,HSDB (2015) Q 38
,C8H6N4O4S,,
,[3570-75-0],,
,4-methylbenzenesulfonyl isocyanate,1.7 10−1×,"Zhang et al. (2010) Q 107, 108"
,C8H7NO3S,3.2 ×101,"Zhang et al. (2010) Q 107, 109"
,[4083-64-1],6.7,"Zhang et al. (2010) Q 107, 110"
,,4.0×104,"Zhang et al. (2010) Q 107, 111"
,tinidazole,1.9 ×105,HSDB (2015) Q 38
,C8H13N3O4S,,
,[19387-91-8],,
,metribuzin,8.2×104,HSDB (2015) V
,C8H14N4OS,,
,[21087-64-9],,
,tricyclazole,3.2 105×,Mackay et al. (2006d) V
,C9H7N3S,,
,[41814-78-2],,
,thidiazuron,3.0×107,HSDB (2015) V
,C9H8N4OS,,
,[51707-55-2],,
,sulfathiazole,1.7×108,HSDB (2015) Q 38
,C9H9N3O2S2,,
,[72-14-0],,
,sulfamethizole,3.8 108×,HSDB (2015) Q 38
,C9H10N4O2S2,,
,[144-82-1],,
,ethiozin,2.0×102,MacBean (2012a) ?
,C9H16N4OS,,
,[64529-56-2],,
,molinate,7.7,Watanabe (1993) M
,C9H17NOS,2.2,Sagebiel et al. (1992) M 9
,[2212-67-1],1.7,7300 Sagebiel et al. (1992) M
,,6.9,Mackay et al. (2006d) V
,,1.1 101×,Sagebiel et al. (1992) V 9
,,1.0×101,Woodrow et al. (1990) V
,,7.6,Armbrust (2000) C
,,7.3,Hilal et al. (2008) Q
,S-ethyl dipropylthiocarbamate,5.6×10−1,9100 Reyes-Pérez et al. (2008) M
,C 9 H19NOS,3.8×10−2,4800 Breiter et al. (1998) M
,(eptam; EPTC),6.2 ×10−1,HSDB (2015) V
,[759-94-4],9.8×10−1,Mackay et al. (2006d) V
,,4.2 10−1×,Breiter et al. (1998) V
,,9.8 10−1×,Suntio et al. (1988) V 9
,,7.4 ×10−1,Burkhard and Guth (1981) V
,,8.2×10−1,Hilal et al. (2008) Q
,,,4800 Kühne et al. (2005) Q
,,,4800 Kühne et al. (2005) ?
,thiabendazole,4.7 105×,HSDB (2015) V
,C10H7N3S,4.7×105,Mackay et al. (2006d) V
,[148-79-8],,
,"benzo[b]thiophene-4-ol, methylcarba-",5.8×103,HSDB (2015) Q 38
,mate,,
,C10H9NO2S,,
,(mobam),,
,[1079-33-0],,
,sulfamethoxazole,1.5×107,HSDB (2015) Q 38
,C10H11N3O3S,,
,[723-46-6],,
,bentazone,4.5×103,HSDB (2015) V
,C10H12N2O3S,,
,[25057-89-0],,
,buthidazole,4.8×106,MacBean (2012a) ?
,C10H16N4O2S,,
,[55511-98-3],,
,thiodicarb,1.1 ×101,HSDB (2015) V
,C10H18N4O4S3,2.3×101,Mackay et al. (2006d) V
,[59669-26-0],,
,pebulate,4.1 ×10−2,HSDB (2015) V
,C10H21NOS,3.8×10−1,Mackay et al. (2006d) V
,[1114-71-2],8.6 ×10−2,Suntio et al. (1988) V 9
,,6.4×10−1,Hilal et al. (2008) Q
,,>2.3 ×1010,MacBean (2012a) ?
,vernolate,3.2×10,HSDB (2015) V
,C10H21NOS,4.9 ×10−1,Mackay et al. (2006d) V
,[1929-77-7],4.9 10−1×,Suntio et al. (1988) V 9
,,6.5 10−1×,Hilal et al. (2008) Q
,sulfisoxazole,6.2 106×,HSDB (2015) Q 38
,C11H13N3O3S,,
,[127-69-5],,
,ethiofencarb,8.2 103×,HSDB (2015) V
,C11H15NO2S,,
,[29973-13-5],,
,methiocarb,8.3,Mackay et al. (2006d) V
,C11H15NO2S,8.4×103,MacBean (2012b) X 137
,[2032-65-7],,
,cycloate,1.9,HSDB (2015) V
,C11H21NOS,3.7,Hilal et al. (2008) Q
,[1134-23-2],,
,methoprotryn,3.1×104,HSDB (2015) V
,C11H21N5OS,1.5×105,Hilal et al. (2008) Q
,[841-06-5],2.0×105,Abraham et al. (2007) Q
,,3.1×104,MacBean (2012a) ?
,butylate,1.2 10−1×,HSDB (2015) V
,C11H23NOS,,Mackay et al. (2006d) V 221
,[2008-41-5],1.8,Suntio et al. (1988) V 9
,,5.8 ×10−1,Hilal et al. (2008) Q
,carboxin,3.1×104,HSDB (2015) V
,C12H13NO2S,6.4×104,Mackay et al. (2006d) V
,[5234-68-4],,
,oxycarboxin,9.0×105,HSDB (2015) V
,C 12 H13NO4S,2.8×103,Mackay et al. (2006d) V
,[5259-88-1],,
,thifensulfuron-methyl,3.4×108,HSDB (2015) V
,C12H13N5O6S2,,
,[79277-27-3],,
,sulfamethazine,3.2 107×,HSDB (2015) Q 38
,C12H14N4O2S,,
,[57-68-1],,
,thiophanate-methyl,8.2 ×103,HSDB (2015) V
,C12H14N4O4S2,7.9×102,Mackay et al. (2006d) V
,[23564-05-8],,
,"4,4’-oxydi(benzenesulfonohydrazide)",7.8 1011×,HSDB (2015) Q 38
,C12H14N4O5S2,,
,[80-51-3],,
,albendazole,1.3×10,HSDB (2015) Q 38
,C12H15N3O2S,,
,[54965-21-8],,
,oryzalin,5.2×103,HSDB (2015) V
,C12H18N4O6S,5.3×103,Mackay et al. (2006d) V
,[19044-88-3],,
,STK366145,9.9×104,HSDB (2015) V
,C12H19N3O3S,,
,(N-(2-ethyl(3-methyl-4-,,
,nitrosophenyl)amino)ethyl)-,,
,methanesulfonamide),,
,[56046-62-9],,
,isomethiozin,7.9×102,MacBean (2012a) ?
,C12H20N4OS,,
,[57052-04-7],,
,isobornyl thiocyanoacetate,3.8×101,HSDB (2015) Q 38
,C13H19NO2S,,
,[115-31-1],,
,nitralin,1.4×103,HSDB (2015) V
,C 13 H 19 N 3 O 6S,7.2 ×10−3,Mackay et al. (2006d) V
,[4726-14-1],7.2 10−3×,Suntio et al. (1988) V 9
,bupirimate,1.0 102×,Mackay et al. (2006d) V
,C13H24N4O3S,,
,[41483-43-6],,
,timolol,2.3 ×1011,HSDB (2015) Q 38
,C13H24N4O3S,,
,[26839-75-8],,
,dithianone,1.7×105,HSDB (2015) V
,C14H4N2O2S2,,Mackay et al. (2006d) V 221
,[3347-22-6],,
,N-(cyclohexylthio)phthalimide,1.5×102,HSDB (2015) Q 38
,C14H15NO2S,,
,[17796-82-6],,
,metsulfuron-methyl,7.5 ×1010,HSDB (2015) V
,C14H15N5O6S,,
,[74223-64-6],,
,rimsulfuron,1.5×104,HSDB (2015) V
,C14H17N5O7S2,,
,[122931-48-0],,
,thiophanate,1.9 107×,HSDB (2015) Q 38
,C14H18N4O4S2,,
,[23564-06-9],,
,sumatriptan,2.2×10,HSDB (2015) Q 38
,C14H21N3O2S,,
,[103628-46-2],,
,sulfometuron methyl,8.2 1012×,Armbrust (2000) C
,C15H16N4O5S,1.9×108,HSDB (2015) Q 38
,[74222-97-2],,
,tribenuron-methyl,9.7×107,MacBean (2012b) X 137
,C15H17N5O6S,,
,[101200-48-0],,
,propoxycarbazone,7.0 1011×,HSDB (2015) Q 38
,C15H18N4O7S,,
,[145026-81-9],,
,valdecoxib,4.5 105×,HSDB (2015) Q 38
,C16H14N2O3S,,
,[181695-72-7],,
,topramezone,1.0 ×1012,HSDB (2015) Q 38
,C16H17N3O5S,,
,[210631-68-8],,
,sulfosulfuron,4.3×105,HSDB (2015) V
,C16H18N6O7S2,,
,[141776-32-1],,
,orthosulfamuron,1.3 ×104,HSDB (2015) V
,C16H20N6O6S,,
,[213464-77-8],,
,buprofezin,2.3,HSDB (2015) V
,C16H23N3OS,,
,[69327-76-0],,
,bensulfuron methyl,7.0 1010×,Armbrust (2000) C
,C16H18N4O7S,,
,[83055-99-6],,
,esomeprazole,3.3×1013,HSDB (2015) Q 38
,C17H19N3O3S,,
,[119141-88-7],,
,foramsulfuron,1.7 ×1011,HSDB (2015) V
,C17H20N6O7S,,
,[173159-57-4],,
,sethoxydim,4.5×105,HSDB (2015) Q 38
,C17H29NO3S,,
,[74051-80-2],,
,mesosulfuron-methyl,9.0 1010×,HSDB (2015) V
,C17H21N5O9S2,,
,[208465-21-8],,
,rosiglitazone,5.8×10,HSDB (2015) Q 38
,C18H19N3O3S,,
,[122320-73-4],,
,rabeprazole,8.2×1011,HSDB (2015) Q 38
,C18H21N3O3S,,
,[117976-89-3],,
,furathiocarb,7.6×103,HSDB (2015) V
,C18H26N2O5S,,
,[65907-30-4],,
,lincomycin,3.3 ×1017,HSDB (2015) Q 38
,C18H34N2O6S,,
,[154-21-2],,
,pioglitazone,5.8 106×,HSDB (2015) Q 38
,C19H20N2O3S,,
,[111025-46-8],,
,tamsulosin,2.0×109,HSDB (2015) Q 38
,C20H28N2O5S,,
,[106133-20-4],,
,sufentanil,2.4 109×,HSDB (2015) Q 38
,C22H30N2O2S,,
,[56030-54-7],,
,sildenafil,1.4 1015×,HSDB (2015) Q 38
,C22H30N6O4S,,
,[139755-83-2],,
,tirofiban,1.3×109,HSDB (2015) Q 38
,C22H36N2O5S,,
,[144494-65-5],,
,vardenafil,5.2 1015×,HSDB (2015) Q 38
,C23H32N6O4S,,
,[224785-90-4],,
,taurocholic acid,1.9 ×1015,HSDB (2015) Q 182
,C26H45NO7S,,
,[81-24-3],,
,dalfopristin,2.2×1024,HSDB (2015) Q 38
,C34H50N4O9S,,
,[112362-50-2],,
,C.I. acid green 3,2.0×1023,HSDB (2015) Q 182
,C37H37N2O6S2,,
,[4680-78-8],,
,tinopal,1.2 1038×,"Zhang et al. (2010) Q 107, 108"
,C40H40N12O8S2,1.4×1040,"Zhang et al. (2010) Q 107, 109"
,[24231-46-7],4.2 ×1026,"Zhang et al. (2010) Q 107, 110"
,,2.2×1037,"Zhang et al. (2010) Q 107, 111"
,quinupristin,4.9×10,HSDB (2015) Q 38
,C53H67N9O10S,,
,[120138-50-3],,
,"3,3,4,4,4-pentafluorobutane-1-thiol",5.2×10−5,"Zhang et al. (2010) Q 107, 108"
,C4H5F5S,1.4×10−3,"Zhang et al. (2010) Q 107, 109"
,[68140-18-1],1.5 10−3×,"Zhang et al. (2010) Q 107, 110"
,,1.2×10−5,"Zhang et al. (2010) Q 107, 111"
,"3,3,4,4,5,5,6,6,6-nonafluoro-1-",1.9 10−6×,"Zhang et al. (2010) Q 107, 108"
,hexanethiol,,
,C6H5F9S,4.7×10−4,"Zhang et al. (2010) Q 107, 109"
,[68140-20-5],3.1×10−4,"Zhang et al. (2010) Q 107, 110"
,,1.9 ×10−6,"Zhang et al. (2010) Q 107, 111"
,"3,3,4,4,5,5,7,7,8,8,9,9,10,10,10-",9.7×10−9,"Zhang et al. (2010) Q 107, 108"
,pentadecafluoro-1-decanethiol,,
,C10H7F15S,6.5×10−6,"Zhang et al. (2010) Q 107, 109"
,[68140-21-6],8.6 ×10−4,"Zhang et al. (2010) Q 107, 110"
,,1.3 10−8×,"Zhang et al. (2010) Q 107, 111"
,"3,3,4,4,5,5-hexafluoro-1-(3,3,4,4,5,5-",1.2×10−7,"Zhang et al. (2010) Q 107, 108"
,hexafluorohexyldisulfanyl)hexane,,
,C12H14F 12 S2,9.0×10−6,"Zhang et al. (2010) Q 107, 109"
,[118400-71-8],1.9 ×10−2,"Zhang et al. (2010) Q 107, 110"
,,3.5 ×10−7,"Zhang et al. (2010) Q 107, 111"
,perfluorobutane sulfonic acid,2.0,Plassmann et al. (2011) E
,C4HF9O3S,,
,(PFBS),,
,[375-73-5],,
,perfluorohexane sulfonic acid,5.1 10−1×,Plassmann et al. (2011) E
,C6HF13O3S,,
,(PFHxS),,
,[355-46-4],,
,perfluorooctane sulfonic acid,9.0 ×10−4,"Zhang et al. (2010) Q 107, 108"
,C8HF 17 O3S,8.6×10−3,"Zhang et al. (2010) Q 107, 109"
,(PFOS),1.6 10−1×,"Zhang et al. (2010) Q 107, 110"
,[1763-23-1],9.9×10−3,"Zhang et al. (2010) Q 107, 111"
,,1.0 ×10−1,Arp et al. (2006) Q 240
,,4.6×10−3,Arp et al. (2006) Q 241
,heptadecafluorooctanesulfonyl fluoride,1.5 ×10−7,HSDB (2015) Q 38
,C8F18O2S,,
,(perfluorooctylsulfonyl fluoride),,
,[307-35-7],,
,fluticasone,4.3×103,HSDB (2015) Q 38
,C22H27F3O4S,,
,[90566-53-3],,
,flubenzimine,>2.3×10,MacBean (2012a) ?
,C17H10F6N4S,,
,[37893-02-0],,
,thiazafluron,3.2×104,MacBean (2012a) ?
,C6H7F3N4OS,,
,[25366-23-8],,
,undecafluoro-N-methyl-1-,3.5 ×10−4,"Zhang et al. (2010) Q 107, 108"
,pentanesulfonamide,,
,C6H4F 11 NO 2S,4.4×10−2,"Zhang et al. (2010) Q 107, 109"
,[68298-13-5],5.6 ×10−4,"Zhang et al. (2010) Q 107, 110"
,,6.2 ×10−1,"Zhang et al. (2010) Q 107, 111"
,"1,1,2,2,3,3,4,4,4-nonafluoro-N-(2-",1.8×101,"Zhang et al. (2010) Q 107, 108"
,hydroxyethyl)-N-methylbutane-1-,,
,sulfonamide,,
,C7H8F9NO3S,1.1×101,"Zhang et al. (2010) Q 107, 109"
,[34454-97-2],4.6×10−1,"Zhang et al. (2010) Q 107, 110"
,,2.7×102,"Zhang et al. (2010) Q 107, 111"
,tridecafluoro-N-methyl-1-,6.7×10−5,"Zhang et al. (2010) Q 107, 108"
,hexanesulfonamide,,
,C 7 H4F13NO2S,9.2×10−3,"Zhang et al. (2010) Q 107, 109"
,[68259-15-4],2.5 ×10−4,"Zhang et al. (2010) Q 107, 110"
,,1.2 10−1×,"Zhang et al. (2010) Q 107, 111"
,perfluorooctane sulfonamide,5.5 10−6×,HSDB (2015) Q 38
,C8H2F17NO2S,3.4,Arp et al. (2006) Q 240
,(PFOSA),7.9 10−6×,Arp et al. (2006) Q 241
,[754-91-6],,
,emtricitabine,9.0 ×1011,HSDB (2015) Q 38
,C8H10FN3O3S,,
,[143491-57-0],,
,"N-ethyl-1,1,2,2,3,3,4,4,4-nonafluoro-",1.3 101×,"Zhang et al. (2010) Q 107, 108"
,N-(2-hydroxyethyl)butane-1-,,
,sulfonamide,,
,C8H10F9NO3S,8.8,"Zhang et al. (2010) Q 107, 109"
,[34449-89-3],1.4 10−1×,"Zhang et al. (2010) Q 107, 110"
,,2.1×102,"Zhang et al. (2010) Q 107, 111"
,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-",1.3×10−5,"Zhang et al. (2010) Q 107, 108"
,pentadecafluoro-N-methylheptane-,,
,1-sulfonamide,,
,C8H4NO2F15S,1.6×10−3,"Zhang et al. (2010) Q 107, 109"
,[68259-14-3],1.2 ×10−4,"Zhang et al. (2010) Q 107, 110"
,,2.4 ×10−2,"Zhang et al. (2010) Q 107, 111"
,"1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-",3.4,"Zhang et al. (2010) Q 107, 108"
,(2-hydroxyethyl)-N-methylpentane-1-,,
,sulfonamide,,
,C8H8NO3F11S,2.9,"Zhang et al. (2010) Q 107, 109"
,[68555-74-8],2.1 ×10−1,"Zhang et al. (2010) Q 107, 110"
,,5.6×101,"Zhang et al. (2010) Q 107, 111"
,N-(3-(dimethylamino)propyl)-,2.1,"Zhang et al. (2010) Q 107, 108"
,nonafluoro-1-butanesulfonamide,,
,C 9 H 13 F 9 N2O2S,3.1×101,"Zhang et al. (2010) Q 107, 109"
,[68555-77-1],1.1,"Zhang et al. (2010) Q 107, 110"
,,6.0 ×102,"Zhang et al. (2010) Q 107, 111"
,heptadecafluoro-N-,2.4 10−6×,"Zhang et al. (2010) Q 107, 108"
,methyloctanesulfonamide,,
,C9H4F17NO2S,2.1×10−4,"Zhang et al. (2010) Q 107, 109"
,[31506-32-8],5.2 10−5×,"Zhang et al. (2010) Q 107, 110"
,,5.0 ×10−3,"Zhang et al. (2010) Q 107, 111"
,"N-ethyl-1,1,2,2,3,3,4,4,5,5,5-",2.5,"Zhang et al. (2010) Q 107, 108"
,undecafluoro-N-(2-hydroxyethyl)-,,
,1-pentanesulfonamide,,
,C9H10NO3F11S,2.3,"Zhang et al. (2010) Q 107, 109"
,[68555-72-6],6.0 10−2×,"Zhang et al. (2010) Q 107, 110"
,,4.1×101,"Zhang et al. (2010) Q 107, 111"
,"1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-",6.4 10−1×,"Zhang et al. (2010) Q 107, 108"
,N-(2-hydroxyethyl)-N-methyl-1-,,
,hexanesulfonamide,,
,C9H8NO3F13S,6.0×10−1,"Zhang et al. (2010) Q 107, 109"
,[68555-75-9],9.2×10−2,"Zhang et al. (2010) Q 107, 110"
,,9.9,"Zhang et al. (2010) Q 107, 111"
,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,6-",4.7×10−1,"Zhang et al. (2010) Q 107, 108"
,tridecafluoro-N-(2-,,
,hydroxyethyl)hexane-1-sulfonamide,,
,C10H10F13NO3S,4.6 ×10−1,"Zhang et al. (2010) Q 107, 109"
,[34455-03-3],3.1 ×10−2,"Zhang et al. (2010) Q 107, 110"
,,8.8,"Zhang et al. (2010) Q 107, 111"
,2-methyl[(nonafluorobutyl)sulfonyl],5.1 10−1×,"Zhang et al. (2010) Q 107, 108"
,aminoethyl acrylate,,
,C10H10F9NO4S,5.3×10−1,"Zhang et al. (2010) Q 107, 109"
,[67584-55-8],8.2 101×,"Zhang et al. (2010) Q 107, 110"
,,4.8×101,"Zhang et al. (2010) Q 107, 111"
,N-ethyl perfluorooctane sulfonamide,1.8×10−6,HSDB (2015) Q 38
,C10H 6 F 17 NO 2S,1.8 ×10−6,"Zhang et al. (2010) Q 107, 108"
,(EtFOSA),1.4 10−4×,"Zhang et al. (2010) Q 107, 109"
,[4151-50-2],9.5×10−6,"Zhang et al. (2010) Q 107, 110"
,,3.8 10−3×,"Zhang et al. (2010) Q 107, 111"
,,6.4×10−3,Arp et al. (2006) Q 240
,,7.5 ×10−3,Arp et al. (2006) Q 241
,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-",1.2×10,"Zhang et al. (2010) Q 107, 108"
,pentadecafluoro-N-(2-hydroxyethyl)-,,
,N-methylheptane-1-sulfonamide,,
,C10H8NO3F15S,9.5×10−2,"Zhang et al. (2010) Q 107, 109"
,[68555-76-0],4.5×10−2,"Zhang et al. (2010) Q 107, 110"
,,2.1,"Zhang et al. (2010) Q 107, 111"
,N-methyl perfluorooctane sulfonami-,2.3×10−2,"Zhang et al. (2010) Q 107, 108"
,doethanol,,
,C11H8F17NO3S,1.2×10−2,"Zhang et al. (2010) Q 107, 109"
,(MeFOSE),1.9 ×10−2,"Zhang et al. (2010) Q 107, 110"
,[24448-09-7],4.3 ×10−1,"Zhang et al. (2010) Q 107, 111"
,,4.8 10−1×,Arp et al. (2006) Q 240
,,2.1 10−3×,Arp et al. (2006) Q 241
,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-",9.0×10−2,"Zhang et al. (2010) Q 107, 108"
,pentadecafluoro-N-(2-hydroxyethyl)-1-,,
,heptanesulfonamide,,
,C11H10NO3F15S,7.2×10−2,"Zhang et al. (2010) Q 107, 109"
,[68555-73-7],1.5×10−2,"Zhang et al. (2010) Q 107, 110"
,,1.8,"Zhang et al. (2010) Q 107, 111"
