CID,Melting Point,InChIKey
92839,11.4,IBLKWZIFZMJLFL-UHFFFAOYSA-N
586,303.0,CVSVTCORWBXHQV-UHFFFAOYSA-N
7242,-16.3,RNVCVTLRINQCPJ-UHFFFAOYSA-N
11552,-51.0,YGHRJJRRZDOVPD-UHFFFAOYSA-N
24455,622.0,HWGNBUXHKFFFIH-UHFFFAOYSA-I
11737,183.5,YBBLOADPFWKNGS-UHFFFAOYSA-N
1292,123.5,IWYDHOAUDWTVEP-UHFFFAOYSA-N
6491,178.0,YIROYDNZEPTFOL-UHFFFAOYSA-N
15295,164.5,QLZHNIAADXEJJP-UHFFFAOYSA-N
7909,-84.0,NTIZESTWPVYFNL-UHFFFAOYSA-N
7000,6.2,VMPITZXILSNTON-UHFFFAOYSA-N
1048,68.0,WTKZEGDFNFYCGP-UHFFFAOYSA-N
7284,91.0,BYGQBDHUGHBGMD-UHFFFAOYSA-N
7838,-100.0,LSWYGACWGAICNM-UHFFFAOYSA-N
7820,19.0,MUXOBHXGJLMRAB-UHFFFAOYSA-N
6808,137.0,CIFFBTOJCKSRJY-UHFFFAOYSA-N
6544,-8.1,HJOVHMDZYOCNQW-UHFFFAOYSA-N
7934,-31.2,JJYPMNFTHPTTDI-UHFFFAOYSA-N
6405,-9.1,MSXVEPNJUHWQHW-UHFFFAOYSA-N
2723790,182.0,UMGDCJDMYOKAJW-UHFFFAOYSA-N
5054,111.0,GHMLBKRAJCXXBS-UHFFFAOYSA-N
31239,80.0,YMKDRGPMQRFJGP-UHFFFAOYSA-M
61020,-20.0,SEPQTYODOKLVSB-UHFFFAOYSA-N
7508,2.0,DCFDVJPDXYGCOK-UHFFFAOYSA-N
6211,248.0,HNYOPLTXPVRDBG-UHFFFAOYSA-N
12385,-3.5,BTNXBLUGMAMSSH-UHFFFAOYSA-N
54738,171.0,CLQMBPJKHLGMQK-UHFFFAOYSA-N
11914,123.5,IWYDHOAUDWTVEP-SSDOTTSWSA-N
6375,-28.5,LYGJENNIWJXYER-UHFFFAOYSA-N
6494,30.5,QXLPXWSKPNOQLE-UHFFFAOYSA-N
8071,-58.0,XTHFKEDIFFGKHM-UHFFFAOYSA-N
31275,11.8,RYHBNJHYFVUHQT-UHFFFAOYSA-N
13387,-24.0,SECXISVLQFMRJM-UHFFFAOYSA-N
11719,103.0,XGEGHDBEHXKFPX-UHFFFAOYSA-N
5447,-10.2,YODZTKMDCQEPHD-UHFFFAOYSA-N
22230,135.0,YASYEJJMZJALEJ-UHFFFAOYSA-N
8117,-10.4,MTHSVFCYNBDYFN-UHFFFAOYSA-N
8112,-38.0,LHIJANUOQQMGNT-UHFFFAOYSA-N
7767,-21.0,CRVGTESFCCXCTH-UHFFFAOYSA-N
8172,-7.0,ZIBGPFATKBEMQZ-UHFFFAOYSA-N
7618,20.5,GSEJCLTVZPLZKY-UHFFFAOYSA-N
34,-67.5,SZIFAVKTNFCBPC-UHFFFAOYSA-N
9740,66.0,MLIREBYILWEBDM-UHFFFAOYSA-N
13165,-60.2,OMIGHNLMNHATMP-UHFFFAOYSA-N
6572,-40.0,WOFDVDFSGLBFAC-UHFFFAOYSA-N
8258,3.0,CEBKHWWANWSNTI-UHFFFAOYSA-N
6385,-72.65,YBRBMKDOPFTVDT-UHFFFAOYSA-N
6386,25.4,DKGAVHZHDRPRBM-UHFFFAOYSA-N
7975,-66.7,BSKHPKMHTQYZBB-UHFFFAOYSA-N
31374,-20.0,FXHOOIRPVKKKFG-UHFFFAOYSA-N
8021,-50.0,HPNMFZURTQLUMO-UHFFFAOYSA-N
6582,28.0,OHLUUHNLEMFGTQ-UHFFFAOYSA-N
9033,-77.9,NOWKCMXCCJGMRR-UHFFFAOYSA-N
11429,-50.0,BMRWNKZVCUKKSR-UHFFFAOYSA-N
7965,-17.7,PAFZNILMFXTMIY-UHFFFAOYSA-N
69828,-35.4,HTJDQJBWANPRPF-UHFFFAOYSA-N
65578,-16.0,CTSLXHKWHWQRSH-UHFFFAOYSA-N
713,2.55,ZHNUHDYFZUAESO-UHFFFAOYSA-N
6395,20.0,AFVFQIVMOAPDHO-UHFFFAOYSA-N
6061,-52.4,HDZGCSFEDULWCS-UHFFFAOYSA-N
10953,-12.5,OZJPLYNZGCXSJM-UHFFFAOYSA-N
8105,-18.0,ALQSHHUCVQOPAS-UHFFFAOYSA-N
6567,-12.0,AOHJOMMDDJHIJH-UHFFFAOYSA-N
1032,-20.7,XBDQKXXYIPTUBI-UHFFFAOYSA-N
23138861,-15.4,DTQVDTLACAAQTR-UHFFFAOYSA-N
6422,-15.2,DTQVDTLACAAQTR-UHFFFAOYSA-N
14264,31.5,FSSPGSAQUIYDCN-UHFFFAOYSA-N
61247,-80.0,HVZJRWJGKQPSFL-UHFFFAOYSA-N
69591,149.3,ZCUJYXPAKHMBAZ-UHFFFAOYSA-N
241,5.5,UHOVQNZJYSORNB-UHFFFAOYSA-N
93419,64.0,UKJARPDLRWBRAX-UHFFFAOYSA-N
8846,-64.6,CQEYYJKEWSMYFG-UHFFFAOYSA-N
7062,78.0,WAVOOWVINKGEHS-UHFFFAOYSA-N
4510,13.5,SNIOPGDIGTZGOP-UHFFFAOYSA-N
82027,35.0,HPUPGAFDTWIMBR-UHFFFAOYSA-N
10008,-42.2,PYLWMHQQBFSUBP-UHFFFAOYSA-N
83367,34.5,VNGAHMPMLRTSLF-UHFFFAOYSA-N
7276,-35.6,AWMVMTVKBNGEAK-UHFFFAOYSA-N
6517,-82.5,BOTDANWDWHJENH-UHFFFAOYSA-N
6996,12.4,FPYUJUBAXZAQNL-UHFFFAOYSA-N
6984,16.0,NGFPWHGISWUQOI-UHFFFAOYSA-N
224478,848.2,PQXKHYXIUOZZFA-UHFFFAOYSA-M
7072,71.0,ICLCCFKUSALICQ-UHFFFAOYSA-N
637759,41.75,BWHOZHOGCMHOBV-BQYQJAHWSA-N
7005,95.0,KJCVRFUGPWSIIH-UHFFFAOYSA-N
11844,24.0,BRPSAOUFIJSKOT-UHFFFAOYSA-N
7260,26.0,WRZOMWDJOLIVQP-UHFFFAOYSA-N
7590,-29.4,DULCUDSUACXJJC-UHFFFAOYSA-N
948,-90.8,GQPLMRYTRLFLPF-UHFFFAOYSA-N
12971,-61.0,XVEASTGLHPVZNA-UHFFFAOYSA-N
13129,-101.0,LVGUZGTVOIAKKC-UHFFFAOYSA-N
14802,795.0,JKQOBWVOAYFWKG-UHFFFAOYSA-N
6923,-6.8,WJQOZHYUIDYNHM-UHFFFAOYSA-N
6563,-140.0,BSPCSKHALVHRSR-UHFFFAOYSA-N
7720,-70.0,YIWUKEYIRIRTPP-UHFFFAOYSA-N
76720,342.0,CHTHALBTIRVDBM-UHFFFAOYSA-N
5765,169.0,QAOJBHRZQQDFHA-UHFFFAOYSA-N
7156,105.0,BFVHBHKMLIBQNN-UHFFFAOYSA-N
68067,66.5,YFOOEYJGMMJJLS-UHFFFAOYSA-N
7845,-108.9,KAKZBPTYRLMSJV-UHFFFAOYSA-N
31241,-85.0,LGYNIFWIKSEESD-UHFFFAOYSA-N
69144,-1.3,BSMGLVDZZMBWQB-UHFFFAOYSA-N
7393,98.0,QHPQWRBYOIRBIT-UHFFFAOYSA-N
17073,-52.0,WZUZDBPJFHQVJC-UHFFFAOYSA-N
7392,48.5,YKFKEYKJGVSEIX-UHFFFAOYSA-N
10049,209.3333333333,DTGKSKDOIYIVQL-NQMVMOMDSA-N
7257,72.0,SDYWXFYBZPNOFX-UHFFFAOYSA-N
8836,-47.0,SCABKEBYDRTODC-UHFFFAOYSA-N
7731,-32.0,CHLICZRVGGXEOD-UHFFFAOYSA-N
7017,59.0,LLEMOWNGBBNAJR-UHFFFAOYSA-N
6049,245.0,KCXVZYZYPLLWCC-UHFFFAOYSA-N
441074,174.0,LOUPRKONTZGTKE-LHHVKLHASA-N
8108,-92.0,UZKWTJUDCOPSNM-UHFFFAOYSA-N
6945,32.5,BFCFYVKQTRLZHA-UHFFFAOYSA-N
7961,-30.6,QARVLSVVCXYDNA-UHFFFAOYSA-N
16693908,1009.0,REHXRBDMVPYGJX-UHFFFAOYSA-H
7473,51.6,ZPTVNYMJQHSSEA-UHFFFAOYSA-N
7136,30.5,SCCDQYPEOIRVGX-UHFFFAOYSA-N
10553,-133.7,BKOOMYPCSUNDGP-UHFFFAOYSA-N
7354,-75.0,SOGAXMICEFXMKE-UHFFFAOYSA-N
18938,-70.0,BODRLKRKPXBDBN-UHFFFAOYSA-N
11900,41.0,MZDBQSFPAMTTIS-UHFFFAOYSA-N
7964,-45.2,MVPPADPHJFYWMZ-UHFFFAOYSA-N
31187,91.0,VRHAQNTWKSVEEC-UHFFFAOYSA-N
16720,190.0,KQSABULTKYLFEV-UHFFFAOYSA-N
17379,-58.1,QLCJOAMJPCOIDI-UHFFFAOYSA-N
90454,237.75,KMPWYEUPVWOPIM-QAMTZSDWSA-N
13512,-78.2,PPWNCLVNXGCGAF-UHFFFAOYSA-N
5271569,-85.0,JBSLOWBPDRZSMB-FPLPWBNLSA-N
67678,260.5,LEVWYRKDKASIDU-IMJSIDKUSA-N
6992103,260.5,LEVWYRKDKASIDU-IMJSIDKUSA-N
8079,-103.5,HGCIXCUEYOPUTN-UHFFFAOYSA-N
8004,-165.2,YWAKXRMUMFPDSH-UHFFFAOYSA-N
9275,-50.0,SEGLCEQVOFDUPX-UHFFFAOYSA-N
7648,124.5,HLBZWYXLQJQBKU-UHFFFAOYSA-N
83700,139.0,HOEFWOBLOGZQIQ-UHFFFAOYSA-N
15884,22.3,OPLCSTZDXXUYDU-UHFFFAOYSA-N
8186,-4.0,KMPQYAYAQWNLME-UHFFFAOYSA-N
9481,-12.5,XILPLWOGHPSJBK-UHFFFAOYSA-N
6554,-112.0,UPSXAPQYNGXVBF-UHFFFAOYSA-N
7810,7.5,NPDACUSDTOMAMK-UHFFFAOYSA-N
18273,-80.0,INYHZQLKOKTDAI-UHFFFAOYSA-N
11741,171.5,LJGHYPLBDBRCRZ-UHFFFAOYSA-N
8926,46.8,FJLUATLTXUNBOT-UHFFFAOYSA-N
15793,52.9,REYJJPSVUYRZGE-UHFFFAOYSA-N
12064,65.4,RNABGKOKSBUFHW-UHFFFAOYSA-N
15290,-118.0,CMKBCTPCXZNQKX-UHFFFAOYSA-N
17358,-50.8,SFZCNBIFKDRMGX-UHFFFAOYSA-N
14828,1194.0,MBMLMWLHJBBADN-UHFFFAOYSA-N
6492,15.5,HECLRDQVFMWTQS-UHFFFAOYSA-N
638079,-12.0,URYYVOIYTNXXBN-UPHRSURJSA-N
5455,155.6,KUAZQDVKQLNFPE-UHFFFAOYSA-N
91756,194.0,ZINJLDJMHCUBIP-UHFFFAOYSA-N
7791,-60.0,SAIKULLUBZKPDA-UHFFFAOYSA-N
7543,110.0,IBOFVQJTBBUKMU-UHFFFAOYSA-N
8058,-95.3,VLKZOEOYAKHREP-UHFFFAOYSA-N
7013,62.0,XQVWYOYUZDUNRW-UHFFFAOYSA-N
14805,1955.0,GNRSAWUEBMWBQH-UHFFFAOYSA-N
8722,246.0,DUBNHZYBDBBJHD-UHFFFAOYSA-L
3485262,246.0,DUBNHZYBDBBJHD-UHFFFAOYSA-L
14940,1840.0,VASIZKWUTCETSD-UHFFFAOYSA-N
23930,1246.0,PWHULOQIROXLJO-UHFFFAOYSA-N
8433,70.5,NZZIMKJIVMHWJC-UHFFFAOYSA-N
14829,1326.0,QPLDLSVMHZLSFG-UHFFFAOYSA-N
23956,2996.0,GUVRBAGPIYLISA-UHFFFAOYSA-N
8569,68.0,MEZZCSHVIGVWFI-UHFFFAOYSA-N
1317,62.5,YQLZOAVZWJBZSY-UHFFFAOYSA-N
6378,-111.9,GOOHAUXETOMSMM-UHFFFAOYSA-N
59130030,-111.9,GOOHAUXETOMSMM-UHFFFAOYSA-N
259,-7.25,CPELXLSAUQHCOX-UHFFFAOYSA-M
31261,-23.0,YRKCREAYFQTBPV-UHFFFAOYSA-N
7943,-61.9,BEPAFCGSDWSTEL-UHFFFAOYSA-N
8200,-6.2,UWHCKJMYHZGTIT-UHFFFAOYSA-N
887,-97.6,OKKJLVBELUTLKV-UHFFFAOYSA-N
31347,27.6,HXJUTPCZVOIRIF-UHFFFAOYSA-N
8158,12.3,FBUKVWPVBMHYJY-UHFFFAOYSA-N
22833473,787.0,UPSUSTJZZWSTPN-UHFFFAOYSA-N
7105,74.0,CNRNYORZJGVOSY-UHFFFAOYSA-N
8282,37.5,IOAOAKDONABGPZ-UHFFFAOYSA-N
17142,95.0,OUPZKGBUJRBPGC-UHFFFAOYSA-N
6410,-8.0,CIHOLLKRGTVIJN-UHFFFAOYSA-N
24821,55.0,QGUAJWGNOXCYJF-UHFFFAOYSA-N
6514,18.0,DKIDEFUBRARXTE-UHFFFAOYSA-N
9864,44.0,XZMCDFZZKTWFGF-UHFFFAOYSA-N
24730,45.0,SLINHMUFWFWBMU-UHFFFAOYSA-N
2723816,210.0,JXKPEJDQGNYQSM-UHFFFAOYSA-M
757,79.5,AEMRFAOFKBGASW-UHFFFAOYSA-N
81762,126.0,LJAIDEYQVIJERM-UHFFFAOYSA-N
7915,-73.4,JMMWKPVZQRWMSS-UHFFFAOYSA-N
12597,75.25,KLDXJTOLSGUMSJ-JGWLITMVSA-N
7993,-60.0,IUNMPGNGSSIWFP-UHFFFAOYSA-N
1390,-6.0,MCTWTZJPVLRJOU-UHFFFAOYSA-N
8189,-45.0,YFNKIDBQEZZDLK-UHFFFAOYSA-N
110862,-88.0,HNVIQLPOGUDBSU-UHFFFAOYSA-N
970,161.0,KHPXUQMNIQBQEV-UHFFFAOYSA-N
15073,36.5,XKVUYEYANWFIJX-UHFFFAOYSA-N
15543,14.5,KYWXRBNOYGGPIZ-UHFFFAOYSA-N
31254,-5.4,ATHHXGZTWNVVOU-UHFFFAOYSA-N
24293,646.0,AIYUHDOJVYHVIT-UHFFFAOYSA-M
62750,342.3,HUCVOHYBFXVBRW-UHFFFAOYSA-M
8098,-50.0,OVOUKWFJRHALDD-UHFFFAOYSA-N
24812,583.0,PSCMQHVBLHHWTO-UHFFFAOYSA-K
10401,-18.0,PAPBSGBWRJIAAV-UHFFFAOYSA-N
7302,-43.3,YEJRWHAVMIAJKC-UHFFFAOYSA-N
8082,-7.0,NQRYJNQNLNOLGT-UHFFFAOYSA-N
516872,173.0,ZNNZYHKDIALBAK-UHFFFAOYSA-M
7859,-51.8,TVDSBUOJIPERQY-UHFFFAOYSA-N
10442,-26.7,YPFDHNVEDLHUCE-UHFFFAOYSA-N
7510,-6.5,MVQVNTPHUGQQHK-UHFFFAOYSA-N
516871,287.0,VGTPCRGMBIAPIM-UHFFFAOYSA-M
60966,63.0,WGTYBPLFGIVFAS-UHFFFAOYSA-M
7996,-60.0,HCGFUIQPSOCUHI-UHFFFAOYSA-N
6327114,-60.0,YLFBFPXKTIQSSY-UHFFFAOYSA-N
24403,988.0,FQENQNTWSFEDLI-UHFFFAOYSA-J
12591,69.4,ISYWECDDZWTKFF-UHFFFAOYSA-N
8265,233.0,FLBJFXNAEMSXGL-UHFFFAOYSA-N
12393,-18.5,LSTDYDRCKUBPDI-UHFFFAOYSA-N
12979,29.0,SRSFOMHQIATOFV-UHFFFAOYSA-N
8418,215.0,MWPLVEDNUUSJAV-UHFFFAOYSA-N
8195,-8.0,WNAHIZMDSQCWRP-UHFFFAOYSA-N
6780,286.0,RZVHIXYEVGDQDX-UHFFFAOYSA-N
78975,-70.0,LOQGSOTUHASIHI-UHFFFAOYSA-N
9386,-10.0,UWEYRJFJVCLAGH-UHFFFAOYSA-N
9387,-42.0,YVBBRRALBYAZBM-UHFFFAOYSA-N
22932,-48.0,RWPICVVBGZBXNA-UHFFFAOYSA-N
23976,1907.0,VYZAMTAEIAYCRO-UHFFFAOYSA-N
26042,1855.0,GWEVSGVZZGPLCZ-UHFFFAOYSA-N
67839,-80.0,PQMAKJUXOOVROI-UHFFFAOYSA-N
12763,-89.4,GWESVXSMPKAFAS-UHFFFAOYSA-N
104730,1493.0,GUTLYIVDDKVIGB-UHFFFAOYSA-N
7486,-17.0,SPPWGCYEYAMHDT-UHFFFAOYSA-N
24012,192.6,VSCWAEJMTAWNJL-UHFFFAOYSA-K
5997,145.0,HVYWMOMLDIMFJA-DPAQBDIFSA-N
517277,2435.0,QDOXWKRWXJOMAK-UHFFFAOYSA-N
18725,-46.0,KRADHMIOFJQKEZ-UHFFFAOYSA-N
7308,162.0,HXIQYSLFEXIOAV-UHFFFAOYSA-N
6326970,217.0,BUGBHKTXTAQXES-UHFFFAOYSA-N
9268,60.4,DDTBPAQBQHZRDW-UHFFFAOYSA-N
14786,1935.0,IVMYJDGYRUAWML-UHFFFAOYSA-N
13976,390.0,NRCMAYZCPIVABH-UHFFFAOYSA-N
14985,3.0,GVJHHUAWPYXKBD-IEOSBIPESA-N
14986,-3.0,QUEDXNHFTDJVIY-UHFFFAOYSA-N
186342,320.0,GNCOVOVCHIHPHP-UHFFFAOYSA-N
67645,-52.0,JAJLKEVKNDUJBG-UHFFFAOYSA-N
8042,3.0,AXISYYRBXTVTFY-UHFFFAOYSA-N
6815,209.0,PFANXOISJYKQRP-UHFFFAOYSA-N
12738,66.0,PWWSSIYVTQUJQQ-UHFFFAOYSA-N
5352426,231.9,ATJFFYVFTNAWJD-UHFFFAOYSA-N
5365125,-60.0,ROPXFXOUUANXRR-YPKPFQOOSA-N
61078,106.0,WRXCBRHBHGNNQA-UHFFFAOYSA-N
11148,58.5,DUXYWXYOBMKGIN-UHFFFAOYSA-N
14775,2578.0,LTPBRCUWZOMYOC-UHFFFAOYSA-N
8906,-7.0,GMSCBRSQMRDRCD-UHFFFAOYSA-N
10889,54.0,PXDJXZJSCPSGGI-UHFFFAOYSA-N
5460467,1287.0,ATBAMAFKBVZNFJ-UHFFFAOYSA-N
14410,295.0,WHHGLZMJPXIBIX-UHFFFAOYSA-N
612,40.8666666667,JVTAAEKCZFNVCJ-UHFFFAOYSA-N
5757,200.0,VOXZDWNPVJITMN-ZBRFXRBCSA-N
5758,144.0,MRUDNSFOFOQZDA-UHFFFAOYSA-N
5759,124.5,XZIDTOHMJBOSOX-UHFFFAOYSA-N
5426,270.0,UEJJHQNACJXSKW-UHFFFAOYSA-N
5770,264.5,QEVHRUUCFGRFIF-MDEJGZGSSA-N
4477,230.0,RJMUSRYZPJIFPJ-UHFFFAOYSA-N
5202,167.5,QZAYGJVTTNCVMB-UHFFFAOYSA-N
5786,166.5,PTFNNDHASFGWFI-UHFFFAOYSA-N
5787,164.2,ATCRIUVQKHMXSH-UHFFFAOYSA-N
5802,310.0,LQLQRFGHAALLLE-UHFFFAOYSA-N
5815,150.5,YLXIPWWIOISBDD-NDAAPVSOSA-N
139148732,211.5,UCTWMZQNUQWSLP-VIFPVBQESA-N
5816,211.5,UCTWMZQNUQWSLP-VIFPVBQESA-N
657298,219.0,KNAHARQHSZJURB-UHFFFAOYSA-N
4033,-60.0,HAWPXGHAZFHHAD-UHFFFAOYSA-N
5832,161.5,IMONTRJLAWHYGT-ZCPXKWAGSA-N
5833,207.5,LXMSZDCAJNLERA-ZHYRCANASA-N
5453,51.5,FOCVUCIESVLUNU-UHFFFAOYSA-N
5853,77.0,NFACJZMKEDPNKN-UHFFFAOYSA-N
4211,77.0,JWBOIMRXGHLCPP-UHFFFAOYSA-N
89594,-79.0,SNICXCGAKADSCV-JTQLQIEISA-N
5936,-82.0,MUCZHBLJLSDCSD-UHFFFAOYSA-N
6992099,203.0,BTCSSZJGUNDROE-UHFFFAOYSA-N
119,203.0,BTCSSZJGUNDROE-UHFFFAOYSA-N
5944,218.0,DHZBEENLJMYSHQ-XCVPVQRUSA-N
2871,93.0,BXNANOICGRISHX-UHFFFAOYSA-N
754,-25.0,AWUCVROLDVIAJX-UHFFFAOYSA-N
5971,-80.0,ZOJBYZNEUISWFT-UHFFFAOYSA-N
5976,-58.0,RHUYHJGZWVXEHW-UHFFFAOYSA-N
4058,270.0,XADCESSVHJOZHK-UHFFFAOYSA-N
5988,185.5,CZMRCDWAGMRECN-UGDNZRGBSA-N
1030,-60.0,DNIAPMSPPWPWGF-UHFFFAOYSA-N
5991,183.0,BFPYWIDHMRZLRN-SLHNCBLASA-N
5324,191.5,BRBKOPJOKNSWSG-UHFFFAOYSA-N
5993,106.0,BIWJNBZANLAXMG-UHFFFAOYSA-N
5995,120.0,PDMMFKSKQVNJMI-BLQWBTBKSA-N
68570,200.0,VOXZDWNPVJITMN-SFFUCWETSA-N
2712,236.2,BUCORZSTKDOEKQ-UHFFFAOYSA-N
4917,228.0,WIKYUJGCLQQFNW-UHFFFAOYSA-N
5497,25.0,NCYVXEGFNDZQCU-UHFFFAOYSA-N
6038,199.5,LISFMEBWQUVKPJ-UHFFFAOYSA-N
5338,247.5,NHZLNPMOSADWGC-UHFFFAOYSA-N
6042,164.0,MYVIATVLJGTBFV-UHFFFAOYSA-M
1732,67.0,CFKMVGJGLGKFKI-UHFFFAOYSA-N
5255805,281.0,FFEARJCKVFRZRR-UHFFFAOYSA-N
876,281.0,FFEARJCKVFRZRR-UHFFFAOYSA-N
135373086,281.0,FFEARJCKVFRZRR-UHFFFAOYSA-N
3080,77.0,WQABCVAJNWAXTE-UHFFFAOYSA-N
6046,29.0,ZKXDGKXYMTYWTB-UHFFFAOYSA-N
58663891,270.0,WTDRDQBEARUVNC-UHFFFAOYSA-N
836,270.0,WTDRDQBEARUVNC-UHFFFAOYSA-N
517030,205.0,SLXKOJJOQWFEFD-UHFFFAOYSA-N
564,205.0,SLXKOJJOQWFEFD-UHFFFAOYSA-N
178,81.0,DLFVBJFMPXGRIB-UHFFFAOYSA-N
3048,201.75,DFBKLUNHFCTMDC-UHFFFAOYSA-N
4044,230.5,HYYBABOKPJLUIN-UHFFFAOYSA-N
6110,152.5,BJFGVYCULWBXKF-UHFFFAOYSA-M
101603127,152.5,BJFGVYCULWBXKF-UHFFFAOYSA-M
2716,152.5,BJFGVYCULWBXKF-UHFFFAOYSA-M
25210,152.5,BJFGVYCULWBXKF-UHFFFAOYSA-M
6119,335.0,FUOOLUPWFVMBKG-UHFFFAOYSA-N
5245672,335.0,FUOOLUPWFVMBKG-UHFFFAOYSA-N
16212360,201.0,JGFYQVQAXANWJU-UHFFFAOYSA-M
6143,73.0,GYKXQTKSWLAUIT-UHFFFAOYSA-N
6151,77.0,LEROTMJVBFSIMP-UHFFFAOYSA-N
6167,156.0,IAKHMKGGTNLKSZ-INIZCTEOSA-N
6171,165.0,FCHXJFJNDJXENQ-UHFFFAOYSA-N
9305,213.0,NYPYHUZRZVSYKL-ZETCQYMHSA-N
1318,117.0,DGEZNRSVGBDHLK-UHFFFAOYSA-N
1050,165.0,RADKZDMFGJYCBB-UHFFFAOYSA-N
180,-96.55,CSCPPACGZOOCGX-UHFFFAOYSA-N
679,18.5,IAZDPXIOMUYVGZ-UHFFFAOYSA-N
6230,203.5,VIKNJXKGJWUCNN-XGXHKTLJSA-N
135398638,150.0,FDGQSTZJBFJUBT-UHFFFAOYSA-N
790,150.0,FDGQSTZJBFJUBT-UHFFFAOYSA-N
294,240.0,GUBGYTABKSRVRQ-UHFFFAOYSA-N
3598,166.5,ACGUYXCXAPNIKK-UHFFFAOYSA-N
6264,25.8,LOTKRQAVGJMPNV-UHFFFAOYSA-N
2973,140.0,UBQYURCVBFRUQT-UHFFFAOYSA-N
441207,255.5,WDJUZGPOPHTGOT-XUDUSOBPSA-N
4115,87.0,IAKOZHOLGAGEJT-UHFFFAOYSA-N
6293,289.5,RGCKGOZRHPZPFP-UHFFFAOYSA-N
190,360.0,GFFGJBXGBJISGV-UHFFFAOYSA-N
2315,222.0,HDWIHXWEUNVBIY-UHFFFAOYSA-N
6307,251.0,AGMMTXLNIQSRCG-UHFFFAOYSA-N
297,-182.4,VNWKTOKETHGBQD-UHFFFAOYSA-N
768,-13.4,LELOWRISYMNNSU-UHFFFAOYSA-N
6335,-102.7,MWWATHDPGQKSAR-UHFFFAOYSA-N
6341,-81.2,QUSNBJAOOMFDIB-UHFFFAOYSA-N
6354,-111.7,IAYPIBMASNFSPL-UHFFFAOYSA-N
5558,8.0,DIKBFYAXUHHXCS-UHFFFAOYSA-N
6362,-90.0,FMKOJHQHASLBPH-UHFFFAOYSA-N
6363,-95.1,JJWLVOIRVHMVIS-UHFFFAOYSA-N
6374,119.0,OKJPEAGHQZHRQV-UHFFFAOYSA-N
6377,-65.0,OZDGMOYKSFPLSE-UHFFFAOYSA-N
2513,195.0,OGGXGZAMXPVRFZ-UHFFFAOYSA-N
6406,-19.0,MWFMGBPGAXYFAR-UHFFFAOYSA-N
6408,-105.5,CYXIKYKBLDZZNW-UHFFFAOYSA-N
6416,-52.5,PJGSXYOJTGTZAV-UHFFFAOYSA-N
6418,-5.0,NDUPDOJHUQKPAG-UHFFFAOYSA-N
66154,25.0,OAWAZQITIZDJRB-UHFFFAOYSA-N
6426,40.6,SLGOCMATMKJJCE-UHFFFAOYSA-N
6427,26.0,UGCSPKPEHQEOSR-UHFFFAOYSA-N
2537,179.26666666669996,DSSYKIVIOFKYAU-UHFFFAOYSA-N
6436,293.0,YNDXUCZADRHECN-JNQJZLCISA-N
6442,89.5,MVGJRISPEUZYAQ-UHFFFAOYSA-N
3589,95.5,FRCCEHPWNOQAEU-UHFFFAOYSA-N
5284371,157.5,OROGSEYTTFOCAN-DNJOTXNNSA-N
5359271,200.0,OGDVEMNWJVYAJL-LEPYJNQMSA-N
6457,164.2,LZTRCELOJRDYMQ-UHFFFAOYSA-N
66160,220.0,LSAOZCAKUIANSQ-UHFFFAOYSA-N
4764,262.5,KJFMBFZCATUALV-UHFFFAOYSA-N
2481,138.5,UZVHFVZFNXBMQJ-UHFFFAOYSA-N
2732,239.0,JIVPVXMEBJLZRO-UHFFFAOYSA-N
6480,150.1,LOTYADDQWWVBDJ-UHFFFAOYSA-N
6493,-23.6,FRDAATYAJDYRNW-UHFFFAOYSA-N
6500,-50.0,PJVJTCIRVMBVIA-UHFFFAOYSA-N
6505,-80.0,QZCLKYGREBVARF-UHFFFAOYSA-N
6506,-55.0,DOOTYTYQINUNNV-UHFFFAOYSA-N
6510,58.0,ZJCCRDAZUWHFQH-UHFFFAOYSA-N
6518,140.5,TZRXHJWUDPFEEY-UHFFFAOYSA-N
6526,56.0,SLWGJZPKHAXZQL-UHFFFAOYSA-N
6529,77.5,BOSMZFBHAYFUBJ-UHFFFAOYSA-N
2576,92.0,OFZCIYFFPZCNJE-UHFFFAOYSA-N
6543,165.0,SUYHYHLFUHHVJQ-UHFFFAOYSA-N
66222,-29.3,QUMDOMSJJIFTCA-UHFFFAOYSA-N
6553,-55.49,XFNJYAKDBJUJAJ-UHFFFAOYSA-N
6558,-85.0,KDSNLYIMUZNERS-UHFFFAOYSA-N
6565,10.0,FALCMQXTWHPRIH-UHFFFAOYSA-N
6571,-44.5,BULLHNJGPPOUOX-UHFFFAOYSA-N
4,25.0,HXKKHQJGJAFBHI-UHFFFAOYSA-N
6227,50.0,KDPAWGWELVVRCH-UHFFFAOYSA-N
6585,-0.2,KFSLWBXXFJQRDL-UHFFFAOYSA-N
6597,13.5,JXTHNDFMNIQAHM-UHFFFAOYSA-N
6641,40.6,XMNIXWIUMCBBBL-UHFFFAOYSA-N
6643,95.0,NRZWYNLTFLDQQX-UHFFFAOYSA-N
440105,222.0,BFZHCUBIASXHPK-ODYOLWGQSA-N
2717,116.2,WEQAYVWKMWHEJO-UHFFFAOYSA-N
6669,135.5,WXCMHFPAUCOJIG-UHFFFAOYSA-N
221493,198.0,BHQCQFFYRZLCQQ-OELDTZBJSA-N
6683,259.0,BBNQQADTFFCFGB-UHFFFAOYSA-N
66494,230.5,FFFPYJTVNSSLBQ-UHFFFAOYSA-N
