CID,Melting Point,InChIKey
6618,181.0,VEORPZCZECFIRK-UHFFFAOYSA-N
6854,246.2,UJOBWOGCFQCDNV-UHFFFAOYSA-N
6777,66.0,VOWAEIGWURALJQ-UHFFFAOYSA-N
27902,98.5,OTGQIQQTPXJQRG-UHFFFAOYSA-N
7789,82.0,ULQISTXYYBZJSJ-UHFFFAOYSA-N
17092,4.0,VXCUURYYWGCLIH-UHFFFAOYSA-N
6625,147.9,GPAPPPVRLPGFEQ-UHFFFAOYSA-N
8138,-27.5,KISVAASFGZJBCY-UHFFFAOYSA-N
5870,260.2,DNXHEGUUPJUMQT-CBZIJGRNSA-N
31404,71.0,NLZUEZXRPGMBCV-UHFFFAOYSA-N
8679,108.0,KEQFTVQCIQJIQW-UHFFFAOYSA-N
7459,-87.9333333333,CFJYNSNXFXLKNS-UHFFFAOYSA-N
93528,69.4,COYBRKAVBMYYSF-UHFFFAOYSA-N
8209,39.5,HLZKNKRTKFSKGZ-UHFFFAOYSA-N
7232,98.0,DEQZTKGFXNUBJL-UHFFFAOYSA-N
23978,1083.0,RYGMFSIKBFXOCR-UHFFFAOYSA-N
235414,32.0,FKUPPRZPSYCDRS-UHFFFAOYSA-N
17204,97.5,SJJISKLXUJVZOA-UHFFFAOYSA-N
6772,109.5,SJEBAWHUJDUKQK-UHFFFAOYSA-N
75819,-99.7,BITPLIXHRASDQB-UHFFFAOYSA-N
5281612,253.5,MBNGWHIJMBWFHU-UHFFFAOYSA-N
6773,177.0,NJWGQARXZDRHCD-UHFFFAOYSA-N
6319,144.0,UTGQNNCQYDRXCH-UHFFFAOYSA-N
6688,200.0,GUEIZVNYDFNHJU-UHFFFAOYSA-N
7547,255.6,ICUTUKXCWQYESQ-UHFFFAOYSA-N
93038,-30.0,NALFRYPTRXKZPN-UHFFFAOYSA-N
22833340,-32.0,TVBYFUMVFJKKNJ-UHFFFAOYSA-N
23931,-38.87,QSHDDOUJBYECFT-UHFFFAOYSA-N
31284,19.0,ZAZKJZBWRNNLDS-UHFFFAOYSA-N
8343,-55.0,BJQHLKABXJIVAM-UHFFFAOYSA-N
11345,-57.0,OKIRBHVFJGXOIS-UHFFFAOYSA-N
7450,-63.1,UNEATYXSUBPPKP-UHFFFAOYSA-N
135369651,61.8,IPCSVZSSVZVIGE-UHFFFAOYSA-N
985,61.8,IPCSVZSSVZVIGE-UHFFFAOYSA-N
11169,17.5,HMMGMWAXVFQUOA-UHFFFAOYSA-N
6836,68.0,PLAZXGNBGZYJSA-UHFFFAOYSA-N
51040,83.5,XNEFYCZVKIDDMS-UHFFFAOYSA-N
8215,81.0,UKMSUNONTOPOIO-UHFFFAOYSA-N
11635,28.2,RZJRJXONCZWCBN-UHFFFAOYSA-N
8181,30.0,FLIACVVOZYBSBS-UHFFFAOYSA-N
8201,39.1,HPEUJPJOZXNMSJ-UHFFFAOYSA-N
33599,-45.6,ZVFDTKUVRCTHQE-UHFFFAOYSA-N
14814,681.0,GNTDGMZSJNCJKK-UHFFFAOYSA-N
2124,1291.0,KLZUFWVZNOTSEM-UHFFFAOYSA-K
17596,281.0,UZGLIIJVICEWHF-UHFFFAOYSA-N
93079,50.0,AVTLBBWTUPQRAY-UHFFFAOYSA-N
31369,-130.0,YACLQRRMGMJLJV-UHFFFAOYSA-N
6393,-183.5,TXEYQDLBPFQVAA-UHFFFAOYSA-N
11742,75.0,QBDSZLJBMIMQRS-UHFFFAOYSA-N
4156,20.0,MBABOKRGFJTBAE-UHFFFAOYSA-N
13229,7.3,IGARGHRYKHJQSM-UHFFFAOYSA-N
6654,-60.49999999999999,GRWFGVWFFZKLTI-UHFFFAOYSA-N
2286,43.0,LCFVJGUPQDGYKZ-UHFFFAOYSA-N
8168,22.0,YWFWDNVOPHGWMX-UHFFFAOYSA-N
2345,21.0,SESFRYSPDFLNCH-UHFFFAOYSA-N
31386,128.5,KZTYYGOKRVBIMI-UHFFFAOYSA-N
7900,-95.0,ARXJGSRGQADJSQ-UHFFFAOYSA-N
1133,-16.5,CWERGRDVMFNCDR-UHFFFAOYSA-N
21208,161.0,DPIZKMGPXNXSGL-UHFFFAOYSA-N
6511,-136.8,MRMOZBOQVYRSEM-UHFFFAOYSA-N
11776,80.0,RIOQSEWOXXDEQQ-UHFFFAOYSA-N
36081,-50.0,MBZRJSQZCBXRGK-UHFFFAOYSA-N
10635,181.0,NVKAWKQGWWIWPM-ABEVXSGRSA-N
24350,606.0,LSXDOTMGLUJQCM-UHFFFAOYSA-M
5326161,-145.8,QMMOXUPEWRXHJS-HWKANZROSA-N
18779926,-85.49,RWSOTUBLDIXVET-UHFFFAOYSA-N
402,-85.49,RWSOTUBLDIXVET-UHFFFAOYSA-N
109546,167.0,ZNUBBVSUTSNSIM-UHFFFAOYSA-N
62276,45.0,CONWAEURSVPLRM-UHFFFAOYSA-N
16043,128.0,BGNXCDMCOKJUMV-UHFFFAOYSA-N
66793,124.0,QFMJFXFXQAFGBO-UHFFFAOYSA-N
707035,298.0,YHMYGUUIMTVXNW-UHFFFAOYSA-N
7044,-38.7333333333,NNBZCPXTIHJBJL-UHFFFAOYSA-N
8317,492.5,YKSGNOMLAIJTLT-UHFFFAOYSA-N
5280531,28.5,VYGQUTWHTHXGQB-FFHKNEKCSA-N
8981,26.5,ZNRLMGFXSPUZNR-UHFFFAOYSA-N
8142,-57.8,CNDHHGUSRIZDSL-UHFFFAOYSA-N
7875,-59.0,ADANNTOYRVPQLJ-UHFFFAOYSA-N
17113,132.0,MCPKSFINULVDNX-UHFFFAOYSA-N
15797,48.5,QUAMTGJKVDWJEQ-UHFFFAOYSA-N
6928,120.5,GPNYZBKIGXGYNU-UHFFFAOYSA-N
12620,72.5,NOPFSRXAKWQILS-UHFFFAOYSA-N
31250,41.0,GHKOFFNLGXMVNJ-UHFFFAOYSA-N
12404,66.1,BTFJIXJJCSYFAL-UHFFFAOYSA-N
8221,59.5,GLDOVTGHNKAZLK-UHFFFAOYSA-N
10472,77.0,TYWMIZZBOVGFOV-UHFFFAOYSA-N
17721,79.0,GWQOYRSARAWVTC-UHFFFAOYSA-N
23995,1854.0,QCWXUUIWCKQGHC-UHFFFAOYSA-N
24632,1353.0,JUNWLZAGQLJVLR-UHFFFAOYSA-J
5365371,77.5,UAUDZVJPLUQNMU-KTKRTIGZSA-N
590836,-48.0,HBGGXOJOCNVPFY-UHFFFAOYSA-N
7641,-67.8,SAOKZLXYCUGLFA-UHFFFAOYSA-N
13585,30.0,QJJDJWUCRAPCOL-UHFFFAOYSA-N
6693,270.0,GRSMWKLPSNHDHA-UHFFFAOYSA-N
7773,49.0,YIVJZNGAASQVEM-UHFFFAOYSA-N
6610,180.0,CZNRFEXEPBITDS-UHFFFAOYSA-N
5497163,-4.0,PHYFQTYBJUILEZ-IUPFWZBJSA-N
66932,-70.0,CJFLBOQMPJCWLR-UHFFFAOYSA-N
61294,-18.1,DJNTZVRUYMHBTD-UHFFFAOYSA-N
92905,186.5,PRWJPWSKLXYEPD-UHFFFAOYSA-N
33133,46.0,LLPMAOBOEQFPRE-UHFFFAOYSA-N
5280489,183.0,OENHQHLEOONYIE-JLTXGRSLSA-N
23986,2233.0,VBJZVLUMGGDVMO-UHFFFAOYSA-N
74370,244.0,VSAWBBYYMBQKIK-UHFFFAOYSA-N
6537,-74.0,GTVWRXDRKAHEAD-UHFFFAOYSA-N
62306,107.6,PFJJMJDEVDLPNE-UHFFFAOYSA-N
670,90.0,RXKJFZQQPQGTFL-UHFFFAOYSA-N
13396,84.0,YBAZINRZQSAIAY-UHFFFAOYSA-N
7303,39.5,KMTRUDSVKNLOMY-UHFFFAOYSA-N
118343040,175.0,LVHBHZANLOWSRM-UHFFFAOYSA-N
811,175.0,LVHBHZANLOWSRM-UHFFFAOYSA-N
7835,-41.6,BRLQWZUYTZBJKN-UHFFFAOYSA-N
70807,284.0,DVLFYONBTKHTER-UHFFFAOYSA-N
433294,610.0,KWGKDLIKAYFUFQ-UHFFFAOYSA-M
204,238.0,POJWUDADGALRAB-UHFFFAOYSA-N
2365,-33.4,VEZXCJBBBCKRPI-UHFFFAOYSA-N
8096,129.0,ODJQKYXPKWQWNK-UHFFFAOYSA-N
2879,35.5,IWDCLRJOBJJRNH-UHFFFAOYSA-N
8635,24.5,VAMXMNNIEUEQDV-UHFFFAOYSA-N
24436,884.0,PMZURENOXWZQFD-UHFFFAOYSA-L
18692,113.0,CHUGKEQJSLOLHL-UHFFFAOYSA-N
24479,246.0,AXZWODMDQAVCJE-UHFFFAOYSA-L
7517,90.0,VEZUQRBDRNJBJY-UHFFFAOYSA-N
614,205.0,ONIBWKKTOPOVIA-UHFFFAOYSA-N
7415,-60.0,SVYKKECYCPFKGB-UHFFFAOYSA-N
11125,723.0,XGZVUEUWXADBQD-UHFFFAOYSA-L
10481,214.0,CNUNWZZSUJPAHX-UHFFFAOYSA-N
8062,54.5,IAHFWCOBPZCAEA-UHFFFAOYSA-N
7371,65.0,SRSXLGNVWSONIS-UHFFFAOYSA-N
971,189.5,MUBZPKHOEPUJKR-UHFFFAOYSA-N
3819775,189.5,MUBZPKHOEPUJKR-UHFFFAOYSA-N
18676629,189.5,MUBZPKHOEPUJKR-UHFFFAOYSA-N
8132,-2.0,LJDSTRZHPWMDPG-UHFFFAOYSA-N
8016,-4.5,OPKOKAMJFNKNAS-UHFFFAOYSA-N
700,10.5,HZAXFHJVJLSVMW-UHFFFAOYSA-N
6228,-60.4,ZMXDDKWLCZADIW-UHFFFAOYSA-N
6626,240.5,VPWNQTHUCYMVMZ-UHFFFAOYSA-N
6072,110.0,IOUVKUPGCMBWBT-QNDFHXLGSA-N
6894,1.0,ZUVPLKVDZNDZCM-UHFFFAOYSA-N
7654,-31.1,MDHYEMXUFSJLGV-UHFFFAOYSA-N
864,60.5,AGBQKNBQESQNJD-UHFFFAOYSA-N
7239,-16.7,RFFLAFLAYFXFSW-UHFFFAOYSA-N
637563,21.325,RUVINXPYWBROJD-ONEGZZNKSA-N
24808,1152.0,QSWDMMVNRMROPK-UHFFFAOYSA-K
69050,72.0,HKTSLDUAGCAISP-UHFFFAOYSA-N
8089,-38.0,PRAKJMSDJKAYCZ-UHFFFAOYSA-N
7322,120.0,YCPXWRQRBFJBPZ-UHFFFAOYSA-N
522689,858.0,NROKBHXJSPEDAR-UHFFFAOYSA-M
4093,16.0,CERQOIWHTDAKMF-UHFFFAOYSA-N
8113,28.0,ZBCBWPMODOFKDW-UHFFFAOYSA-N
253881,755.0,JHJLBTNAGRQEKS-UHFFFAOYSA-M
8150,-68.0,SBZXBUIDTXKZTM-UHFFFAOYSA-N
637090,72.0,LDHQCZJRKDOVOX-NSCUHMNNSA-N
24798,590.0,IWOUKMZUPDVPGQ-UHFFFAOYSA-N
7813,43.7,RZXMPPFPUUCRFN-UHFFFAOYSA-N
66755,29.0,MOEFFSWKSMRFRQ-UHFFFAOYSA-N
1183,81.5,MWOOGOJBHIARFG-UHFFFAOYSA-N
3024,-52.5,FJBFPHVGVWTDIP-UHFFFAOYSA-N
76319,18.0,VUGCBIWQHSRQBZ-UHFFFAOYSA-N
8086,44.5,LVTYICIALWPMFW-UHFFFAOYSA-N
7834,-150.0,RBACIKXCRWGCBB-UHFFFAOYSA-N
7967,-31.0,JHIVVAPYMSGYDF-UHFFFAOYSA-N
31344,130.0,SLCVBVWXLSEKPL-UHFFFAOYSA-N
8857,-83.6,XEKOWRVHYACXOJ-UHFFFAOYSA-N
7768,69.3,JBKVHLHDHHXQEQ-UHFFFAOYSA-N
23668193,271.0,LPXPTNMVRIOKMN-UHFFFAOYSA-M
31279,-88.4,DYUWTXWIYMHBQS-UHFFFAOYSA-N
8128,1.0,BTGRAWJCKBQKAO-UHFFFAOYSA-N
7592,86.0,DYRDKSSFIWVSNM-UHFFFAOYSA-N
61038,43.8,DSKYSDCYIODJPC-UHFFFAOYSA-N
6328,-66.4,INQOMBQAUSQDDS-UHFFFAOYSA-N
6966,286.0,ANSXAPJVJOKRDJ-UHFFFAOYSA-N
86876,-29.0,FKBMTBAXDISZGN-UHFFFAOYSA-N
6896,11.2,UFFBMTHBGFGIHF-UHFFFAOYSA-N
23673837,176.0,APSBXTVYXVQYAB-UHFFFAOYSA-M
76079,182.0,QIKYZXDTTPVVAC-UHFFFAOYSA-N
2153,273.0,ZFXYFBGIUFBOJW-UHFFFAOYSA-N
7681,-75.0,XXBDWLFCJWSEKW-UHFFFAOYSA-N
6212,-63.6,HEDRZPFGACZZDS-UHFFFAOYSA-N
7253,128.0,CNHDIAIOKMXOLK-UHFFFAOYSA-N
7293,108.0,MGJKQDOBUOMPEZ-UHFFFAOYSA-N
10313079,277.5,SZYJELPVAFJOGJ-UHFFFAOYSA-N
16180,86.0,IUQJDHJVPLLKFL-UHFFFAOYSA-N
11378442,315.0,GKKCIDNWFBPDBW-UHFFFAOYSA-M
6581,13.5,NIXOWILDQLNWCW-UHFFFAOYSA-N
19966351,13.0,NIXOWILDQLNWCW-UHFFFAOYSA-N
6329,-93.42,BAVYZALUXZFZLV-UHFFFAOYSA-N
260,-86.8,CPELXLSAUQHCOX-UHFFFAOYSA-N
2723810,253.0,HLBBKKJFGFRGMU-UHFFFAOYSA-M
785,172.3,QIGBRXMKCJKVMJ-UHFFFAOYSA-N
23990,1910.0,LEONUFNNVUYDNQ-UHFFFAOYSA-N
8080,-70.0,BUDQDWGNQVEFAC-UHFFFAOYSA-N
21883788,549.0,VZCYOOQTPOCHFL-OWOJBTEDSA-N
444972,549.0,VZCYOOQTPOCHFL-OWOJBTEDSA-N
6163,-24.0,DENRZWYUOJLTMF-UHFFFAOYSA-N
284,8.3,BDAGIHXWWSANSR-UHFFFAOYSA-N
18971002,8.4,BDAGIHXWWSANSR-UHFFFAOYSA-N
253877,730.0,IOLCXVTUBQKXJR-UHFFFAOYSA-M
8458,133.5,ZDTXQHVBLWYPHS-UHFFFAOYSA-N
263,-89.8,LRHPLDYGYMQRHN-UHFFFAOYSA-N
61424,687.0,TVXXNOYZHKPKGW-UHFFFAOYSA-N
24380,304.0,RBTARNINKXHZNM-UHFFFAOYSA-K
24385,1001.0,QMMRZOWCJAIUJA-UHFFFAOYSA-L
11173,-59.3,ASUAYTHWZCLXAN-UHFFFAOYSA-N
16402,41.5,NAQMVNRVTILPCV-UHFFFAOYSA-N
795,90.5,RAXXELZNTBOGNW-UHFFFAOYSA-N
1001,-60.0,BHHGXPLMPWCGHP-UHFFFAOYSA-N
137994,71.5,UZFMOKQJFYMBGY-UHFFFAOYSA-N
7922,119.0,RINCXYDBBGOEEQ-UHFFFAOYSA-N
8285,260.0,WXZMFSXDPGVJKK-UHFFFAOYSA-N
7346,-53.5,LSACYLWPPQLVSM-UHFFFAOYSA-N
21980959,16.6,QTBSBXVTEAMEQO-UHFFFAOYSA-N
176,16.6,QTBSBXVTEAMEQO-UHFFFAOYSA-N
51,115.5,KPGXRSRHYNQIFN-UHFFFAOYSA-N
156274072,115.5,KPGXRSRHYNQIFN-UHFFFAOYSA-N
6562,-81.0,STNJBCKSHOAVAJ-UHFFFAOYSA-N
6561,-65.9,AMIMRNSIRUDHCM-UHFFFAOYSA-N
65300,60.0,RWAXQWRDVUOOGG-UHFFFAOYSA-N
6371,-118.0,YGYAWVDWMABLBF-UHFFFAOYSA-N
5359327,752.0,CIOAGBVUUVVLOB-UHFFFAOYSA-N
12230,-105.9,WXEHBUMAEPOYKP-UHFFFAOYSA-N
240,-26.0,HUMNYLRZRPPJDN-UHFFFAOYSA-N
7028,90.5,KWGRBVOPPLSCSI-WCBMZHEXSA-N
7342,-88.2,WDAXFOBOLVPGLV-UHFFFAOYSA-N
6811,130.8,LGRFSURHDFAFJT-UHFFFAOYSA-N
638186,-64.9,KFUSEUYYWQURPO-OWOJBTEDSA-N
7047,-14.78,SMWDFEZZVXVKRB-UHFFFAOYSA-N
8453,131.0,YAMHXTCMCPHKLN-UHFFFAOYSA-N
14833,1565.0,LIKBJVNGSGBSGK-UHFFFAOYSA-N
24288,735.0,GVPFVAHMJGGAJG-UHFFFAOYSA-L
5541,-78.0,URAYPUMNDPQOKB-UHFFFAOYSA-N
19782904,153.0,KRKNYBCHXYNGOX-UHFFFAOYSA-N
311,153.0,KRKNYBCHXYNGOX-UHFFFAOYSA-N
88113319,153.0,KRKNYBCHXYNGOX-UHFFFAOYSA-N
1639,159.0,KLSJWNVTNUYHDU-UHFFFAOYSA-N
13286,135.0,BPXVHIRIPLPOPT-UHFFFAOYSA-N
229,158.0,SRBFZHDQGSBBOR-UHFFFAOYSA-N
875,173.625,FEWJPZIEWOKRBE-UHFFFAOYSA-N
21583978,173.625,FEWJPZIEWOKRBE-UHFFFAOYSA-N
28015,350.0,HYHCSLBZRBJJCH-UHFFFAOYSA-M
4755801,200.0,UCMIRNVEIXFBKS-UHFFFAOYSA-N
239,200.0,UCMIRNVEIXFBKS-UHFFFAOYSA-N
7747,-22.5,ANGDWNBGPBMQHW-UHFFFAOYSA-N
7764,-22.5,ZIUSEGSNTOUIPT-UHFFFAOYSA-N
20686,-45.0,FPPLREPCQJZDAQ-UHFFFAOYSA-N
12374,45.0,XXMIOPMDWAUFGU-UHFFFAOYSA-N
17869,-30.0,JKNCOURZONDCGV-UHFFFAOYSA-N
6535,-56.4,DQWPFSLDHJDLRL-UHFFFAOYSA-N
261,-99.0,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N
1127,-96.1,RAOIDOHSFRTOEL-UHFFFAOYSA-N
31229,-30.0,IPBVNPXQWQGGJP-UHFFFAOYSA-N
6337,-138.7,HRYZWHHZPQKTII-UHFFFAOYSA-N
7250,-14.3,CZZZABOKJQXEBO-UHFFFAOYSA-N
7240,-14.0,AKCRQHGQIJBRMN-UHFFFAOYSA-N
135408763,286.0,SWELIMKTDYHAOY-UHFFFAOYSA-N
5922,315.0,TWBYWOBDOCUKOW-UHFFFAOYSA-N
6924,156.3,YCMLQMDWSXFTIF-UHFFFAOYSA-N
22856,40.6,KZTWOUOZKZQDMN-UHFFFAOYSA-N
7375,5.5,VIUDTWATMPPKEL-UHFFFAOYSA-N
15660,15.0,DZIHTWJGPDVSGE-UHFFFAOYSA-N
7628,170.9,KGBXLFKZBHKPEV-UHFFFAOYSA-N
24924,470.0,RLJMLMKIBZAXJO-UHFFFAOYSA-N
10430,-29.3,GWYFCOCPABKNJV-UHFFFAOYSA-N
8416,57.0,OJPDDQSCZGTACX-UHFFFAOYSA-N
7295,-32.1,QABLOFMHHSOFRJ-UHFFFAOYSA-N
24947,568.0,YKYOUMDCQGMQQO-UHFFFAOYSA-L
289,105.0,YCIMNLLNPGFGHC-UHFFFAOYSA-N
19463,10.0,FVCOIAYSJZGECG-UHFFFAOYSA-N
10421208,394.0,VNDYJBBGRKZCSX-UHFFFAOYSA-L
5727,290.0,JIAARYAFYJHUJI-UHFFFAOYSA-L
5235,993.0,PUZPDOWCWNUUKD-UHFFFAOYSA-M
5961,185.0,ZDXPYRJPNDTMRX-VKHMYHEASA-N
6992086,185.0,ZDXPYRJPNDTMRX-VKHMYHEASA-N
6306,285.5,AGPKZVBTJJNPAG-WHFBIAKZSA-N
7043901,285.5,AGPKZVBTJJNPAG-WHFBIAKZSA-N
7923,52.8,FPYJFEHAWHCUMM-UHFFFAOYSA-N
10340,856.0,CDBYLPFSWZWCQE-UHFFFAOYSA-L
7408,-65.0,RQEUFEKYXDPUSK-UHFFFAOYSA-N
7949,9.8,MKARNSWMMBGSHX-UHFFFAOYSA-N
153920,137.5,ORFPWVRKFLOQHK-UHFFFAOYSA-N
21648,82.5,NJGBTKGETPDVIK-UHFFFAOYSA-N
213012,163.5,NIXXQNOQHKNPEJ-UHFFFAOYSA-N
36383,95.5,MIWUTEVJIISHCP-UHFFFAOYSA-N
8449,45.0,HFZWRUODUSTPEG-UHFFFAOYSA-N
8051,-35.0,CATSNJVOTSVZJV-UHFFFAOYSA-N
85689,32.0,MUTGBJKUEZFXGO-UHFFFAOYSA-N
8148,-62.0,JQVDAXLFBXTEQA-UHFFFAOYSA-N
7621,-75.0,IWSZDQRGNFLMJS-UHFFFAOYSA-N
7261,99.0,VOZKAJLKRJDJLL-UHFFFAOYSA-N
7252,64.0,OBCSAIDCZQSFQH-UHFFFAOYSA-N
61444,96.8,MEYVLGVRTYSQHI-UHFFFAOYSA-L
560256,110.0,VMSRVIHUFHQIAL-UHFFFAOYSA-M
4873,771.0,WCUXLLCKKVVCTQ-UHFFFAOYSA-M
8420,91.0,KVBGVZZKJNLNJU-UHFFFAOYSA-N
69240,38.0,ZWWQRMFIZFPUAA-UHFFFAOYSA-N
8902,-63.0,WEHWNAOGRSTTBQ-UHFFFAOYSA-N
6115,-6.0,PAYRUJLWNCNPSJ-UHFFFAOYSA-N
443297,154.0,WTDHULULXKLSOZ-UHFFFAOYSA-N
9731,-0.8,KRZCOLNOCZKSDF-UHFFFAOYSA-N
5234,800.7,FAPWRFPIFSIZLT-UHFFFAOYSA-M
19309,80.5,INAXVXBDKKUCGI-UHFFFAOYSA-N
8946,51.5,JCTXKRPTIMZBJT-UHFFFAOYSA-N
8452,-51.3,BGTOWKSIORTVQH-UHFFFAOYSA-N
10473,171.5,IQDGSYLLQPDQDV-UHFFFAOYSA-N
7865,-99.0,TZIHFWKZFHZASV-UHFFFAOYSA-N
91555,-7.0,IGSBHTZEJMPDSZ-UHFFFAOYSA-N
7267,74.8,NKTOLZVEWDHZMU-UHFFFAOYSA-N
6574,-36.6,UBOXGVDOUJQMTN-UHFFFAOYSA-N
13931,20.5,KOMNUTZXSVSERR-UHFFFAOYSA-N
7955,354.0,JDSHMPZPIAZGSV-UHFFFAOYSA-N
6922,35.5,VBLXCTYLWZJBKA-UHFFFAOYSA-N
7078,86.0,KYYRTDXOHQYZPO-UHFFFAOYSA-N
7914,-86.8,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N
6358,-89.0,NAMYKGVDVNBCFQ-UHFFFAOYSA-N
6269,138.5,LMYRWZFENFIFIT-UHFFFAOYSA-N
9609,-103.9,LJSQFQKUNVCTIA-UHFFFAOYSA-N
9862,-67.1,UHEPJGULSIKKTP-UHFFFAOYSA-N
8210,-60.0,KZVBBTZJMSWGTK-UHFFFAOYSA-N
8445,53.0,WXWCDTXEKCVRRO-UHFFFAOYSA-N
7812,72.5,QSNSCYSYFYORTR-UHFFFAOYSA-N
7822,-56.7,PSBKJPTZCVYXSD-UHFFFAOYSA-N
6372,-157.4,VOPWNXZWBYDODV-UHFFFAOYSA-N
8066,50.0,DLDJFQGPPSQZKI-UHFFFAOYSA-N
7916,-92.9,HETCEOQFVDFGSY-UHFFFAOYSA-N
6810,102.0,KMOUUZVZFBCRAM-UHFFFAOYSA-N
6210,107.5,SDXAWLJRERMRKF-UHFFFAOYSA-N
6417,35.0,IUGYQRQAERSCNH-UHFFFAOYSA-N
25157,113.0,PWHCIQQGOQTFAE-UHFFFAOYSA-L
2450,131.5,LVDKZNITIUWNER-UHFFFAOYSA-N
12749,144.0,LXBGSDVWAMZHDD-UHFFFAOYSA-N
8858,-59.0,SHOJXDKTYKFBRD-UHFFFAOYSA-N
4684,42.7,WXNZTHHGJRFXKQ-UHFFFAOYSA-N
31368,-35.8,GYCMBHHDWRMZGG-UHFFFAOYSA-N
335,29.8,QWVGKYWNOKOFNN-UHFFFAOYSA-N
31236,14.0,QCDWFXQBSFUVSP-UHFFFAOYSA-N
7924,-48.8,RUOJZAUFBMNUDX-UHFFFAOYSA-N
7738,25.0,MSHFRERJPWKJFX-UHFFFAOYSA-N
6525,31.5,QYLFHLNFIHBCPR-UHFFFAOYSA-N
11089,162.0,SRPWOOOHEPICQU-UHFFFAOYSA-N
5354618,29.0,TVFDJXOCXUVLDH-UHFFFAOYSA-N
73948,154.0,XEVRDFDBXJMZFG-UHFFFAOYSA-N
22386,-73.0,JYVLIDXNZAXMDK-UHFFFAOYSA-N
342,11.8,RLSSMJSEOOYNOY-UHFFFAOYSA-N
878,-123.0,LSDPWZHWYPCBBB-UHFFFAOYSA-N
7245,9.8,ISPYQTSUDJAMAB-UHFFFAOYSA-N
29013,25.0,CFPZDVAZISWERM-UHFFFAOYSA-N
5742,182.3,PJJJBBJSCAKJQF-UHFFFAOYSA-N
8081,60.2,BGJSXRVXTHVRSN-UHFFFAOYSA-N
23266,1089.0,NTHWMYGWWRZVTN-UHFFFAOYSA-N
5018304,284.0,KPHWPUGNDIVLNH-UHFFFAOYSA-M
90038,109.5,WMYINDVYGQKYMI-UHFFFAOYSA-N
516951,253.0,GNSKLFRGEWLPPA-UHFFFAOYSA-M
7847,-87.7,HGINCPLSRVDWNT-UHFFFAOYSA-N
24639,130.0,HHEFNVCDPLQQTP-UHFFFAOYSA-N
6595,110.0,FQPSGWSUVKBHSU-UHFFFAOYSA-N
62374,21.0,AYJXHIDNNLJQDT-UHFFFAOYSA-N
11873,170.0,LWFUFLREGJMOIZ-UHFFFAOYSA-N
6054,-27.0,WRMNZCZEMHIOCP-UHFFFAOYSA-N
7904,-93.2,XTXRWKRVRITETP-UHFFFAOYSA-N
11907,98.0,CHZCERSEMVWNHL-UHFFFAOYSA-N
20144841,122.4,WPYMKLBDIGXBTP-UHFFFAOYSA-N
243,122.4,WPYMKLBDIGXBTP-UHFFFAOYSA-N
12355,-124.0,PZHIWRCQKBBTOW-UHFFFAOYSA-N
7155,144.0,SQZCAOHYQSOZCE-UHFFFAOYSA-N
7154,105.0,TVZIWRMELPWPPR-UHFFFAOYSA-N
32485,-33.0,JJVKJJNCIILLRP-UHFFFAOYSA-N
24497,1450.0,OSGAYBCDTDRGGQ-UHFFFAOYSA-L
6366,-122.5,LGXVIGDEPROXKC-UHFFFAOYSA-N
8879,-4.0,JHQVCQDWGSXTFE-UHFFFAOYSA-N
7369,14.5,CSKNSYBAZOQPLR-UHFFFAOYSA-N
12127,114.0,JVTZFYYHCGSXJV-UHFFFAOYSA-N
7725,-6.0,FXLOVSHXALFLKQ-UHFFFAOYSA-N
6947,44.8,IQUPABOKLQSFBK-UHFFFAOYSA-N
7613,82.5,NAZDVUBIEPVUKE-UHFFFAOYSA-N
222464,90.0,HGVIAKXYAZRSEG-UHFFFAOYSA-N
4021,129.0,QELUYTUMUWHWMC-UHFFFAOYSA-N
8130,-43.3,FXHGMKSSBGDXIY-UHFFFAOYSA-N
7819,-61.0,CFVWNXQPGQOHRJ-UHFFFAOYSA-N
11843,120.0,ZTMADXFOCUXMJE-UHFFFAOYSA-N
8257,-28.0,HNVRRHSXBLFLIG-UHFFFAOYSA-N
5324279,45.0,FZENGILVLUJGJX-NSCUHMNNSA-N
18632,-82.5,PQXKWPLDPFFDJP-UHFFFAOYSA-N
9076,2.4,IMPPGHMHELILKG-UHFFFAOYSA-N
6885,75.0,WNZQDUSMALZDQF-UHFFFAOYSA-N
13529,-4.0,BYEAHWXPCBROCE-UHFFFAOYSA-N
8121,-31.0,JTXMVXSTHSMVQF-UHFFFAOYSA-N
8303,-2.0,DOJXGHGHTWFZHK-UHFFFAOYSA-N
7881,-13.0,JYFHYPJRHGVZDY-UHFFFAOYSA-N
7861,-122.0,XJRBAMWJDBPFIM-UHFFFAOYSA-N
2723949,115.5,YUKQRDCYNOVPGJ-UHFFFAOYSA-N
7946,-66.0,LLHKCFNBLRBOGN-UHFFFAOYSA-N
7272,117.5,JJTUDXZGHPGLLC-UHFFFAOYSA-N
6333,-87.9,JPOXNPPZZKNXOV-UHFFFAOYSA-N
91538,16.0,XCYWUZHUTJDTGS-UHFFFAOYSA-N
6019,207.0,ZUFQODAHGAHPFQ-UHFFFAOYSA-N
3423265,205.5,DBMJMQXJHONAFJ-UHFFFAOYSA-M
11418,-9.5,NDVWOBYBJYUSMF-UHFFFAOYSA-N
