Species,InChIKey,Hcp
"2-methyl-2-propenoic acid, butyl ester",SOGAXMICEFXMKE-UHFFFAOYSA-N,0.02
"2-methyl-2-propenoic acid, 2-methylpropyl ester",RUMACXVDVNRZJZ-UHFFFAOYSA-N,0.019
"2-methyl-2-propenoic acid, 1,2-ethanediylbis(oxy-2,1-ethanediyl) ester",HWSSEYVMGDIFMH-UHFFFAOYSA-N,5800000.0
methyl methacrylate,VVQNEPGJFQJSBK-UHFFFAOYSA-N,0.043
($E$)-3-hexenyl ethanoate,NPFVOOAXDOBMCE-SNAWJCMRSA-N,0.033
($Z$)-3-hexenyl ethanoate,NPFVOOAXDOBMCE-PLNGDYQASA-N,0.031
ethenyl ethanoate,XTXRWKRVRITETP-UHFFFAOYSA-N,0.019
"3-(4-methoxyphenyl)-2-propenoic acid, 2-ethylhexyl ester",YBGZDTIWKVFICR-JLHYYAGUSA-N,1.2
methyl benzoate,QPJVMBTYPHYUOC-UHFFFAOYSA-N,0.3
ethyl benzoate,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,0.097
2-hydroxybenzoic acid methyl ester,OSWPMRLSEDHDFF-UHFFFAOYSA-N,11.0
"benzoic acid, 4-methyl-, methyl ester",QSSJZLPUHJDYKF-UHFFFAOYSA-N,0.26
"1,4-benzenedicarboxylic acid, dimethyl ester",WOZVHXUHUFLZGK-UHFFFAOYSA-N,0.076
butyl benzoate,XSIFPSYPOVKYCO-UHFFFAOYSA-N,0.12
diphenyl carbonate,ROORDVPLFPIABK-UHFFFAOYSA-N,0.12
benzyl benzoate,SESFRYSPDFLNCH-UHFFFAOYSA-N,1.8
dimethyl phthalate,NIQCNGHVCWTJSM-UHFFFAOYSA-N,49.0
"1,4-cyclohexanedicarboxylic acid, dimethyl ester",LNGAGQAGYITKCW-UHFFFAOYSA-N,100.0
"1,3-benzenedicarboxylic acid, dimethyl ester",VNGOYPQMJFJDLV-UHFFFAOYSA-N,160.0
diethyl phthalate,FLKPEMZONWLCSK-UHFFFAOYSA-N,16.0
dipropyl phthalate,MQHNKCZKNAJROC-UHFFFAOYSA-N,18.0
diallyl phthalate,QUDWYFHPNIMBFC-UHFFFAOYSA-N,35.0
bis(2-methoxyethyl) phthalate,HSUIVCLOAAJSRE-UHFFFAOYSA-N,23.0
dibutyl phthalate,DOIRQSBPFJWKBE-UHFFFAOYSA-N,9.3
diisobutyl phthalate,MGWAVDBGNNKXQV-UHFFFAOYSA-N,3.5
"1,2-benzenedicarboxylic acid, butyl cyclohexyl ester",BHKLONWXRPJNAE-UHFFFAOYSA-N,10.0
butyl glycolyl butyl phthalate,GOJCZVPJCKEBQV-UHFFFAOYSA-N,470.0
diamyl phthalate,IPKKHRVROFYTEK-UHFFFAOYSA-N,11.0
butyl benzyl phthalate,IRIAEXORFWYRCZ-UHFFFAOYSA-N,100.0
dihexyl phthalate,KCXZNSGUUQJJTR-UHFFFAOYSA-N,0.38
butyl 2-ethylhexyl phthalate,AVOLBYOSCILFLL-UHFFFAOYSA-N,2.1
diphenyl terephthalate,HPGJOUYGWKFYQW-UHFFFAOYSA-N,320.0
dicyclohexyl phthalate,VOWAEIGWURALJQ-UHFFFAOYSA-N,99.0
bis(2-butoxyethyl) phthalate,CMCJNODIWQEOAI-UHFFFAOYSA-N,4900000.0
diheptyl phthalate,JQCXWCOOWVGKMT-UHFFFAOYSA-N,0.59
dioctyl phthalate,MQIUGAXCHLFZKX-UHFFFAOYSA-N,3.8
diisooctyl phthalate,IJFPVINAQGWBRJ-UHFFFAOYSA-N,0.32
decyl hexyl phthalate,OMQBXAQAHHFSST-UHFFFAOYSA-N,160.0
bis(2-ethylhexyl)-phthalate,BJQHLKABXJIVAM-UHFFFAOYSA-N,37.0
bis(2-ethylhexyl) terephthalate,RWPICVVBGZBXNA-UHFFFAOYSA-N,0.99
dinonyl phthalate,DROMNWUQASBTFM-UHFFFAOYSA-N,0.11
diisononyl phthalate,HBGGXOJOCNVPFY-UHFFFAOYSA-N,6.6
didecyl phthalate,PGIBJVOPLXHHGS-UHFFFAOYSA-N,0.046
diisodecyl phthalate,ZVFDTKUVRCTHQE-UHFFFAOYSA-N,9.0
diundecyl phthalate,QQVHEQUEHCEAKS-UHFFFAOYSA-N,33.0
ditridecyl phthalate,YCZJVRCZIPDYHH-UHFFFAOYSA-N,0.0036
"ethanedioic acid, dimethyl ester",LOMVENUNSWAXEN-UHFFFAOYSA-N,6.9
"propanedioic acid, dimethyl ester",BEPAFCGSDWSTEL-UHFFFAOYSA-N,38.0
"propanedioic acid, diethyl ester",IYXGSMUGOJNHAZ-UHFFFAOYSA-N,3.9
"butanedioic acid, dimethyl ester",MUXOBHXGJLMRAB-UHFFFAOYSA-N,30.0
diethyl succinate,DKMROQRQHGEIOW-UHFFFAOYSA-N,4.0
($Z$)-2-butenedioic acid dimethyl ester,LDCRTTXIJACKKU-ARJAWSKDSA-N,23.0
diethyl pimelate,LKKOGZVQGQUVHF-UHFFFAOYSA-N,1.5
"1,3-benzenedicarboxylic acid, diethyl ester",JLVWYWVLMFVCDI-UHFFFAOYSA-N,25.0
"2,6-naphthalenedicarboxylic acid, dimethyl ester",GYUVMLBYMPKZAZ-UHFFFAOYSA-N,450.0
di-(2-ethylhexyl)-adipate,SAOKZLXYCUGLFA-UHFFFAOYSA-N,23.0
"peroxybenzoic acid, {\it tert}-butyl ester",GJBRNHKUVLOCEB-UHFFFAOYSA-N,0.047
"neodecaneperoxoic acid, 1,1-dimethylethyl ester",NMOALOSNPWTWRH-UHFFFAOYSA-N,0.00099
"neoheptaneperoxoic acid, 1-methyl-1-phenylethyl ester",WFAUFYAGXAXBEG-UHFFFAOYSA-N,0.038
hydroxypropyl acrylate,AYEFIAVHMUFQPZ-UHFFFAOYSA-N,5800.0
2-hydroxyethyl methacrylate,WOBHKFSMXKNTIM-UHFFFAOYSA-N,2100.0
2-hydroxypropyl acrylate,GWZMWHWAWHPNHN-UHFFFAOYSA-N,1600.0
dimethyl fumarate,LDCRTTXIJACKKU-ONEGZZNKSA-N,14.0
"hexanedioic acid, dimethyl ester",UDSFAEKRVUSQDD-UHFFFAOYSA-N,10.0
methyl 4-hydroxybenzoate,LXCFILQKKLGQFO-UHFFFAOYSA-N,4500.0
diethyl fumarate,IEPRKVQEAMIZSS-AATRIKPKSA-N,410.0
diethyl adipate,VIZORQUEIQEFRT-UHFFFAOYSA-N,2.7
propyl 4-hydroxybenzoate,QELSKZZBTMNZEB-UHFFFAOYSA-N,1500.0
diethylene glycol diacrylate,LEJBBGNFPAFPKQ-UHFFFAOYSA-N,10000.0
"(2,2-dimethyl-3-prop-2-enoyloxypropyl) prop-2-enoate",MXFQRSUWYYSPOC-UHFFFAOYSA-N,27.0
methyl jasmonate,GEWDNTWNSAZUDX-NNOMMRTBSA-N,700.0
cinoxate,CMDKPGRTAQVGFQ-RMKNXTFCSA-N,1900.0
trimethylolpropane triacrylate,DAKWPKUUDNSNPN-UHFFFAOYSA-N,16000.0
benzyl cinnamate,NGHOLYJTSCBCGC-VAWYXSNFSA-N,30.0
"2,2,4-trimethyl-1,3-pentanediol diisobutyrate",OMVSWZDEEGIJJI-UHFFFAOYSA-N,0.9
"nonanedioic acid, dibutyl ester",RISLXYINQFKFRL-UHFFFAOYSA-N,0.82
isopropyl myristate,AXISYYRBXTVTFY-UHFFFAOYSA-N,0.00042
"decanedioic acid, dibutyl ester",PYGXAGIECVVIOZ-UHFFFAOYSA-N,210.0
diethylene glycol dibenzoate,NXQMCAOPTPLPRL-UHFFFAOYSA-N,3300000.0
"12-hydroxy-9-octadecenoic acid, methyl ester",XKGDWZQXVZSXAO-RAXLEYEMSA-N,67.0
"chrysanthemumic acid 2,4-dimethylbenzyl ester",FHNKBSDJERHDHZ-UHFFFAOYSA-N,0.13
tributyl acetylcitrate,QZCLKYGREBVARF-UHFFFAOYSA-N,26000.0
"hexanedioic acid, dioctyl ester",NEHDRDVHPTWWFG-UHFFFAOYSA-N,23.0
diisooctyl adipate,CJFLBOQMPJCWLR-UHFFFAOYSA-N,0.19
"hexanedioic acid, bis[2-(2-butoxyethoxy)ethyl] ester",SCABKEBYDRTODC-UHFFFAOYSA-N,32000000.0
"1,2-benzenedicarboxylic acid, decyl octyl ester",LVAGMBHLXLZJKZ-UHFFFAOYSA-N,0.47
"phthalic acid, isodecyl octyl ester",UXLBXTIBYMXRNX-UHFFFAOYSA-N,0.47
diisononyl hexahydrophthalate,HORIEOQXBKUKGQ-UHFFFAOYSA-N,0.14
"decanedioic acid, bis(2-ethylhexyl) ester",VJHINFRRDQUWOJ-UHFFFAOYSA-N,0.12
glycerol tricaprylate,VLPFTAMPNXLGLX-UHFFFAOYSA-N,390.0
tris(2-ethylhexyl) trimellitate,KRADHMIOFJQKEZ-UHFFFAOYSA-N,22.0
emamectin benzoate,WQYWHGOKYSMVFW-YXCDHJPISA-N,5800.0
dimethyl ether,LCGLNKUTAGEVQW-UHFFFAOYSA-N,0.0017
ethyl methyl ether,XOBKSJJDNFUZPF-UHFFFAOYSA-N,0.014
diethyl ether,RTZKZFJDLAIYFH-UHFFFAOYSA-N,0.005
diethyl ether-d10,RTZKZFJDLAIYFH-MWUKXHIBSA-N,0.013
methyl propyl ether,VNKYTQGIUYNRMY-UHFFFAOYSA-N,0.0067
methyl 2-propyl ether,RMGHERXMTMUMMV-UHFFFAOYSA-N,0.012
divinyl ether,QYKIQEUNHZKYBP-UHFFFAOYSA-N,0.00054
methyl butyl ether,CXBDYQVECUFKRK-UHFFFAOYSA-N,0.0044
2-methoxybutane,FVNIMHIOIXPIQT-UHFFFAOYSA-N,0.0062
methyl {\it tert}-butyl ether,BZLVMXJERCGZMT-UHFFFAOYSA-N,0.017
ethyl propyl ether,NVJUHMXYKCUMQA-UHFFFAOYSA-N,0.0086
1-ethoxy-butane,PZHIWRCQKBBTOW-UHFFFAOYSA-N,0.0064
ethyl {\it tert}-butyl ether,NUMQCACRALPSHD-UHFFFAOYSA-N,0.0063
2-methoxy-2-methylbutane,HVZJRWJGKQPSFL-UHFFFAOYSA-N,0.0086
dipropyl ether,POLCUAVZOMRGSN-UHFFFAOYSA-N,0.003
diisopropyl ether,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,0.0039
2-ethyl-2-ethoxypropane,KFRVYYGHSPLXSZ-UHFFFAOYSA-N,0.0024
dibutyl ether,DURPTKYDGMDSBL-UHFFFAOYSA-N,0.0022
diisobutyl ether,SZNYYWIUQFZLLT-UHFFFAOYSA-N,0.0037
"1,1'-oxybispentane",AOPDRZXCEAKHHW-UHFFFAOYSA-N,0.0027
"1,1'-oxybis(3-methylbutane)",AQZGPSLYZOOYQP-UHFFFAOYSA-N,0.0066
"1,1'-oxybishexane",BPIUIOXAFBGMNB-UHFFFAOYSA-N,0.0018
"1-ethoxy-3,7-dimethyloctane",HCHHIPCZJSRFRT-UHFFFAOYSA-N,0.00067
methoxycyclohexane,GHDIHPNJQVDFBL-UHFFFAOYSA-N,0.031
methyl cedryl ether,HRGPYCVTDOECMG-WALBABNVSA-N,0.0025
dimethoxymethane,NKDDWNXOKDWJAK-UHFFFAOYSA-N,0.061
trimethoxymethane,PYOKUURKVVELLB-UHFFFAOYSA-N,0.69
"1,1-diethoxyethane",DHKHKXVYLBGOIT-UHFFFAOYSA-N,0.1
"1,2-diethoxyethane",LZDKZFUFMNSQCJ-UHFFFAOYSA-N,0.16
"1,1,1-trimethoxyethane",HDPNBNXLBDFELL-UHFFFAOYSA-N,0.64
"1,2-dimethoxyethane",XTHFKEDIFFGKHM-UHFFFAOYSA-N,1.4
3-oxa-1-hexanol,YEYKMVJDLWJFOA-UHFFFAOYSA-N,20.0
3-oxa-1-heptanol,POAOYUHQDCAZBD-UHFFFAOYSA-N,3.5
1-methoxy-2-propanol,ARXJGSRGQADJSQ-UHFFFAOYSA-N,4.8
4-methyl-3-oxa-1-pentanol,HCGFUIQPSOCUHI-UHFFFAOYSA-N,4.8
"1,2-dibutoxyethane",GDXHBFHOEYVPED-UHFFFAOYSA-N,0.99
"3,6-dioxa-1-decanol",OAYXUHPQHDHDDZ-UHFFFAOYSA-N,1400.0
"1,1'-[oxybis(2,1-ethanediyloxy)]bisbutane",KZVBBTZJMSWGTK-UHFFFAOYSA-N,3.5
methoxyethene,XJRBAMWJDBPFIM-UHFFFAOYSA-N,0.0015
1-(ethenyloxy)butane,UZKWTJUDCOPSNM-UHFFFAOYSA-N,0.0045
vinylisobutyl ether,OZCMOJQQLBXBKI-UHFFFAOYSA-N,0.00019
methoxybenzene,RDOXTESZEPMUJZ-UHFFFAOYSA-N,0.029
ethoxybenzene,DLRJIFUOBPOJNS-UHFFFAOYSA-N,0.017
"1,2-dimethoxybenzene",ABDKAPXRBAPSQN-UHFFFAOYSA-N,
2-phenoxyethanol,QCDWFXQBSFUVSP-UHFFFAOYSA-N,200.0
2-(phenylmethoxy)-ethanol,CUZKCNWZBXLAJX-UHFFFAOYSA-N,150.0
"1,2,3-trimethoxybenzene",CRUILBNAQILVHZ-UHFFFAOYSA-N,3.6
1-methoxy-4-(1-propenyl)-benzene,RUVINXPYWBROJD-UHFFFAOYSA-N,0.099
2-methoxy-4-(2-propenyl)-phenol,RRAFCDWBNXTKKO-UHFFFAOYSA-N,5.1
"1,2-dimethoxy-4-(2-propenyl)-benzene",ZYEMGPIYFIJGTP-UHFFFAOYSA-N,1.8
diphenyl ether,USIUVYZYUHIAEV-UHFFFAOYSA-N,0.035
(phenoxymethyl)-oxirane,FQYUMYWMJTYZTK-UHFFFAOYSA-N,12.0
1-dodecyl-4-phenoxybenzene,XSAHYEQPUFJGKW-UHFFFAOYSA-N,0.0034
"2,2,4-trimethyl-4-(4-(4-(2,4,4-trimethylpentan-2-yl)phenoxy)phenyl)pentane",AJDONJVWDSZZQF-UHFFFAOYSA-N,0.0013
di-{\it tert}-butyl {\it sec}-butylidene diperoxide,HQOVXPHOJANJBR-UHFFFAOYSA-N,0.012
"peroxide, 1,1-dimethylethyl 1-methyl-1-phenylethyl",BIISIZOQPWZPPS-UHFFFAOYSA-N,0.014
"di-{\it tert}-butyl 1,1,4,4-tetramethyltetramethylene diperoxide",DMWVYCCGCQPJEA-UHFFFAOYSA-N,0.0039
"1,4-bis(1-{\it tert}-butylperoxy-1-methyl-ethyl)benzene",GWQOYRSARAWVTC-UHFFFAOYSA-N,0.1
2-furanmethanol,XPFVYQJUAUNWIW-UHFFFAOYSA-N,120.0
tetrahydropyran-2-methanol,ROTONRWJLXYJBD-UHFFFAOYSA-N,90.0
oxirane,IAYPIBMASNFSPL-UHFFFAOYSA-N,0.058
"1,2-epoxypropane",GOOHAUXETOMSMM-UHFFFAOYSA-N,0.14
phenyloxirane,AWMVMTVKBNGEAK-UHFFFAOYSA-N,0.62
oxacyclopentadiene,YLQBMQCUIZJEEH-UHFFFAOYSA-N,0.0018
dibenzofuran,TXCDCPKCNAJMEE-UHFFFAOYSA-N,0.047
2-furancarboxaldehyde,HYBBIBNJHNGZAN-UHFFFAOYSA-N,2.6
tetrahydrofuran,WYURNTSHIVDZCO-UHFFFAOYSA-N,0.22
tetrahydrofuran-d8,WYURNTSHIVDZCO-SVYQBANQSA-N,0.23
2-methyltetrahydrofuran,JWUJQDFVADABEY-UHFFFAOYSA-N,0.0015
"2,5-dimethyltetrahydrofuran",OXMIDRBAFOEOQT-UHFFFAOYSA-N,0.055
tetrahydropyran,DHXVGJBLRPWPCS-UHFFFAOYSA-N,0.1
3-methyltetrahydropyran,UJQZTMFRMLEYQN-UHFFFAOYSA-N,
"3,4-dihydro-2H-pyran",BUDQDWGNQVEFAC-UHFFFAOYSA-N,
"1,3-dioxolane",WNXJIVFYUVYPPR-UHFFFAOYSA-N,0.4
"1,3-dioxane",VDFVNEFVBPFDSB-UHFFFAOYSA-N,2.1
"1,4-dioxane",RYHBNJHYFVUHQT-UHFFFAOYSA-N,2.3
"1,4-dioxane-d8",RYHBNJHYFVUHQT-SVYQBANQSA-N,2.8
"4-methyl-1,3-dioxolan-2-one",RUOJZAUFBMNUDX-UHFFFAOYSA-N,290.0
"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",WEEGYLXZBRQIMU-UHFFFAOYSA-N,0.059
"dibenzo[$b,e$][1,4]dioxin",NFBOHOGPQUYFRF-UHFFFAOYSA-N,0.09
piperonal,SATCULPHIDQDRE-UHFFFAOYSA-N,18.0
paraldehyde,SQYNKIJPMDEDEG-UHFFFAOYSA-N,0.25
benzofuran,IANQTJSKSUMEQM-UHFFFAOYSA-N,0.019
$\gamma$-nonalactone,OALYTRUKMRCXNH-UHFFFAOYSA-N,0.18
"1,5,5,9-tetramethyl-13-oxatricyclo(8.3.0.0(4,9))tridecane",YPZUZOLGGMJZJO-UHFFFAOYSA-N,0.02
"1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[$g$]-2-benzopyran",ONKNPOPIGWHAQC-UHFFFAOYSA-N,0.076
"(1S-endo)-1,7,7-trimethyl-bicyclo[2.2.1]heptan-2-ol",DTGKSKDOIYIVQL-CCNFQMFXSA-N,0.45
"(1R)-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol",IAIHUHQCLTYTSF-OYNCUSHFSA-N,0.36
2-(4-methyl-3-cyclohexen-1-yl)-2-propanol,WUOACPNHFRMFPN-UHFFFAOYSA-N,4.4
"1,2-dimethyl-3-(1-methylethenyl)-cyclopentanol",ZRVPDCMGGOSDKG-UHFFFAOYSA-N,0.4
1-methyl-4-(1-methylethyl)-7-oxabicyclo[2.2.1]heptane,RFFOTVCVTJUTAD-UHFFFAOYSA-N,0.039
"1,7,7-trimethyl-bicyclo[2.2.1]heptan-2-one",DSSYKIVIOFKYAU-UHFFFAOYSA-N,0.12
"2,7,7-trimethyl-3-oxatricyclo[4.1.1.0(2,4)]octane",NQFUSWIGRKFAHK-UHFFFAOYSA-N,0.023
5-methyl-2-(1-methylethylidene)-cyclohexanone,NZGWDASTMWDZIW-UHFFFAOYSA-N,0.28
"exo-2-[(1,7,7-trimethylbicyclo[2.2.1]hept-2-yl)-oxy]ethanol",IWWCSDGEIDYEJV-JBLDHEPKSA-N,1.0
"4-(2,6,6-trimethyl-1-cyclohexenyl)-3-buten-2-one",PSQYTAPXSHCGMF-BQYQJAHWSA-N,1.2
oxoethanoic acid,HHLFWLYXYJOTON-UHFFFAOYSA-N,110.0
hydroxyethanoic acid,AEMRFAOFKBGASW-UHFFFAOYSA-N,280.0
2-hydroxyethanal,WGCNASOHLSPBMP-UHFFFAOYSA-N,410.0
propanonal,AIJULSRZWUXGPQ-UHFFFAOYSA-N,320.0
2-oxopropanoic acid,LCTONWCANYUPML-UHFFFAOYSA-N,3100.0
3-oxopropanoic acid,OAKURXIZZOAYBC-UHFFFAOYSA-N,69.0
2-hydroxypropanoic acid,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,120.0
glycidaldehyde,IWYRWIUNAVNFPE-UHFFFAOYSA-N,19.0
trimethylene oxide,AHHWIHXENZJRFG-UHFFFAOYSA-N,0.39
"2,3-dihydroxypropanal",MNQZXJOMYWMBOU-UHFFFAOYSA-N,200000000.0
dihydroxyacetone,RXKJFZQQPQGTFL-UHFFFAOYSA-N,1800000.0
2-methoxyethanol,XNWFRZJHXBZDAG-UHFFFAOYSA-N,4.4
4-oxobutanoic acid,UIUJIQZEACWQSV-UHFFFAOYSA-N,49.0
"2,3-dihydroxybutanedioic acid",FEWJPZIEWOKRBE-JCYAYHJZSA-N,9900000000000000.0
"3-oxapentane-1,5-diol",MTHSVFCYNBDYFN-UHFFFAOYSA-N,4900.0
hydroxybutanedioic acid,BJEPYKJPYRNKOW-UHFFFAOYSA-N,270000000.0
2-ethoxyethanol,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,8.9
2-methoxy-1-propanol,YTTFFPATQICAQN-UHFFFAOYSA-N,550.0
"1,1-dimethoxyethane",SPEUIVXLLWOEMJ-UHFFFAOYSA-N,0.15
4-methylene-2-oxetanone,WASQWSOJHCZDFK-UHFFFAOYSA-N,0.016
2(5H)-furanone,VIHAEDVKXSOUAT-UHFFFAOYSA-N,1.0
"2,2'-bioxirane",ZFIVKAOQEXOYFY-UHFFFAOYSA-N,280.0
butyrolactone,YEJRWHAVMIAJKC-UHFFFAOYSA-N,190.0
ethyloxirane,RBACIKXCRWGCBB-UHFFFAOYSA-N,0.055
"2,3-epoxy-2-methyl-1,4-butanediol",FLVAIUDBQNOKHB-UHFFFAOYSA-N,
"2,3-epoxy-6-oxo-heptenal",YHZQHUOBDYTWMQ-UHFFFAOYSA-N,2500.0
3-hydroxy-2-butanone,ROWKJAVDOGWPAT-UHFFFAOYSA-N,0.57
2-(vinyloxy)ethanol,VUIWJRYTWUGOOF-UHFFFAOYSA-N,39.0
2-methyloxetane,FZIIBDOXPQOKBP-UHFFFAOYSA-N,0.12
5-oxopentanoic acid,VBKPPDYGFUZOAJ-UHFFFAOYSA-N,39.0
2-oxopentanedioic acid,KPGXRSRHYNQIFN-UHFFFAOYSA-N,9900000.0
tetrahydro-2-furanmethanol,BSYVTEYKTMYBMK-UHFFFAOYSA-N,2400.0
xylose,PYMYPHUHKUWMLA-VPENINKCSA-N,8200.0
2-(2-methoxyethoxy)ethanol,SBASXUCJHJRPEV-UHFFFAOYSA-N,620000.0
"3,6-dioxaoctane-1,8-diol",ZIBGPFATKBEMQZ-UHFFFAOYSA-N,310000.0
2-oxepanone,PAPBSGBWRJIAAV-UHFFFAOYSA-N,0.055
glycidyl ether,GYZLOYUZLJXAJU-UHFFFAOYSA-N,760.0
4-hydroxy-4-methyl-2-pentanone,SWXVUIWOUIDPGS-UHFFFAOYSA-N,2300.0
1-propoxy-2-propanol,FENFUOGYJVOCRY-UHFFFAOYSA-N,290.0
2-(2-ethoxyethoxy)ethanol,XXJWXESWEXIICW-UHFFFAOYSA-N,450.0
"2,5,8-trioxanonane",SBZXBUIDTXKZTM-UHFFFAOYSA-N,19.0
oxydipropanol,SZXQTJUDPRGNJN-UHFFFAOYSA-N,1800.0
$p$-benzoquinone,AZQWKYJCGOJGHM-UHFFFAOYSA-N,0.021
5-hydroxymethylfurfural,NOEGNKMFWQHSLB-UHFFFAOYSA-N,18000.0
5-hydroxy-2-(hydroxymethyl)-4H-pyran-4-one,BEJNERDRQOWKJM-UHFFFAOYSA-N,41.0
"2-hydroxy-1,2,3-propanetricarboxylic acid",KRKNYBCHXYNGOX-UHFFFAOYSA-N,3e+16
(butoxymethyl)oxirane,YSUQLAYJZDEMOT-UHFFFAOYSA-N,0.39
"1-(1,1-dimethylethoxy)-2-propanol",GQCZPFJGIXHZMB-UHFFFAOYSA-N,2.1
2-[2-(2-methoxyethoxy)ethoxy]ethanol,JLGLQAWTXXGVEM-UHFFFAOYSA-N,280000000.0
2-methylp-benzoquinone,VTWDKFNVVLAELH-UHFFFAOYSA-N,5200.0
patulin,ZRWPUFFVAOMMNM-UHFFFAOYSA-N,90000.0
1-hydroxy-3-methoxybenzene,ASHGTJPOSUFTGB-UHFFFAOYSA-N,170.0
mequinol,NWVVVBRKAWDGAB-UHFFFAOYSA-N,19.0
1-hydroxy-2-methoxybenzene,LHGVFZTZFXWLCP-UHFFFAOYSA-N,7.7
"1,4-dimethoxybenzene",OHBQPCCCRFSCAX-UHFFFAOYSA-N,0.0028
4-methyl-2-methoxyphenol,PETRWTHZSKVLRE-UHFFFAOYSA-N,7.7
"1,3-dimethoxy-2-hydroxybenzene",KLIDCXVFHGNTTM-UHFFFAOYSA-N,37.0
"hexahydro-1,3-isobenzofurandione",MUTGBJKUEZFXGO-UHFFFAOYSA-N,0.47
1-methoxy-4-methylbenzene,CHLICZRVGGXEOD-UHFFFAOYSA-N,0.0021
dimethoxane,PHMNXPYGVPEQSJ-UHFFFAOYSA-N,80.0
metaldehyde,GKKDCARASOJPNG-UHFFFAOYSA-N,0.19
diethyl carbitol,RRQYJINTUHWNHW-UHFFFAOYSA-N,90.0
2-[2-(2-ethoxyethoxy)ethoxy]ethanol,WFSMVVDJSNMRAR-UHFFFAOYSA-N,210000000.0
tetraethylene glycol,UWHCKJMYHZGTIT-UHFFFAOYSA-N,18000000000000.0
vanillin,MWOOGOJBHIARFG-UHFFFAOYSA-N,4700.0
ethylparaben,NUVBSKCKDOMJSU-UHFFFAOYSA-N,2100.0
ethyl vanillin,CBOQJANXLMLOSS-UHFFFAOYSA-N,12000.0
1-phenoxypropan-2-ol,IBLKWZIFZMJLFL-UHFFFAOYSA-N,340.0
triacetin,URAYPUMNDPQOKB-UHFFFAOYSA-N,820.0
tripropylene glycol,LCZVSXRMYJUNFX-UHFFFAOYSA-N,3000000000.0
coumarin,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,100.0
"5-(1-propenyl)-1,3-benzodioxole",VHVOLFRBFDOUSH-UHFFFAOYSA-N,0.00027
safrole,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,1.1
"5-propyl-1,3-benzodioxole",MYEIDJPOUKASEC-UHFFFAOYSA-N,0.82
2-methoxy-4-(1-propenyl)phenol,BJIOGJUNALELMI-UHFFFAOYSA-N,2.7
$p$-cresyl glycidyl ether,CUFXMPWHOWYNSO-UHFFFAOYSA-N,13.0
4-(4-hydroxyphenyl)-2-butanone,NJGBTKGETPDVIK-UHFFFAOYSA-N,18000.0
guaifenesin,HSRJKNPTNIJEKV-UHFFFAOYSA-N,220000.0
levomenthol,NOOLISFMXDJSKH-AEJSXWLSSA-N,0.66
diethylene glycol hexyl ether,GZMAAYIALGURDQ-UHFFFAOYSA-N,580.0
2-[2-(2-butoxyethoxy)ethoxy]ethanol,COBPKKZHLDDMTB-UHFFFAOYSA-N,100000000.0
"4-methoxy-6-(2-propenyl)-1,3-benzodioxole",BNWJOHGLIBDBOB-UHFFFAOYSA-N,18.0
butylparaben,QFOHBWFCKVYLES-UHFFFAOYSA-N,1200.0
2-{\it tert}-butyl-4-methoxyphenol,MRBKEAMVRSLQPH-UHFFFAOYSA-N,8.4
3-hydroxy-2-naphthalenecarboxylic acid,ALKYHXVLJMQRLQ-UHFFFAOYSA-N,7000.0
arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,82000000000000.0
butopyronoxyl,OKIJSNGRQAOIGZ-UHFFFAOYSA-N,210.0
diethylene glycol bis(methacrylate),XFCMNSHQOZQILR-UHFFFAOYSA-N,12000.0
dikegulac,FWCBATIDXGJRMF-FLNNQWSLSA-N,52000000000.0
propofol,OLBCVFGFOZPWHH-UHFFFAOYSA-N,4.7
lactitol,VQHSOMBJVWLPSR-JVCRWLNRSA-N,1.2e+16
maltitol,VQHSOMBJVWLPSR-WUJBLJFYSA-N,2300000000000000.0
naphthalic anhydride,GRSMWKLPSNHDHA-UHFFFAOYSA-N,16.0
methoxsalen,QXKHYNVANLEOEG-UHFFFAOYSA-N,250.0
bisphenol F,PXKLMJQFEQBVLD-UHFFFAOYSA-N,1900000.0
ibuprofen,HEFNNWSXXWATRW-UHFFFAOYSA-N,66.0
benzoyl peroxide,OMPJBNCRMGITSC-UHFFFAOYSA-N,2.8
oxybenzone,DXGLGDHPHMLXJC-UHFFFAOYSA-N,660.0
resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,70000000000.0
pindone,RZKYEQDPDZUERB-UHFFFAOYSA-N,1100000.0
"1,1'-[oxybis(methylene)]bisbenzene",MHDVGSVTJDSBDK-UHFFFAOYSA-N,120.0
"butanoic acid, 3,3-bis((1,1-dimethylethyl)dioxy)-, ethyl ester",HARQWLDROVMFJE-UHFFFAOYSA-N,5.0
"1-hydroxy-9,10-anthracenedione",BTLXPCBPYBNQNR-UHFFFAOYSA-N,1400.0
danthron,QBPFLULOKWLNNW-UHFFFAOYSA-N,180000.0
