Species,InChIKey,Hcp
"2,2',4,4',5,5'-hexabromodiphenyl ether",RZXIRSKYBISPGF-UHFFFAOYSA-N,3.5E+00
"2,2',4,4',5,6'-hexabromodiphenyl ether",VHNPZYZQKWIWOD-UHFFFAOYSA-N,7.3E+00
"2,2',3,4,4',5',6-heptabromodiphenyl ether",ILPSCQCLBHQUEM-UHFFFAOYSA-N,1.4E+02
"2,2',3,3',4,4',5,5',6,6'-decabromodiphenyl ether",WHHGLZMJPXIBIX-UHFFFAOYSA-N,1.8E+01
dibromoacetonitrile,NDSBDLSWTGLNQA-UHFFFAOYSA-N,2.4E+01
bromoacetonitrile,REXUYBKPWIPONM-UHFFFAOYSA-N,2.8E+00
"1,2-dibromo-2,4-dicyanobutane",DHVLDKHFGIVEIP-UHFFFAOYSA-N,1.2E+03
4-bromobenzenamine,WDFQBORIUYODSI-UHFFFAOYSA-N,1.1E+01
"2,4,6-tribromobenzenamine",GVPODVKBTHCGFU-UHFFFAOYSA-N,8.2E+01
"N,N'-dimethyl-3,3',4,4',5,5'-hexabromo-2,2'-bipyrrole",BUKWTHPBLJVYMZ-UHFFFAOYSA-N,5.0E+02
"1,1'-ethylene 2,2'-dipyridylium dibromide",JXEXEPZXXFNEHA-UHFFFAOYSA-M,7.0E+07
tralomethrin,YWSCPYYRJXKUDB-KAKFPZCNSA-N,2.5E+04
bromomethyl peroxynitrate,JTAFUKGUWIYDNI-UHFFFAOYSA-N,3.5E-01
dibromomethyl peroxynitrate,inchikey,3.0E+00
tribromomethyl peroxynitrate,inchikey,4.0E+00
"2,2-dibromo-2-cyanoacetamide",UUIVKBHZENILKB-UHFFFAOYSA-N,5.2E+02
bronopol,LVDKZNITIUWNER-UHFFFAOYSA-N,7.6E+05
"2,6-dibromo-4-nitroaniline",YMZIFDLWYUSZCC-UHFFFAOYSA-N,8.2E+03
"2-bromo-4,6-dinitroaniline",KWMDHCLJYMVBNS-UHFFFAOYSA-N,3.9E+04
3-bromonitrobenzene,FWIROFMBWVMWLB-UHFFFAOYSA-N,5.4E+00
"3,5-dibromo-4-hydroxy-benzonitrile",UPMXNNIRAGDFEH-UHFFFAOYSA-N,7.4E+02
"2,6-dibromo-3-methyl-4-nitroanisole",RBAJFFLBHVZCDY-UHFFFAOYSA-N,4.5E+01
bromacil,CTSLUCNDVMMDHG-UHFFFAOYSA-N,7.6E+04
N'-(4-bromophenyl)-N-methoxy-N-methylurea,WLFDQEVORAMCIM-UHFFFAOYSA-N,3.2E+03
bromuron,GSNZNZUNAJCHDO-UHFFFAOYSA-N,2.0E+04
"tris(2,3-dibromopropyl)isocyanurate",NZUPFZNVGSWLQC-UHFFFAOYSA-N,8.2E+12
bromofenoxim,VTQWKUZUPOTXEH-UHFFFAOYSA-N,1.3E+05
tribromsalan,KVSKGMLNBAPGKH-UHFFFAOYSA-N,9.7E+05
"1-amino-2,4-dibromo-9,10-anthracenedione",ZINRVIQBCHAZMM-UHFFFAOYSA-N,5.5E+07
"2,6-dibromo-4-cyanophenyl octanoate",DQKWXTIYGWPGOO-UHFFFAOYSA-N,3.1E-01
"(2$E$)-N,N'-bis(2,4,6-tribromophenyl)-2-butenediamide",IJUNKLAVMFKPCX-OWOJBTEDSA-N,9.0E+09
SAYTEX BT 93,DYIZJUDNMOIZQO-UHFFFAOYSA-N,2.7E+15
SAYTEX BN 451,WOFYQUJNULCFLN-UHFFFAOYSA-N,2.5E+15
deltamethrin,OWZREIFADZCYQD-NSHGMRRFSA-N,2.0E+00
"2,2'-(methylenedi-4,1-phenylene)bis(4,5,6,7-tetrabromo-1H-isoindole-1,3(2H)-dione",RHFKNNBDKARGKL-UHFFFAOYSA-N,5.3E+14
bromotrifluoromethane,RJCQBQGAPKAMLL-UHFFFAOYSA-N,2.0E-05
dibromodifluoromethane,AZSZCFSOHXEJQE-UHFFFAOYSA-N,3.3E-04
"1-bromo-1,2,2,2-tetrafluoroethane",RZXZIZDRFQFCTA-UHFFFAOYSA-N,1.2E-04
"1,2-dibromotetrafluoroethane",KVBKAPANDHPRDG-UHFFFAOYSA-N,2.7E-07
4-bromofluorobenzene,AITNMTXHTIIIBB-UHFFFAOYSA-N,5.3E-03
bromopentafluorobenzene,XEKTVXADUPBFOA-UHFFFAOYSA-N,2.1E-03
bromethalin,USMZPYXTVKAYST-UHFFFAOYSA-N,2.5E+03
bromochloromethane,JPOXNPPZZKNXOV-UHFFFAOYSA-N,6.6E-03
bromodichloromethane,FMWLUWPQPKEARP-UHFFFAOYSA-N,4.0E-03
bromotrichloromethane,XNNQFQFUQLJSQT-UHFFFAOYSA-N,2.7E-02
dibromochloromethane,GATVIKZLVQHOMN-UHFFFAOYSA-N,8.6E-03
1-chloro-2-bromoethane,IBYHHJPAARCAIE-UHFFFAOYSA-N,1.1E-02
"1,2-dibromo-1,1-dichloroethane",FIYBYNHDEOSJPL-UHFFFAOYSA-N,6.2E-02
1-bromo-3-chloropropane,MFESCIUQSIBMSM-UHFFFAOYSA-N,3.9E-02
"1,2-dibromo-3-chloropropane",WBEJYOJJBDISQU-UHFFFAOYSA-N,9.7E-02
"1,2,3,4,5-pentabromo-6-chlorocyclohexane",UZOSVZSBPTTWIG-UHFFFAOYSA-N,1.0E+01
"1,2,3,4-tetrabromo-5,6-dichlorocyclohexane",GABFTOZBVQIDBB-UHFFFAOYSA-N,3.4E+00
"1,2,3-tribromo-4,5,6-trichlorocyclohexane",ZDEQCIGFZLZXBZ-UHFFFAOYSA-N,1.1E+00
1-bromo-4-chlorobenzene,NHDODQWIKUYWMW-UHFFFAOYSA-N,6.8E-03
"1,2,4-tribromo-3,5,6-trichlorobenzene",XAIKFWSNTFEXDC-UHFFFAOYSA-N,4.1E-02
1-(bromomethyl)-2-chlorobenzene,PURSZYWBIQIANP-UHFFFAOYSA-N,1.9E-02
2-bromo-4-chloro-1-methoxybenzene,YJEMGEBDXDPBSP-UHFFFAOYSA-N,1.8E-02
2-bromo-6-chloro-1-methoxybenzene,NWOYYECMNBWCNK-UHFFFAOYSA-N,1.4E-02
4-bromo-2-chloro-1-methoxybenzene,FPIQNBOUYZLESW-UHFFFAOYSA-N,1.3E-02
"2-bromo-3,5-dichloro-1-methoxybenzene",inchikey,1.1E-02
"2-bromo-4,6-dichloro-1-methoxybenzene",OEYKUHBCPJRXGZ-UHFFFAOYSA-N,8.2E-03
"4-bromo-2,3-dichloro-1-methoxybenzene",BTRCDLZQISXWHZ-UHFFFAOYSA-N,1.1E-02
"4-bromo-2,6-dichloro-1-methoxybenzene",OAYSFAKCFYRCRU-UHFFFAOYSA-N,1.2E-02
"4-bromo-3,5-dichloro-1-methoxybenzene",inchikey,1.1E-02
"3-bromo-2,6-dichloro-1-methoxybenzene",ANLVZYYGYBXMIX-UHFFFAOYNA-N,1.1E-02
"5-bromo-2,4-dichloro-1-methoxybenzene",inchikey,1.1E-02
"6-bromo-2,3-dichloro-1-methoxybenzene",inchikey,1.1E-02
"6-bromo-2,5-dichloro-1-methoxybenzene",BVSOVPUWHJWGEP-UHFFFAOYSA-N,7.7E-03
"2-bromo-3,4,5-trichloro-1-methoxybenzene",inchikey,9.8E-03
"3-bromo-2,4,6-trichloro-1-methoxybenzene",inchikey,1.0E-02
"3-bromo-2,5,6-trichloro-1-methoxybenzene",ZUXVGCIQOSXRJN-UHFFFAOYSA-N,1.0E-02
"4-bromo-2,3,6-trichloro-1-methoxybenzene",VZRSUQWPXPUWCS-UHFFFAOYSA-N,1.0E-02
"6-bromo-2,3,4-trichloro-1-methoxybenzene",inchikey,1.1E-02
"4-bromo-2,3,5,6-tetrachloro-1-methoxybenzene",inchikey,9.2E-03
"2,6-dibromo-3-chloro-1-methoxybenzene",AHBGIHFKTBTQJP-UHFFFAOYSA-N,7.4E-03
"2,6-dibromo-4-chloro-1-methoxybenzene",inchikey,2.0E-02
"2,4-dibromo-3,5-dichloro-1-methoxybenzene",inchikey,9.1E-03
"2,4-dibromo-5,6-dichloro-1-methoxybenzene",inchikey,9.8E-03
"2,3-dibromo-5,6-dichloro-1-methoxybenzene",inchikey,9.1E-03
"2,6-dibromo-3,4,5-trichloro-1-methoxybenzene",inchikey,8.6E-03
"2,4,6-tribromo-3-chloro-1-methoxybenzene",inchikey,9.1E-03
"2',4',5',7'-tetrabromo-3,4,5,6-tetrachlorofluorescein",ZYIBVBKZZZDFOY-UHFFFAOYSA-N,1.5E+13
bromochloroacetonitrile,BMWPPNAUMLRKML-UHFFFAOYSA-N,8.2E+00
"N,N'-dimethyl-3,3',4-tribromo-4,5,5'-trichloro-2,2'-bipyrrole",JSQYFPHYSOZLPT-UHFFFAOYSA-N,7.1E+00
"N,N'-dimethyl- 3,4,4'-tribromo-3',5,5'-trichloro-2,2'-bipyrrole",GUWAXPTVCYBOMV-UHFFFAOYSA-N,3.3E+01
"N,N'-dimethyl-3,3',4,4'-tetrabromo-5,5'-dichloro-2,2'-bipyrrole",FQGSQKFVAAJWFY-UHFFFAOYSA-N,2.8E+01
"N,N'-dimethyl-3,3',4,4',5-pentabromo-5'-chloro-2,2'-bipyrrole",LIYSVIAQQQEQBT-UHFFFAOYSA-N,1.5E+02
"1-bromo-3-chloro-5,5-dimethylhydantoin",PIEXCQIOSMOEOU-UHFFFAOYSA-N,1.2E+01
3-(4-bromo-3-chlorophenyl)-1-methoxy-1-methylurea,NLYNUTMZTCLNOO-UHFFFAOYSA-N,2.2E+03
"N-(4-bromo-2,6-dichloro-3-methylphenyl)acetamide",MRPNWLPYJSSISQ-UHFFFAOYSA-N,6.7E+03
halacrinate,YDNLKBDXQCHOTH-UHFFFAOYSA-N,2.4E+02
bromuconazole,HJJVPARKXDDIQD-UHFFFAOYSA-N,1.2E+05
"5,7-dibromo-2-(5-bromo-7-chloro-1,3-dihydro-3-oxo-2H-indol-2-ylidene)-1,2-dihydro-3H-indol-3-one",UOWUGDPSFZLTMZ-BUHFOSPRSA-N,4.2E+09
chlorantraniliprole,IZCBNTYXTMZSDP-UHFFFAOYSA-N,7.0E+15
tribromofluoromethane,IHZAEIHJPNTART-UHFFFAOYSA-N,1.5E-03
bromochlorodifluoromethane,MEXUFEQDCXZEON-UHFFFAOYSA-N,1.0E-04
"1-bromo-1-chloro-2,2,2-trifluoroethane",BCQZXOMGPXTTIC-UHFFFAOYSA-N,5.6E-04
chlorfenapyr,CWFOCCVIPCEQCK-UHFFFAOYSA-N,1.7E+03
fluazolate,FKLQIONHGSFYJY-UHFFFAOYSA-N,1.3E+01
iodomethane,INQOMBQAUSQDDS-UHFFFAOYSA-N,2.0E-03
diiodomethane,NZZFYRREKKOMAT-UHFFFAOYSA-N,2.3E-02
triiodomethane,OKJPEAGHQZHRQV-UHFFFAOYSA-N,6.2E-03
iodoethane,HVTICUPFWKNHNG-UHFFFAOYSA-N,1.5E-03
1-iodopropane,PVWOIHVRPOBWPI-UHFFFAOYSA-N,1.1E-03
2-iodopropane,FMKOJHQHASLBPH-UHFFFAOYSA-N,8.5E-04
1-iodobutane,KMGBZBJJOKUPIA-UHFFFAOYSA-N,5.4E-04
2-iodobutane,IQRUSQUYPCHEKN-UHFFFAOYSA-N,7.0E-04
1-iodopentane,BLXSFCHWMBESKV-UHFFFAOYSA-N,9.9E-04
1-iodohexane,ANOOTOPTCJRUPK-UHFFFAOYSA-N,8.2E-04
1-iodoheptane,LMHCYRULPLGEEZ-UHFFFAOYSA-N,2.6E-04
iodocyclohexane,FUCOMWZKWIEKRK-UHFFFAOYSA-N,3.9E-03
3-iodo-1-propene,HFEHLDPGIKPNKL-UHFFFAOYSA-N,3.8E-03
1-iodocyclohexene,CAROGICRCNKEOD-UHFFFAOYSA-N,4.1E-03
iodobenzene,SNHMUERNLJLMHN-UHFFFAOYSA-N,7.7E-03
iodoacetic acid,JDNTWHVOXJZDSN-UHFFFAOYSA-N,2.4E+02
2-iodophenol,KQDJTBPASNJQFQ-UHFFFAOYSA-N,1.4E+01
3-iodophenol,FXTKWBZFNQHAAO-UHFFFAOYSA-N,7.0E+01
4-iodophenol,VSMDINRNYYEDRN-UHFFFAOYSA-N,4.6E+01
erythrosine,OALHHIHQOFIMEF-UHFFFAOYSA-N,3.9E+13
"4-hydroxy-3,5-diiodo-benzonitrile",NRXQIUSYPAHGNM-UHFFFAOYSA-N,1.3E+02
3-iodo-2-propynyl butylcarbamate,WYVVKGNFXHOCQV-UHFFFAOYSA-N,8.2E+01
diatrizoic acid,YVPYQUNUQOZFHG-UHFFFAOYSA-N,3.5E+12
iothalamic acid,UXIGWFXRQKWHHA-UHFFFAOYSA-N,4.4E+12
benodanil,LJOZMWRYMKECFF-UHFFFAOYSA-N,6.2E+05
iopamidol,XQZXYNRDCRIARQ-LURJTMIESA-N,9.0E+19
ioxaglic acid,TYYBFXNZMFNZJT-UHFFFAOYSA-N,2.7E+35
"1,1,1,2,2,3,3-heptafluoro-5-iodopentane",TZNRRNKRZXHADL-UHFFFAOYSA-N,4.6E-06
5-diethylamiloride,CXHFIVFPHDGZIS-UHFFFAOYSA-N,8.8E-07
"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-8-iodooctane",NVVZEKTVIXIUKW-UHFFFAOYSA-N,3.2E-08
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluoro-10-iododecane",XVKJSLBVVRCOIT-UHFFFAOYSA-N,1.2E-09
chloroiodomethane,PJGJQVRXEUVAFT-UHFFFAOYSA-N,8.8E-03
methanethiol,LSDPWZHWYPCBBB-UHFFFAOYSA-N,3.8E-03
ethanethiol,DNJIEGIFACGWOD-UHFFFAOYSA-N,2.8E-03
"1,2-ethanedithiol",VYMPLPIFKRHAAC-UHFFFAOYSA-N,8.2E-02
thiirane,VOVUARRWDCVURC-UHFFFAOYSA-N,2.8E-02
1-propanethiol,SUVIGLJNEAMWEG-UHFFFAOYSA-N,1.7E-03
2-propanethiol,KJRCEJOSASVSRA-UHFFFAOYSA-N,2.1E-03
1-butanethiol,WQAQPCDUOCURKW-UHFFFAOYSA-N,1.5E-03
2-butanethiol,LOCHFZBWPCLPAN-UHFFFAOYSA-N,1.4E-03
2-methyl-1-propanethiol,BDFAOUQQXJIZDG-UHFFFAOYSA-N,2.4E-03
2-methyl-2-propanethiol,WMXCDAVJEZZYLT-UHFFFAOYSA-N,1.6E-03
"1,4-dithiane",LOZWAPSEEHRYPG-UHFFFAOYSA-N,2.3E-01
1-pentanethiol,ZRKMQKLGEQPLNS-UHFFFAOYSA-N,8.2E-04
1-hexanethiol,PMBXCGGQNSVESQ-UHFFFAOYSA-N,1.9E-03
1-heptanethiol,VPIAKHNXCOTPAY-UHFFFAOYSA-N,2.7E-03
1-octanethiol,KZCOBXFFBQJQHH-UHFFFAOYSA-N,4.3E-04
{\it tert}-octanethiol,QZLAEIZEPJAELS-UHFFFAOYSA-N,5.2E-04
1-nonanethiol,ZVEZMVFBMOOHAT-UHFFFAOYSA-N,1.2E-03
1-decanethiol,VTXVGVNLYGSIAR-UHFFFAOYSA-N,9.9E-04
1-dodecanethiol,WNAHIZMDSQCWRP-UHFFFAOYSA-N,1.7E-04
dicyclohexyldisulfide,ODHAQPXNQDBHSH-UHFFFAOYSA-N,2.5E-03
dimethyl sulfide,QMMFVYPAHWMCMS-UHFFFAOYSA-N,5.6E-03
ethyl methyl sulfide,WXEHBUMAEPOYKP-UHFFFAOYSA-N,4.2E-03
diethyl sulfide,LJSQFQKUNVCTIA-UHFFFAOYSA-N,3.5E-03
dipropyl sulfide,ZERULLAPCVRMCO-UHFFFAOYSA-N,3.3E-03
di-(2-propyl)-sulfide,XYWDPYKBIRQXQS-UHFFFAOYSA-N,3.0E-03
allyl methyl sulfide,NVLPQIPTCCLBEU-UHFFFAOYSA-N,4.2E-03
dimethyl disulfide,WQOXQRCZOLPYPM-UHFFFAOYSA-N,5.8E-03
diethyl disulfide,CETBSQOFQKLHHZ-UHFFFAOYSA-N,3.7E-03
dipropyl disulfide,ALVPFGSHPUPROW-UHFFFAOYSA-N,2.4E-03
carbon disulfide,QGJOPFRUJISHPQ-UHFFFAOYSA-N,6.1E-04
"2,3,4-trithiapentane",YWHLKYXPLRWGSE-UHFFFAOYSA-N,2.1E-02
5-propyl-5-nonanethiol,BGQHJKADBZPYGJ-UHFFFAOYSA-N,1.7E-04
allyl mercaptan,ULIKDJVNUXNQHS-UHFFFAOYSA-N,1.2E-02
"3,3'-thiobis-1-propene",UBJVUCKUDDKUJF-UHFFFAOYSA-N,4.1E-03
thiophene,YTPLMLYBLZKORZ-UHFFFAOYSA-N,4.4E-03
2-methylthiophene,XQQBUAPQHNYYRS-UHFFFAOYSA-N,4.1E-03
3-methylthiophene,QENGPZGAWFQWCZ-UHFFFAOYSA-N,1.7E-03
propyl allyl disulfide,FCSSPCOFDUKHPV-UHFFFAOYSA-N,3.5E-03
benzenethiol,RMVRSNDYEFQCLF-UHFFFAOYSA-N,2.9E-02
methyl phenyl sulfide,HNKJADCVZUBCPG-UHFFFAOYSA-N,4.0E-02
2-methylbenzenethiol,LXUNZSDDXMPKLP-UHFFFAOYSA-N,2.7E-02
3-methylbenzenethiol,WRXOZRLZDJAYDR-UHFFFAOYSA-N,2.7E-02
4-methylbenzenethiol,WLHCBQAPPJAULW-UHFFFAOYSA-N,2.7E-02
benzenemethanethiol,UENWRTRMUIOCKN-UHFFFAOYSA-N,4.7E-02
benzo[$b$]thiophene,FCEHBMOGCRZNNI-UHFFFAOYSA-N,4.1E-02
dibenzothiophene,IYYZUPMFVPLQIF-UHFFFAOYSA-N,2.9E-01
benzyl sulfide,LUFPJJNWMYZRQE-UHFFFAOYSA-N,1.9E+00
carbon oxide sulfide,JJWKPURADFRFRB-UHFFFAOYSA-N,2.1E-04
methanesulfonic acid,AFVFQIVMOAPDHO-UHFFFAOYSA-N,infinit
"sulfuric acid, dimethyl ester",VAYGXNSJCAHWJZ-UHFFFAOYSA-N,6.9E+00
dimethylsulfoxide,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,9.8E+02
dimethylsulfone,HHVIBTZHLRERCL-UHFFFAOYSA-N,5.0E-03
mercaptoacetic acid,CWERGRDVMFNCDR-UHFFFAOYSA-N,5.2E+02
2-mercaptoethanol,DGVVWUTYPXICAM-UHFFFAOYSA-N,5.5E+01
"methanesulfonic acid, methyl ester",MBABOKRGFJTBAE-UHFFFAOYSA-N,2.5E+00
"mercaptoacetic acid, methyl ester",MKIJJIMOAABWGF-UHFFFAOYSA-N,1.6E+00
"methanesulfonic acid, ethyl ester",PLUBXMRUUVWRLT-UHFFFAOYSA-N,1.8E+00
divinyl sulfoxide,HQSMEHLVLOGBCK-UHFFFAOYSA-N,2.5E+01
divinyl sulphone,AFOSIXZFDONLBT-UHFFFAOYSA-N,2.0E-01
"2,5-dihydrothiophene sulfone",MBDNRNMVTZADMQ-UHFFFAOYSA-N,2.3E+00
thiodiacetic acid,UVZICZIVKIMRNE-UHFFFAOYSA-N,2.2E+08
"thiophene, tetrahydro-, 1,1-dioxide",HXJUTPCZVOIRIF-UHFFFAOYSA-N,2.1E+00
2-(ethylthio)ethanol,LNRIEBFNWGMXKP-UHFFFAOYSA-N,1.9E+02
thiodiglycol,YODZTKMDCQEPHD-UHFFFAOYSA-N,5.2E+03
"methanesulfonic acid, 1-methylethyl ester",SWWHCQCMVCPLEQ-UHFFFAOYSA-N,1.4E+00
4-hydroxybenzenesulfonic acid,FEPBITJSIHRMRT-UHFFFAOYSA-N,3.8E+07
benzenesulfonic acid,SRSXLGNVWSONIS-UHFFFAOYSA-N,3.9E+03
dimethipin,PHVNLLCAQHGNKU-UHFFFAOYSA-N,4.3E+05
4-methylbenzenesulfonic acid,JOXIMZWYDAKGHI-UHFFFAOYSA-N,3.6E+03
phenylmethanesulfonic acid,NIXKBAZVOQAHGC-UHFFFAOYSA-N,9.9E+03
"4,4'-sulfonyldiphenol",VPWNQTHUCYMVMZ-UHFFFAOYSA-N,3.7E+09
lauryl sulfate,MOTZDAYCYVMXPC-UHFFFAOYSA-N,5.5E+01
ethofumesate,IRCMYGHHKLLGHV-UHFFFAOYSA-N,2.7E+02
"1,1'-sulfonylbis(4-(1-methylethyl)-benzene",PKQWGBLKCJIMDP-UHFFFAOYSA-N,1.0E+01
propargite,ZYHMJXZULPZUED-UHFFFAOYSA-N,1.5E+01
kadethrin,UGWALRUNBSBTGI-QJLCOAGJSA-N,1.2E+04
spironolactone,LXMSZDCAJNLERA-PJKOONHHSA-N,9.0E+04
"2,2'-thiobis(4-(1,1,3,3-tetramethylbutyl)phenol)",WQYFETFRIRDUPJ-UHFFFAOYSA-N,4.5E+05
"propanoic acid, 3,3'-thiobis-, didodecyl ester",GHKOFFNLGXMVNJ-UHFFFAOYSA-N,2.5E+00
"dioctadecyl 3,3'-thiodipropionate",PWWSSIYVTQUJQQ-UHFFFAOYSA-N,8.2E-02
methyl isothiocyanate,LGDSHSYDSCRFAB-UHFFFAOYSA-N,1.7E-01
thiourea,UMGDCJDMYOKAJW-UHFFFAOYSA-N,4.9E+03
hydrazinecarbothioamide,BRWIZMBXBAOCCF-UHFFFAOYSA-N,1.5E+04
"thiocyanic acid, methyl ester",VYHVQEYOFIYNJP-UHFFFAOYSA-N,2.2E-01
ethanethioamide,YUKQRDCYNOVPGJ-UHFFFAOYSA-N,1.5E+00
mercaptamine,UFULAYFCSOUIOV-UHFFFAOYSA-N,2.7E+01
"thiocyanic acid, ethyl ester",WFCLYEAZTHWNEH-UHFFFAOYSA-N,1.7E-01
2-imidazolidinethione,PDQAZBWRQCGBEV-UHFFFAOYSA-N,2.9E+01
ethylthiourea,GMEHFXXZSWDEDB-UHFFFAOYSA-N,4.2E+02
allyl isothiocyanate,ZOJBYZNEUISWFT-UHFFFAOYSA-N,4.1E-02
dazomet,QAYICIQNSGETAS-UHFFFAOYSA-N,4.6E+04
"N,N'-diethylthiourea",FLVIGYVXZHLUHP-UHFFFAOYSA-N,1.4E+02
tetramethylthiourea,MNOILHPDHOHILI-UHFFFAOYSA-N,8.5E+02
thiram,KUAZQDVKQLNFPE-UHFFFAOYSA-N,9.3E+01
bis(dimethylthiocarbamyl) sulfide,REQPQFUJGGOFQL-UHFFFAOYSA-N,5.8E-01
benzothiazole,IOJUPLGTWVMSFF-UHFFFAOYSA-N,2.7E+01
2-mercaptobenzothiazole,YXIWHUQXZSMYRE-UHFFFAOYSA-N,2.7E+02
2-benzothiazolamine,UHGULLIUJBCTEF-UHFFFAOYSA-N,7.6E+04
phenylthiourea,FULZLIGZKMKICU-UHFFFAOYSA-N,9.9E+04
aziprotryn,AFIIBUOYKYSPKB-UHFFFAOYSA-N,4.0E+02
simetryn,MGLWZSOBALDPEK-UHFFFAOYSA-N,2.2E+04
desmetryn,HCRWJJJUKUVORR-UHFFFAOYSA-N,2.1E+04
thioquinox,ILERPRJWJPJZDN-UHFFFAOYSA-N,1.3E+02
"thiocyanic acid, (2-benzothiazolylthio)methyl ester",TUBQDCKAWGHZPF-UHFFFAOYSA-N,1.5E+06
ametryn,RQVYBGPQFYCBGX-UHFFFAOYSA-N,4.1E+03
cimetidine,AQIXAKUUQRKLND-UHFFFAOYSA-N,1.0E+10
prometryn,AAEVYOVXGOFMJO-UHFFFAOYSA-N,8.2E+02
terbutryn,IROINLKCQGIITA-UHFFFAOYSA-N,4.7E+02
disulfiram,AUZONCFQVSMFAP-UHFFFAOYSA-N,1.2E-01
1-naphthalenylthiourea,PIVQQUNOTICCSA-UHFFFAOYSA-N,1.2E+03
"4,4'-thiobisbenzenamine",ICNFHJVPAJKPHW-UHFFFAOYSA-N,2.5E+06
dipropetryn,NPWMZOGDXOFZIN-UHFFFAOYSA-N,6.0E+02
dimethametryn,IKYICRRUVNIHPP-UHFFFAOYSA-N,8.2E+03
phenothiazine,WJFKNYWRSNBZNX-UHFFFAOYSA-N,3.5E+02
"2,2'-dithiobisbenzothiazole",AFZSMODLJJCVPP-UHFFFAOYSA-N,4.2E+07
methapyrilene,HNJJXZKZRAWDPF-UHFFFAOYSA-N,3.6E+01
olanzapine,KVWDHTXUZHCGIO-UHFFFAOYSA-N,1.3E+09
"N-(1,1-dimethylethyl)bis(2-benzothiazolesulfen)amide",VILGDADBAQFRJE-UHFFFAOYSA-N,2.4E+08
taurine,XOAAWQZATWQOTB-UHFFFAOYSA-N,5.8E+06
2-amino-5-nitrothiazole,MIHADVKEHAFNPG-UHFFFAOYSA-N,1.9E+06
N-(aminothioxomethyl)acetamide,IPCRBOOJBPETMF-UHFFFAOYSA-N,3.8E+05
acesulfame,YGCFIWIQZPHFLU-UHFFFAOYSA-N,1.0E+03
methomyl,UHXUZOCRWCRNSJ-UHFFFAOYSA-N,5.2E+05
4-aminobenzenesulfonic acid,HVBSAKJJOYLTQU-UHFFFAOYSA-N,1.1E+07
sulfanilamide,FDDDEECHVMSUSB-UHFFFAOYSA-N,6.6E+04
nithiazide,FQSUTLQHSDLLAN-UHFFFAOYSA-N,6.2E+09
2-methylbenzenesulfonamide,YCMLQMDWSXFTIF-UHFFFAOYSA-N,2.1E+01
4-methylbenzenesulfonamide,LMYRWZFENFIFIT-UHFFFAOYSA-N,2.1E+01
ethidimuron,KCOCSOWTADCKOL-UHFFFAOYSA-N,1.4E+08
oxamyl,KZAUOCCYDRDERY-UITAMQMPSA-N,4.2E+04
aldicarb,QGLZXHRNAYXIBU-WEVVVXLNSA-N,6.6E+03
aldicarb sulfone,YRRKLBAKDXSTNC-UHFFFAOYSA-N,3.7E+03
butocarboxim,SFNPDDSJBGRXLW-UHFFFAOYSA-N,1.7E+04
butoxycarboxim,CTJBHIROCMPUKL-UHFFFAOYSA-N,3.5E+06
saccharin,CVHZOJJKTDOEJC-UHFFFAOYSA-N,8.2E+03
acibenzolar-S-methyl,UELITFHSCLAHKR-UHFFFAOYSA-N,8.2E+01
quinomethionate,FBQQHUGEACOBDN-UHFFFAOYSA-N,1.6E+02
nifurthiazole,DUWYZHLZDVCZIO-UHFFFAOYSA-N,1.3E+12
4-methylbenzenesulfonyl isocyanate,VLJQDHDVZJXNQL-UHFFFAOYSA-N,1.7E-01
tinidazole,HJLSLZFTEKNLFI-UHFFFAOYSA-N,1.9E+05
metribuzin,FOXFZRUHNHCZPX-UHFFFAOYSA-N,8.2E+04
tricyclazole,DQJCHOQLCLEDLL-UHFFFAOYSA-N,3.2E+05
thidiazuron,HFCYZXMHUIHAQI-UHFFFAOYSA-N,3.0E+07
sulfathiazole,JNMRHUJNCSQMMB-UHFFFAOYSA-N,1.7E+08
sulfamethizole,VACCAVUAMIDAGB-UHFFFAOYSA-N,3.8E+08
ethiozin,ADZSGNDOZREKJK-UHFFFAOYSA-N,2.0E+02
molinate,DEDOPGXGGQYYMW-UHFFFAOYSA-N,7.7E+00
S-ethyl dipropylthiocarbamate,GUVLYNGULCJVDO-UHFFFAOYSA-N,5.6E-01
thiabendazole,WJCNZQLZVWNLKY-UHFFFAOYSA-N,4.7E+05
"benzo[$b$]thiophene-4-ol, methylcarbamate",BOTUVXISJHKZKJ-UHFFFAOYSA-N,5.8E+03
sulfamethoxazole,JLKIGFTWXXRPMT-UHFFFAOYSA-N,1.5E+07
bentazone,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,4.5E+03
buthidazole,SWMGXKSQWDSBKV-UHFFFAOYSA-N,4.8E+06
thiodicarb,XDOTVMNBCQVZKG-UHFFFAOYSA-N,1.1E+01
pebulate,SGEJQUSYQTVSIU-UHFFFAOYSA-N,4.1E-02
vernolate,OKUGPJPKMAEJOE-UHFFFAOYSA-N,3.2E-01
sulfisoxazole,NHUHCSRWZMLRLA-UHFFFAOYSA-N,6.2E+06
ethiofencarb,HEZNVIYQEUHLNI-UHFFFAOYSA-N,8.2E+03
