1,2
methoprotryn,3.1×104
C11H21N5OS,1.5×105
[841-06-5],2.0×105
butylate,1.2 10−1×
C11H23NOS,
[2008-41-5],1.8
carboxin,3.1×104
C12H13NO2S,6.4×104
[5234-68-4],
oxycarboxin,9.0×105
C 12 H13NO4S,2.8×103
[5259-88-1],
thifensulfuron-methyl,3.4×108
C12H13N5O6S2,
[79277-27-3],
sulfamethazine,3.2 107×
C12H14N4O2S,
[57-68-1],
thiophanate-methyl,8.2 ×103
C12H14N4O4S2,7.9×102
[23564-05-8],
"4,4’-oxydi(benzenesulfonohydrazide)",7.8 1011×
C12H14N4O5S2,
[80-51-3],
albendazole,1.3×10
C12H15N3O2S,
[54965-21-8],
oryzalin,5.2×103
C12H18N4O6S,5.3×103
[19044-88-3],
STK366145,9.9×104
C12H19N3O3S,
(N-(2-ethyl(3-methyl-4-,
nitrosophenyl)amino)ethyl)-,
methanesulfonamide),
[56046-62-9],
isomethiozin,7.9×102
C12H20N4OS,
[57052-04-7],
isobornyl thiocyanoacetate,3.8×101
C13H19NO2S,
[115-31-1],
nitralin,1.4×103
C 13 H 19 N 3 O 6S,7.2 ×10−3
[4726-14-1],7.2 10−3×
bupirimate,1.0 102×
C13H24N4O3S,
[41483-43-6],
timolol,2.3 ×1011
C13H24N4O3S,
[26839-75-8],
dithianone,1.7×105
C14H4N2O2S2,
[3347-22-6],
N-(cyclohexylthio)phthalimide,1.5×102
C14H15NO2S,
[17796-82-6],
metsulfuron-methyl,7.5 ×1010
C14H15N5O6S,
[74223-64-6],
rimsulfuron,1.5×104
C14H17N5O7S2,
[122931-48-0],
thiophanate,1.9 107×
C14H18N4O4S2,
[23564-06-9],
sumatriptan,2.2×10
C14H21N3O2S,
[103628-46-2],
sulfometuron methyl,8.2 1012×
C15H16N4O5S,1.9×108
[74222-97-2],
tribenuron-methyl,9.7×107
C15H17N5O6S,
[101200-48-0],
propoxycarbazone,7.0 1011×
C15H18N4O7S,
[145026-81-9],
valdecoxib,4.5 105×
C16H14N2O3S,
[181695-72-7],
topramezone,1.0 ×1012
C16H17N3O5S,
[210631-68-8],
sulfosulfuron,4.3×105
C16H18N6O7S2,
[141776-32-1],
orthosulfamuron,1.3 ×104
C16H20N6O6S,
[213464-77-8],
buprofezin,2.3
C16H23N3OS,
[69327-76-0],
bensulfuron methyl,7.0 1010×
C16H18N4O7S,
[83055-99-6],
esomeprazole,3.3×1013
C17H19N3O3S,
[119141-88-7],
foramsulfuron,1.7 ×1011
C17H20N6O7S,
[173159-57-4],
sethoxydim,4.5×105
C17H29NO3S,
[74051-80-2],
mesosulfuron-methyl,9.0 1010×
C17H21N5O9S2,
[208465-21-8],
rosiglitazone,5.8×10
C18H19N3O3S,
[122320-73-4],
rabeprazole,8.2×1011
C18H21N3O3S,
[117976-89-3],
furathiocarb,7.6×103
C18H26N2O5S,
[65907-30-4],
lincomycin,3.3 ×1017
C18H34N2O6S,
[154-21-2],
pioglitazone,5.8 106×
C19H20N2O3S,
[111025-46-8],
tamsulosin,2.0×109
C20H28N2O5S,
[106133-20-4],
sufentanil,2.4 109×
C22H30N2O2S,
[56030-54-7],
sildenafil,1.4 1015×
C22H30N6O4S,
[139755-83-2],
tirofiban,1.3×109
C22H36N2O5S,
[144494-65-5],
vardenafil,5.2 1015×
C23H32N6O4S,
[224785-90-4],
taurocholic acid,1.9 ×1015
C26H45NO7S,
[81-24-3],
dalfopristin,2.2×1024
C34H50N4O9S,
[112362-50-2],
C.I. acid green 3,2.0×1023
C37H37N2O6S2,
[4680-78-8],
tinopal,1.2 1038×
C40H40N12O8S2,1.4×1040
[24231-46-7],4.2 ×1026
quinupristin,4.9×10
C53H67N9O10S,
[120138-50-3],
"3,3,4,4,4-pentafluorobutane-1-thiol",5.2×10−5
C4H5F5S,1.4×10−3
[68140-18-1],1.5 10−3×
"3,3,4,4,5,5,6,6,6-nonafluoro-1-",1.9 10−6×
hexanethiol,
C6H5F9S,4.7×10−4
[68140-20-5],3.1×10−4
"3,3,4,4,5,5,7,7,8,8,9,9,10,10,10-",9.7×10−9
pentadecafluoro-1-decanethiol,
C10H7F15S,6.5×10−6
[68140-21-6],8.6 ×10−4
"3,3,4,4,5,5-hexafluoro-1-(3,3,4,4,5,5-",1.2×10−7
hexafluorohexyldisulfanyl)hexane,
C12H14F 12 S2,9.0×10−6
[118400-71-8],1.9 ×10−2
perfluorobutane sulfonic acid,2.0
C4HF9O3S,
(PFBS),
[375-73-5],
perfluorohexane sulfonic acid,5.1 10−1×
C6HF13O3S,
(PFHxS),
[355-46-4],
perfluorooctane sulfonic acid,9.0 ×10−4
C8HF 17 O3S,8.6×10−3
(PFOS),1.6 10−1×
[1763-23-1],9.9×10−3
heptadecafluorooctanesulfonyl fluoride,1.5 ×10−7
C8F18O2S,
(perfluorooctylsulfonyl fluoride),
[307-35-7],
fluticasone,4.3×103
C22H27F3O4S,
[90566-53-3],
flubenzimine,>2.3×10
C17H10F6N4S,
[37893-02-0],
thiazafluron,3.2×104
C6H7F3N4OS,
[25366-23-8],
undecafluoro-N-methyl-1-,3.5 ×10−4
pentanesulfonamide,
C6H4F 11 NO 2S,4.4×10−2
[68298-13-5],5.6 ×10−4
"1,1,2,2,3,3,4,4,4-nonafluoro-N-(2-",1.8×101
hydroxyethyl)-N-methylbutane-1-,
sulfonamide,
C7H8F9NO3S,1.1×101
[34454-97-2],4.6×10−1
tridecafluoro-N-methyl-1-,6.7×10−5
hexanesulfonamide,
C 7 H4F13NO2S,9.2×10−3
[68259-15-4],2.5 ×10−4
perfluorooctane sulfonamide,5.5 10−6×
C8H2F17NO2S,3.4
(PFOSA),7.9 10−6×
[754-91-6],
emtricitabine,9.0 ×1011
C8H10FN3O3S,
[143491-57-0],
"N-ethyl-1,1,2,2,3,3,4,4,4-nonafluoro-",1.3 101×
N-(2-hydroxyethyl)butane-1-,
sulfonamide,
C8H10F9NO3S,8.8
[34449-89-3],1.4 10−1×
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-",1.3×10−5
pentadecafluoro-N-methylheptane-,
1-sulfonamide,
C8H4NO2F15S,1.6×10−3
[68259-14-3],1.2 ×10−4
"1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-",3.4
(2-hydroxyethyl)-N-methylpentane-1-,
sulfonamide,
C8H8NO3F11S,2.9
[68555-74-8],2.1 ×10−1
N-(3-(dimethylamino)propyl)-,2.1
nonafluoro-1-butanesulfonamide,
C 9 H 13 F 9 N2O2S,3.1×101
[68555-77-1],1.1
heptadecafluoro-N-,2.4 10−6×
methyloctanesulfonamide,
C9H4F17NO2S,2.1×10−4
[31506-32-8],5.2 10−5×
"N-ethyl-1,1,2,2,3,3,4,4,5,5,5-",2.5
undecafluoro-N-(2-hydroxyethyl)-,
1-pentanesulfonamide,
C9H10NO3F11S,2.3
[68555-72-6],6.0 10−2×
"1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-",6.4 10−1×
N-(2-hydroxyethyl)-N-methyl-1-,
hexanesulfonamide,
C9H8NO3F13S,6.0×10−1
[68555-75-9],9.2×10−2
"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,6-",4.7×10−1
tridecafluoro-N-(2-,
hydroxyethyl)hexane-1-sulfonamide,
C10H10F13NO3S,4.6 ×10−1
[34455-03-3],3.1 ×10−2
2-methyl[(nonafluorobutyl)sulfonyl],5.1 10−1×
aminoethyl acrylate,
C10H10F9NO4S,5.3×10−1
[67584-55-8],8.2 101×
N-ethyl perfluorooctane sulfonamide,1.8×10−6
C10H 6 F 17 NO 2S,1.8 ×10−6
(EtFOSA),1.4 10−4×
[4151-50-2],9.5×10−6
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-",1.2×10
pentadecafluoro-N-(2-hydroxyethyl)-,
N-methylheptane-1-sulfonamide,
C10H8NO3F15S,9.5×10−2
[68555-76-0],4.5×10−2
N-methyl perfluorooctane sulfonami-,2.3×10−2
doethanol,
C11H8F17NO3S,1.2×10−2
(MeFOSE),1.9 ×10−2
[24448-09-7],4.3 ×10−1
"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-",9.0×10−2
pentadecafluoro-N-(2-hydroxyethyl)-1-,
heptanesulfonamide,
C11H10NO3F15S,7.2×10−2
[68555-73-7],1.5×10−2
mefluidide,7.6×105
C11H13F3N2O3S,
[53780-34-0],
N-(3-(dimethylamino)propyl)-,7.7×10−2
"1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-",
1-hexanesulfonamide,
C11H13N2O2F13S,1.5
[50598-28-2],2.2 ×10−1
"2-(methyl-(1,1,2,2,3,3,4,4,5,5,5-",9.7 ×10−2
undecafluoropentylsulfonyl)amino)ethyl,
prop-2-enoate,
C11H10F11NO4S,2.0×10−1
[67584-56-9],7.5 ×101
2-(methyl((nonafluorobutyl)sulfonyl),3.3×10−1
amino)ethyl methacrylate,
C11H12F9NO4S,5.0×10−1
[67584-59-2],1.9 ×10−1
N-(3-(dimethylamino)propyl),1.5 10−2×
pentadecafluoro-1-heptanesulfonamide,
C12H13F15N2O2S,2.3 ×10−1
[67584-54-7],1.8×10−2
acrylic acid 2-,1.8×10
[methyl[(tridecafluorohexyl)sulfonyl],
amino]ethyl ester,
C12H10F13NO4S,6.0×10−2
[67584-57-0],3.4×101
N-ethyl perfluorooctane sulfonami-,1.7 10−2×
doethanol,
C12H10F17NO3S,8.6 ×10−3
(EtFOSE),6.2×10−3
[1691-99-2],3.3 10−1×
florasulam,1.7×106
C12H8F3N5O3S,
[145701-23-1],
2-(methyl((pentadecafluoroheptyl),3.5 10−3×
sulfonyl)amino)ethyl acrylate,
C13H10F15NO4S,1.5×10−2
[68084-62-8],9.9
flazasulfuron,1.6 ×106
C13H12F3N5O5S,
[104040-78-0],
N-methyl perfluorooctane sulfonami-,4.4 10−2×
doethylacrylate,
C14H10F17NO4S,2.2×10−3
(MeFOSEA),
[25268-77-3],
pyrasulfotole,7.0×108
C14H13F3N2O4S,
[365400-11-9],
flufenacet,1.7 103×
C14H13F4N3O2S,
[142459-58-3],
N-butyl-,9.7 ×10−3
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-",
heptadecafluoro-N-(2-hydroxyethyl)-1-,
octanesulfonamide,
C14H14F17NO3S,4.1 ×10−3
[2263-09-4],3.8×10−2
ethyl N-ethyl-N-,1.3×10
[(heptadecafluorooctyl),
sulfonyl]glycinate,
C14H12NO4F17S,1.8×10−3
[1869-77-8],4.3
2-(((heptadecafluorooctyl)sulfonyl),4.2 10−4×
methylamino)ethyl methacrylate,
C 15 H 12 F 17 NO 4S,3.3 ×10−3
[14650-24-9],2.5
isoxaflutole,5.3 ×104
C15H12F3NO4S,
[141112-29-0],
primisulfuron-methyl,7.0×106
C15H12F4N4O7S,
[86209-51-0],
penoxsulam,9.0 1012×
C16H14F5N5O5S,
[219714-96-2],
pantoprazole,1.7 1014×
C16H15F2N3O4S,
[102625-70-7],
2-(N-ethylperfluorooctanesulfamido)ethyl,3.2 ×10−4
methacrylate,
C 16 H14F17NO4S,3.9×10−3
[376-14-7],1.5
thiazopyr,2.1×101
C16H17F5N2O2S,
[117718-60-2],
celecoxib,1.3 ×107
C17H14F3N3O2S,
[169590-42-5],
2-butyl[(heptadecafluorooctyl)sulfonyl],2.9 ×10−4
aminoethyl acrylate,
C17H16F17NO4S,4.1 ×10−3
[383-07-3],1.8
thidiazimin,3.5 ×108
C18H17N4O2FS,
[123249-43-4],
benthiavalicarb isopropyl,1.1×10
C18H24FN3O3S,
[177406-68-7],
rosuvastatin,2.9 1014×
C22H28N3O6FS,
[287714-41-4],
trichloromethanesulfenyl chloride,4.1 10−2×
CCl4S,6.9×10−4
[594-42-3],9.5 10−4×
"1,1,2,2-tetrachloroethanesulfenyl chlo-",8.8 ×10−2
ride,
C2HCl5S,3.7×10−3
[1185-09-7],1.9×10−2
2-chloroethyl ethyl sulfide,2.0×10−2
C4H9ClS,
[693-07-2],
"2,2’-dichlorodiethylsulfide",3.0 ×10−1
(ClCH2CH2)2S,4.1×10−1
(mustard gas),
[69020-37-7],
pentachlorobenzenethiol,6.6 10−2×
C 6 HCl5S,8.4×10−2
[133-49-3],2.7×10−2
tetrasul,9.3 ×10−1
C12H6Cl4S,
[2227-13-6],
methanesulfonyl chloride,2.2 ×10−1
CH3ClO2S,
[124-63-0],
bis(trichloromethyl)sulfone,8.2×102
C2Cl6O2S,8.2 ×102
[3064-70-8],1.2 ×10−2
benzenesulfonyl chloride,1.1
C6H5ClO2S,1.7×101
[98-09-9],6.7
4-methylbenzenesulfonyl chloride,1.0
C7H7ClO2S,1.8×101
[98-59-9],1.2 101×
endosulfan,9.4 10−1×
C9H6Cl6O3S,1.1×102
[115-29-7],2.4 1×10
α-endosulfan,1.4
C9H6Cl6O3S,1.4
(endosulfan I),1.4
[959-98-8],1.4
β-endosulfan,2.5 ×101
C9H6Cl6O3S,2.2×101
(endosulfan II),1.9×101
[33213-65-9],2.5
endosulfan sulfate,8.2×105
C9H6Cl6O4S,
[1031-07-8],
mcpa-thioethyl,4.5×10−1
C11H13ClO2S,
[25319-90-8],
"1,1’-sulfonylbis(4-chlorobenzene)",7.0 101×
C12H8Cl2O2S,7.2×101
[80-07-9],6.5 103×
"1,2,4-trichloro-5-[(4-",6.9 ×103
chlorophenyl)sulfonyl]benzene,
C12H6Cl4O2S,
(tetradifon),
[116-29-0],
ovex,6.2×10
C12H8Cl2O3S,
(chlorfenson),
[80-33-1],
sulfenone,5.2 101×
C12H9ClO2S,
[80-00-2],
aramite,5.2 ×101
C15H23ClO4S,
[140-57-8],
6-chloro-2-(6-chloro-4-methyl-3-,3.2×107
oxobenzo[b]thien-2(3H)-ylidene)-4-,
methylbenzo[b]thiophene-3(2H)-one,
C18H10Cl2O2S2,1.2×107
[2379-74-0],5.4×104
"5-chloro-3-(trichloromethyl)-1,2,4-",1.6×101
thiadiazole,
C3Cl4N2S,1.9×101
[5848-93-1],7.3 ×10−1
"2,4-dichloro-6-(methylthio)-1,3,5-",1.3×101
triazine,
C4H3Cl2N3S,1.3 ×101
[13705-05-0],9.7 10−1×
chlorthiamid,3.5 ×104
C7H5Cl2NS,
[1918-13-4],
(2-chlorophenyl)thiourea,>9.9×101
C7H7ClN2S,
[5344-82-1],
"2-chloroallyl-N,N-",1.5
diethyldithiocarbamate,
C8H14ClNS2,2.1 ×101
[95-06-7],
thiacloprid,9.0 108×
C10H9ClN4S,
[111988-49-9],
chloromethiuron,2.0×105
C10H13N2ClS,
[28217-97-2],
etridiazole,3.3×10
C5H5Cl3N2OS,1.6×101
[2593-15-9],
4-chloro-3-nitrobenzenesulfonamide,8.2×103
C6H5ClN2O4S,
[97-09-6],
clothianidin,3.4×1010
C6H8ClN5O2S,
[210880-92-5],
chlobenthiazone,1.3
C8H6NOClS,
[63755-05-5],
prothiocarb hydrochloride,2.5×109
C8H19ClN2OS,
[19622-19-6],
thicyofen,>2.3×1010
C8H5N2OClS2,
[116170-30-0],
thiamethoxam,2.1 ×109
C8H10ClN5O3S,
[153719-23-4],
"4-amino-3,5-dichloro-N-ethyl-2-",3.8 ×104
methylbenzenesulfonamide,
C9H12Cl2N2O2S,1.1×104
[151574-12-8],1.2×106
dichlofluanid,1.9 102×
C 9 H11Cl2FN2O2S2,2.5×104
[1085-98-9],1.5×101
captan,1.4×103
C9H8Cl3NO2S,1.5×103
[133-06-2],1.7
folpet,1.3 ×102
C9H4Cl3NO2S,2.6
[133-07-3],
captafol,3.7×103
C10H9Cl4NO2S,
(difolatan),
[2425-06-1],
diallate,2.6
C10H17Cl2NOS,9.3
(avadex),4.0
[2303-16-4],2.6
triallate,8.2×10
C10H16Cl3NOS,8.8×10−1
[2303-17-5],9.8×10−1
tolylfluanid,1.3×101
C 10 H 13 Cl 2 FN 2 O 2 S2,1.6 ×102
[731-27-1],
S-(4-chlorobenzyl) diethylthiocarba-,1.9 ×101
mate,
C12H16ClNOS,4.9
(thiobencarb),3.7 101×
[28249-77-6],5.8 ×101
furosemide,2.5 1010×
C12H11ClN2O5S,
[54-31-9],
chlorsulfuron,3.2 104×
C12H12ClN5O4S,1.5×105
[64902-72-3],
phosalone,2.5 ×101
C12H15ClNO4S2,
[2310-17-0],
dimethenamid,4.5 ×102
C12H18ClNO2S,
[87674-68-8],
dimethenamid-p,2.1 ×103
C12H18ClNO2S,
[163515-14-8],
cyazofamid,2.5 ×101
C13H13ClN4O2S,
[120116-88-3],
prothioconazole,2.2×104
C14H15Cl2N3OS,
[178928-70-6],
chlorimuron-ethyl,5.5×109
C15H15ClN4O6S,
[90982-32-4],
clopidogrel,4.5×103
C16H16ClNO2S,
[113665-84-2],
hexythiazox,4.2 102×
C17H21N2O2ClS,
[78587-05-0],
clethodim,8.2×10
C17H26ClNO3S,
[99129-21-2],
clindamycin,3.4×1016
C18H33N2O5ClS,
[18323-44-9],
vismodegib,6.2×1011
C19H14Cl2N2O3S,
[879085-55-9],
pyridaben,2.1×10−1
C19H25ClN2OS,
[96489-71-3],
tembotrione,5.8×109
C17H16ClF3O6S,
[335104-84-2],
fluothiuron,>2.3 1010×
C10H10Cl2F2N2OS,
[33439-45-1],
sulfentrazone,1.5 107×
C11H10Cl2F2N4O3S,
[122836-35-5],
flurazole,4.0×101
C12H7NO2ClF3S,
[72850-64-7],
fipronil,1.2 ×104
C12H4Cl2F6N4OS,
[120068-37-3],
fluthiacet-methyl,4.7×103
C15H15ClFN3O3S2,
[117337-19-6],
vemurafenib,8.2 1011×
C23H18ClF2N3O3S,
[918504-65-1],
tetrabromobisphenol S,1.5×1011
C12H6Br4O4S,9.7×105
[39635-79-5],5.8×106
"1,3-dibromo-5-[3,5-dibromo-4-(2,3-",8.2 ×108
dibromopropoxy)benzenesulfonyl]-2-,
"(2,3-dibromopropoxy)benzene",
C18H14Br8O4S,5.2×108
[42757-55-1],1.8×1011
bromphenol blue,1.9×10
C 19 H10Br4O5S,5.1×105
[115-39-9],9.2 ×109
bromcresol green,1.5×1013
C21H14Br4O5S,1.0×106
[76-60-8],1.8 ×109
bromocresol purple,9.9 ×1012
C21H16Br2O5S,
[115-40-2],
difethialone,9.9
C31H23BrO2S,
[104653-34-1],
amisulbrom,4.7 ×101
C13H13BrFN5O4S2,
[348635-87-0],
amical 48,1.3 103×
C8H8I2O2S,
(diiodomethyl p-tolyl sulfone),
[20018-09-1],
flubendiamide,4.5×10−2
C23H22F7IN2O4S,
[272451-65-7],
Orga,nic specie
Ph,osphorus (
9-icosyl-9-,3.1×10−5
phosphabicyclo[4.2.1]nonane,
C 28 H 55P,3.1 ×10−3
[13886-99-2],2.2 ×10−2
triphenylphosphine,4.3 ×102
C 18 H 15P,9.5 ×10−3
[603-35-0],1.3 ×101
"phosphoric acid, trimethyl ester",1.4 ×103
C3H9O4P,
(trimethyl phosphate),
[512-56-1],
trimethyl phosphite,9.0×10−1
C3H9O3P,
[121-45-9],
dimethyl methylphosphonate,7.6
C3H9O3P,
[756-79-6],
diethyl hydrogen phosphite,1.7
C4H11O3P,
[762-04-9],
triethylphosphate,2.7 ×102
C 6 H15O4P,1.4×102
[78-40-0],
mevinphos,
C7H13O6P,2.4×105
[7786-34-7],2.5 103×
diisopropyl methanephosphonate,2.2×10−1
C7H17O3P,
[1445-75-6],
dibutyl hydrogen phosphite,5.5 10−1×
C8H19O3P,
[1809-19-4],
dibutyl phosphate,2.3 ×103
C8H19O4P,
[107-66-4],
tetraethyl pyrophosphate,4.5 ×104
C8H20O7P2,
[107-49-3],
tripropyl phosphate,1.5 101×
C9H21O4P,
[513-08-6],
triallyl phosphate,1.8 ×101
C9H15O4P,
[1623-19-4],
tributylphosphate,7.0
C12H27O4P,1.6×101
[126-73-8],4.8
hexaethyl tetraphosphate,3.0 ×1011
C12H30O13P4,
[757-58-4],
crotoxyphos,1.7 103×
C14H19O6P,1.7 ×103
[7700-17-6],1.7 103×
"phosphoric acid, dibutyl phenyl ester",2.0 101×
C14H23O4P,
[2528-36-1],
bis(2-ethylhexyl) hydrogen phosphite,5.8×10
C16H35O3P,
[3658-48-8],
bis(2-ethylhexyl)hydrogen phosphate,2.4×102
C16H35O4P,
(bis(2-ethylhexyl) phosphate),
[298-07-7],
triphenyl phosphate,3.0
C18H15O4P,
[115-86-6],
tris(2-butoxyethyl) phosphate,8.2 105×
C18H39O7P,
[78-51-3],
p-cresyl diphenyl phosphate,9.9×101
C19H17O4P,
[78-31-9],
triphenylphosphine oxide,1.9 ×104
C18H15OP,4.6×104
[791-28-6],1.1 ×107
"phosphorous acid, triphenyl ester",1.8 101×
C18H15O3P,4.4×10−2
[101-02-0],1.5 102×
trihexylphosphine oxide,4.5 10−3×
C18H39OP,2.9×10−3
[3084-48-8],5.8 ×104
"phosphoric acid, octyl diphenyl ester",3.9 ×101
C20H27O4P,
[115-88-8],
octyldihexylphosphine oxide,2.5 10−3×
C 20 H43OP,3.1×10−3
[31160-64-2],5.3 104×
tris(methylphenyl) phosphate,1.2 ×101
C21H21O4P,
(tricresyl phosphate),
[1330-78-5],
"phosphoric acid, (1-methylethyl)phenyl",1.3×102
diphenyl ester,
C21H21O4P,
[28108-99-8],
"phosphoric acid, tris(2-methylphenyl)",5.2
ester,
C21H21O4P,
(tri-o-cresyl phosphate),
[78-30-8],
"phosphoric acid, tris(3-methylphenyl)",9.9
ester,
C21H21O4P,
(tri-m-cresyl phosphate),
[563-04-2],
"phosphoric acid, tris(4-methylphenyl)",1.8 102×
ester,
C21H21O4P,
(tri-p-cresyl phosphate),
[78-32-0],
(4-tert-butylphenyl) diphenyl phos-,4.5 101×
phate,
C22H23O4P,
[56803-37-3],
isodecyl diphenyl phosphate,2.3 ×101
C22H31O4P,
[29761-21-5],
dioctylhexylphosphine oxide,1.4 10−3×
C22H47OP,3.4×10−3
[31160-66-4],4.0 ×104
"tris(2,4-dimethylphenyl)phosphate",1.4 ×102
C24H27O4P,
[3862-12-2],
"tris(2,5-dimethylphenyl)phosphate",1.4×102
C24H27O4P,
[19074-59-0],
"tris(2,6-dimethylphenyl)phosphate",1.4 ×102
C24H27O4P,
[121-06-2],
"tris(3,4-dimethylphenyl)phosphate",1.4×102
C24H27O4P,
[3862-11-1],
"tris(3,5-dimethylphenyl)phosphate",1.4×102
C24H27O4P,
[25653-16-1],
tris(4-isopropylphenyl) phosphate,3.4×101
C27H33O4P,
[26967-76-0],
trioctylphosphine oxide,8.2×10
C24H51OP,3.7×10−3
[78-50-2],3.4 ×104
bis(2-ethylhexyl)-2-ethylhexyl phos-,2.1 10−2×
phonate,
C24H51O3P,6.2×10−6
[126-63-6],5.4×104
didodecyl hydrogen phosphate,2.5×101
C24H51O4P,
[7057-92-3],
"phosphoric acid, tris(2-ethylhexyl) ester",1.2×102
C24H51O4P,
(trioctyl phosphate),
[78-42-2],
diisodecylphenyl phosphite,1.9
C26H47O3P,2.5
[25550-98-5],1.6 103×
fyrolflex RDP,3.4×107
C30H24O8P2,1.4 ×10−2
[57583-54-7],2.6 ×108
tris(4-tert-butylphenyl) phosphate,1.4 ×101
C30H39O4P,8.4×10−4
[78-33-1],1.6×103
"tris-(2,4-di-tert-butylphenyl) phosphite",6.1 10−2×
C42H 63 O 3P,6.5 ×10−5
[31570-04-4],1.5×102
glyphosate,1.8×106
C3H8NO5P,
[1071-83-6],
krenite,2.0 107×
C3H11N2O4P,
(fosamine-ammonium),
[25954-13-6],
tabun,6.6×101
C5H 11 N2O2P,6.5×101
[77-81-6],
glufosinate-ammonium,2.2×10
C5H15N2O4P,
[77182-82-2],
monocrotophos,1.5×107
C7H14NO5P,
[6923-22-4],
dicrotophos,2.0×105
C8H16NO5P,
[141-66-2],
octamethyldiphosphoramide,1.6 1011×
C8H24N4O3P2,
(schradan),
[152-16-9],
fyrol 6,6.2 ×101
C9H22NO5P,
(diethyl ((diethanolamino)methyl),
phosphonate),
[2781-11-5],
diethyl 4-nitrophenyl phosphate,1.6×103
C10H14NO6P,1.5×104
(paraoxon),
[311-45-5],
dimethyl 4-nitrophenyl phosphate,>1.1×104
C8H10NO6P,
(methyl paraoxon),
[950-35-6],
buminafos,5.0
C18H38NO3P,
[51249-05-9],
methylphosphonyldifluoride,4.5 10−1×
CH3F2OP,
[676-99-3],
sarin,1.7×101
C4H10FO2P,1.8 ×101
[107-44-8],
dimefox,4.5×102
C4H12FN2OP,
[115-26-4],
isoflurophate,3.1
C6H14FO3P,
(diisopropyl fluorophosphate),
[55-91-4],
cyclohexyl methylphosphonofluoridate,3.5
C7H14FO2P,
(cyclosarin),
[329-99-7],
soman,2.1
C7H16FO2P,2.2
[96-64-0],
mipafox,3.3×103
C6H16FN2OP,
[371-86-8],
phenylphosphonous dichloride,6.5 ×10−1
C6H5Cl2P,2.5×10−3
[644-97-3],6.2×10−2
chlorphonium chloride,2.8 107×
C19H32Cl3P,
[115-78-6],
triclofos,7.0 107×
C2H4Cl3O4P,
[306-52-5],
(2-chloroethyl)-phosphonic acid,6.9 107×
C2H6ClO3P,
(ethephon),
[16672-87-0],
"1-hydroxy-2,2,2-",>8.1×102
"trichloroethylphosphonic acid,",
dimethyl ester,
C 4 H 8 Cl 3 O 4P,5.8 ×105
(trichlorfon),6.0×105
[52-68-6],5.9 105×
"dimethyl-2,2-dichlorovinyl phosphate",3.9×101
C 4 H 7 Cl 2 O 4P,8.1 ×10−2
(dichlorvos),1.7×101
[62-73-7],5.2
tris(2-chloroethyl) phosphate,3.0
C6H12Cl3O4P,
[115-96-8],
cyclophosphamide,7.0×105
C7H15Cl2N2O2P,
[50-18-0],
ifosfamide,7.0 ×105
C7H15Cl2N2O2P,
[3778-73-2],
butonate,3.3×10
C8H14Cl3O5P,
[126-22-7],
"phosphoric acid, 7-",5.8 ×101
"chlorobicyclo[3.2.0]hepta-2,6-dien-",
6-yl dimethyl ester,
C9H12ClO4P,4.3×103
(heptenophos),
[23560-59-0],
"tris(2,3-dichloropropyl) phosphate",3.8 103×
C9H15Cl6O4P,
[78-43-3],
"tris(1,3-dichloroisopropyl)phosphate",3.8 ×103
C9H15Cl6O4P,3.8×103
[13674-87-8],4.1 ×10−2
tris(2-chloropropyl) phosphate,1.6 102×
C9H18Cl3O4P,1.4×10−3
[6145-73-9],6.7×102
tri-(2-chloroisopropyl)phosphate,1.6 102×
C9H18Cl3O4P,1.6×102
[13674-84-5],1.9×10−4
bis(2-chloropropyl) 2-chloro-1-,1.6×102
methylethyl phosphate,
C9H18Cl3O4P,7.2×10−4
[76649-15-5],5.6 ×103
tetrachlorvinphos,5.5 ×103
C10H 9 Cl4O4P,5.4×103
[22248-79-9],
chlorfenvinphos,3.4×102
C12H14Cl3O4P,3.4 ×103
(clofenvinfos),3.6 ×103
[470-90-6],
crufomate,3.9×103
C12H19ClNO3P,
(ruelene),
[299-86-5],
phosdiphen,2.6×10
C14H11O4Cl4P,
[36519-00-3],
phosphamidon,2.8
C10H19ClNO5P,2.8
[13171-21-6],6.6×106
"tris(2,3-dibromo-1-propyl) phosphate",3.8×10−1
C9H15Br6O4P,
[126-72-7],
naled,1.5 10−1×
C4H7Br2Cl2O4P,
[300-76-5],
"2-bromo-1,1-dimethylethyl 2-",1.5×103
bromoethyl 2-chloroethyl phosphate,
C9H18Br2ClO4P,1.3×10−2
[125997-20-8],4.4 ×103
leptophos,3.7
C13H10O3BrCl2P,3.7
[21609-90-5],4.0
tributyl phosphorotrithioite,4.3×10−1
C12H27PS3,4.3×10−1
[150-50-5],6.0 10−4×
"bis(2,6,6-trimethylbicyclo[3.1.1]hept-",8.2 ×10−5
"2-enyl) bis(2,6,6-",
trimethylbicyclo[3.1.1]hept-2-,
enyl)thiodiphosphonate,
C40H60P2S5,5.8×104
[68400-79-3],1.9 ×105
